last_name, first_name,player_id,year,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95percent,barrels,brl_percent,brl_pa
Dyson, Sam,473879,2017,193,0.7,25.9,112.8,86.8,96,83.1,430,128,394,58,30.1,8,4.1,3.1
Oh, Seunghwan,493200,2017,192,20.2,34.9,109.9,85.8,89.8,81.3,451,200,397,54,28.1,14,7.3,5.3
Hughes, Phil,461833,2017,192,19.2,41.1,111.3,90.8,93.6,87.5,422,220,393,71,37,19,9.9,7.8
Anderson, Brett,474463,2017,192,5.1,39.6,112.7,89.5,95.5,84.8,433,165,396,85,44.3,10,5.2,4
Wojciechowski, Asher,592879,2017,190,24.1,32.1,112.3,88.3,93.4,83.8,435,202,400,62,32.8,15,7.9,5.4
Bradley, Archie,605151,2017,189,7.5,31.2,109.3,88.3,92.7,86.6,425,156,399,69,36.5,9,4.8,3.1
Barnes, Jacob,606930,2017,188,6,30.3,113.9,86.2,92,82.1,444,144,388,57,30.3,8,4.3,2.6
Devenski, Chris,606965,2017,188,17.3,28.7,111.3,86.3,90.9,83.7,456,178,400,49,26.1,12,6.4,3.8
Maurer, Brandon,543506,2017,188,13.4,37.2,110.7,87.4,94,82.5,448,190,410,59,31.6,15,8,5.6
Asher, Alec,594742,2017,188,15.9,37.8,114.4,86.9,91.8,82.6,442,185,410,52,27.7,12,6.4,4.5
Vázquez, Felipe,553878,2017,188,7.2,24.5,109.6,84.6,91.2,80.9,425,139,415,50,27.2,7,3.7,2.3
Swarzak, Anthony,461872,2017,188,15.4,24.5,112.5,87.4,90.4,85.6,449,166,412,56,29.9,8,4.3,2.6
Kontos, George,502004,2017,188,10.6,30.9,108.4,85.6,92.4,81.8,414,162,387,54,29,6,3.2,2.2
Rodón, Carlos,607074,2017,187,12,33.7,112.2,89.4,93.1,86.5,477,169,401,78,41.7,14,7.5,4.7
Lawrence, Casey,596271,2017,186,8.7,33.9,111.4,86.8,92.3,82.6,435,166,388,62,33.5,10,5.4,3.8
Iglesias, Raisel,628452,2017,186,12.3,34.4,114,86.1,89.9,82.4,465,163,409,50,26.9,7,3.8,2.3
Báez, Pedro,520980,2017,185,17.6,38.9,114.6,86.8,92,82.1,419,197,393,55,29.7,12,6.5,4.3
Delgado, Randall,517414,2017,185,11.5,29.7,111.9,87.5,93.6,83.2,403,162,395,65,35.5,13,7,5
Salas, Fernando,477569,2017,185,11.7,27,111.9,89,92.7,86.2,442,163,404,61,33.3,14,7.6,5.3
Peralta, Wily,503449,2017,184,11.5,33.7,110.9,87.5,92.3,83.5,433,170,413,57,31,16,8.7,5.9
Sims, Lucas,608371,2017,184,15.2,34.8,114.1,86.7,90.7,83.5,416,171,389,55,29.9,9,4.9,3.5
Mariñez, Jhan,501697,2017,184,7.8,31.5,110.8,88.8,93.2,85.5,482,166,414,68,37,8,4.3,3.1
Oberg, Scott,623184,2017,184,5.4,26.6,110.3,88.1,91.9,86.6,423,140,398,66,35.9,4,2.2,1.5
McHugh, Collin,543521,2017,183,17.7,41.5,113,88.1,91.3,84.7,442,197,400,63,34.4,10,5.5,3.7
Jennings, Dan,543359,2017,183,2.8,26.2,112.3,85.1,92.1,81.8,460,127,407,57,31.1,10,5.5,3.8
Hembree, Heath,592390,2017,182,13.9,34.6,111.9,88.1,93,84.5,442,183,393,64,36,16,8.8,5.9
Nicolino, Justin,592593,2017,182,6.7,37.9,114.5,88.4,93.7,83.5,445,165,405,62,34.1,9,4.9,3.9
Sewald, Paul,623149,2017,182,17.4,35.2,109.8,88.4,91.7,85.6,433,203,396,61,33.5,13,7.1,4.7
Herrera, Kelvin,516969,2017,182,8.9,31.9,110.4,88,92.7,83.6,438,175,402,70,38.7,15,8.2,5.8
Peralta, Wandy,593974,2017,181,7.5,25.4,108.7,86,91.2,82.7,411,148,383,57,31.5,4,2.2,1.5
Hand, Brad,543272,2017,180,11.5,29.4,112.1,86.1,90.2,83.6,451,160,402,48,26.7,9,5,2.9
Brach, Brad,542960,2017,179,12.1,34.6,109.8,86.6,94.1,80,434,178,403,60,33.5,13,7.3,4.7
Bergman, Christian,548357,2017,179,15.1,36.9,110.6,89.6,93.9,84.8,450,193,405,65,36.5,15,8.4,6.5
Gearrin, Cory,518715,2017,179,9.5,28.5,110.8,86.8,91,84.4,413,156,358,61,34.1,4,2.2,1.4
Strickland, Hunter,519326,2017,179,18.4,33.5,112.9,87.3,91,84.6,413,180,396,53,29.8,14,7.8,5.2
Bowman, Matt,621199,2017,178,7.2,26.4,111.1,85.2,89.3,82.5,458,144,412,51,28.8,7,3.9,2.8
Barnes, Danny,592130,2017,178,22.1,30.9,111.2,88.3,92.3,86.9,438,199,394,56,31.5,10,5.6,3.8
Butler, Eddie,572750,2017,177,10.6,35.6,112.5,87,94.2,81.7,447,171,423,58,32.8,11,6.2,4.6
Stratton, Chris,608717,2017,176,10.9,41.5,108.8,86.3,89.9,82.9,441,168,410,53,30.1,8,4.5,3.1
Duensing, Brian,488846,2017,176,10.1,29.5,109.4,85.7,91.4,82.8,439,165,400,50,28.4,8,4.5,3.1
Tazawa, Junichi,547749,2017,176,15.5,36.4,108.9,88.1,92.6,83,432,187,394,60,34.1,7,4,2.9
Whitley, Chase,595032,2017,176,20.1,38.1,109.5,86.8,90.8,83.2,416,187,391,51,29,10,5.7,4.2
Barnes, Matt,598264,2017,175,8.7,30.3,108.7,86.3,89.7,84.6,429,151,386,51,29.1,8,4.6,2.8
Leone, Dominic,608678,2017,175,15,34.3,110.9,86.4,91.4,81.5,428,182,402,57,32.6,13,7.4,4.7
Casilla, Santiago,433586,2017,174,14,31,113.4,89,92.5,86.5,416,181,382,62,35.6,10,5.7,3.9
Gregerson, Luke,502381,2017,173,7.8,32.9,113.1,86.6,93,81.2,437,167,391,63,36.6,15,8.7,5.7
Hatcher, Chris,501822,2017,173,18.5,38.7,113.6,88.3,92.7,83.7,422,207,389,60,34.9,8,4.6,3.1
Buchter, Ryan,488748,2017,173,23,27.2,111.3,84.7,89.9,80.4,425,190,393,51,29.5,6,3.5,2.2
Greene, Shane,572888,2017,172,11.1,30.2,109.3,87.7,91.6,85.6,431,171,405,65,37.8,10,5.8,3.5
Hendriks, Liam,521230,2017,172,12,34.9,113.6,88.9,93.5,85,433,195,402,66,38.4,12,7,4.4
Meyer, Alex,543542,2017,171,10.1,34.5,113.6,86.9,93.1,81.9,417,172,392,51,30,10,5.8,3.4
Barnette, Tony,501817,2017,171,13.3,36.3,110.9,86.8,92,81.9,416,179,390,59,34.5,6,3.5,2.4
Barraclough, Kyle,607457,2017,170,11,30.6,110.9,85.6,89.3,82.6,410,164,390,43,25.4,5,2.9,1.7
Milone, Tommy,543548,2017,169,16,35.5,108.8,87.1,92.3,82.6,427,181,396,60,35.5,16,9.5,7.2
Belisle, Matt,279571,2017,169,14.3,32.5,112.6,84.8,89.5,80.9,435,172,397,46,27.2,9,5.3,3.6
Johnson, Jim,462382,2017,169,6.5,32.5,109.6,87.7,90.8,85.8,425,158,408,53,31.5,9,5.3,3.5
Pressly, Ryan,519151,2017,169,8.4,30.8,112.6,88.5,93.2,84.9,473,165,396,63,37.3,11,6.5,4.4
Ramirez, José,542432,2017,168,11.8,29.8,109.1,87,92.7,82,436,180,398,54,32.3,12,7.1,4.7
Jackson, Luke,592426,2017,168,10.7,33.3,113,89.2,94.7,85.6,441,179,412,66,41.5,11,6.5,4.9
Allen, Cody,592102,2017,167,19.5,36.5,113,86.3,92.1,79.2,444,203,400,49,29.5,12,7.2,4.3
Moylan, Peter,493247,2017,167,2.5,26.9,109.3,84.3,91.8,81.1,414,135,386,41,24.6,6,3.6,2.5
Hudson, Daniel,543339,2017,167,13.2,30.5,108.9,85.1,89.5,83,414,166,389,46,27.9,8,4.8,3
Loup, Aaron,571901,2017,166,5.8,31.3,116.2,84.6,87.6,82.8,419,142,386,45,27.1,5,3,1.9
Hughes, Jared,453172,2017,166,0.6,28.9,111.6,86.5,94.6,82.9,418,128,410,61,36.7,11,6.6,4.5
Freeman, Sam,518693,2017,165,6.9,26.1,112.7,85,89.2,83,424,134,394,46,27.9,3,1.8,1.2
Storen, Drew,519322,2017,165,9.1,25.5,109.3,85.6,89.3,82.6,414,156,389,49,29.7,6,3.6,2.4
Middleton, Keynan,641871,2017,165,15.7,43.6,115.8,88.1,92.8,82.9,447,200,413,61,37,15,9.1,6.1
Rogers, Taylor,573124,2017,164,9.1,36.6,112.6,87.8,92.1,85.1,459,165,415,58,35.4,11,6.7,4.6
Smoker, Josh,519294,2017,164,12.1,34.1,113.1,86.9,92.9,82.7,447,174,406,50,30.5,11,6.7,4.1
Drake, Oliver,543118,2017,164,7.9,36.6,111.1,88.1,90.8,86.8,430,154,395,57,34.8,9,5.5,3.6
Grace, Matt,594840,2017,163,0.3,28.8,113.2,86.2,92.2,83.1,442,135,429,47,28.8,8,4.9,3.7
Norris, Bud,502032,2017,163,11.4,34.4,113.7,88.7,92.7,85.6,438,163,395,55,33.7,8,4.9,3
Ziegler, Brad,446899,2017,163,1.1,28.8,111,85.7,93.6,83,434,114,434,59,36.2,1,0.6,0.5
López, Reynaldo,625643,2017,162,21.3,35.8,109.9,87.1,91.2,84.3,426,191,397,44,27.3,8,4.9,3.9
García, Jarlín,606424,2017,162,16.3,34.6,111,85.5,89.3,83,431,168,401,52,32.1,6,3.7,2.7
Weaver, Luke,596133,2017,162,7.7,33.3,116.5,86.3,92.4,81.6,428,150,399,55,34.4,9,5.6,3.6
McAllister, Zach,502083,2017,161,17.7,37.3,110.5,89.8,91.3,89.2,422,192,391,69,43.1,12,7.5,4.8
Neshek, Pat,450212,2017,160,18.5,33.8,111.1,85.1,89.4,80.8,434,185,404,42,26.3,6,3.8,2.6
Flexen, Chris,623167,2017,160,11.1,35,113.7,86.3,91.4,81.5,457,180,404,50,31.3,10,6.3,4.3
Clippard, Tyler,461325,2017,159,20.2,34,110.3,86.3,91.5,78.7,424,204,385,54,34,9,5.7,3.4
Bush, Matt,456713,2017,159,16,34,109.8,85.5,90.6,82.4,434,178,401,43,27,10,6.3,4.2
Ross, Tyson,475115,2017,158,10.5,30.4,109.8,86.1,90.9,82.8,461,163,395,47,29.7,12,7.6,5
Bettis, Chad,518452,2017,158,8.3,32.3,108.3,85.4,89.3,82.2,420,163,407,43,27.2,7,4.4,3.5
Kelly, Joe,523260,2017,158,6.5,32.3,113,89.1,92.6,87.2,435,155,421,58,36.7,7,4.4,2.9
Strop, Pedro,467008,2017,156,6.7,25,110,85.9,90.8,83.5,391,144,370,42,27.1,5,3.2,2
McCarthy, Kevin,641838,2017,156,6.6,32.1,111.1,85.2,91.1,81.8,432,149,411,45,28.8,7,4.5,3.6
Infante, Gregory,500872,2017,155,17.1,37.4,110.5,87.6,92.1,83.2,399,187,355,47,30.5,7,4.5,3.1
Cole, A.J.,595918,2017,155,14.2,32.9,113.8,87.8,92.4,84,438,183,402,53,34.2,8,5.2,3.5
Díaz, Edwin,621242,2017,154,18.2,27.3,112.5,87.3,92.6,83.4,412,177,385,53,34.4,7,4.5,2.5
McGee, Jake,459429,2017,154,15.1,27.3,110.5,87.6,91.3,85.2,440,181,405,53,34.6,8,5.2,3.5
Romero, Enny,544836,2017,154,15.9,34.4,109.9,88.4,93.4,84.7,441,186,406,52,34.7,12,7.8,4.9
Coulombe, Danny,543056,2017,154,6.1,28.6,111.5,89.2,93.5,87.6,423,142,408,53,34.4,8,5.2,3.7
Osuna, Roberto,532077,2017,154,11.7,31.8,110.2,86.3,91.5,82.6,412,150,397,51,33.3,5,3.2,2
Robles, Hansel,570663,2017,153,17.5,35.3,109.5,88.1,92.1,84.8,433,201,405,52,34.2,13,8.5,5.3
Warren, Adam,476589,2017,153,13.6,34.6,111.6,85.9,90.5,81.1,433,172,375,38,24.8,5,3.3,2.2
Ramos, Edubray,591693,2017,153,13.3,35.3,114.2,88.9,92.7,86.1,438,176,397,53,35.3,8,5.2,3.1
Hernandez, David,456696,2017,152,13.5,29.6,113.2,88.8,92.8,86.3,478,177,415,57,37.5,7,4.6,3.3
Gee, Dillon,518716,2017,152,13.6,30.9,110.8,87.1,90.6,85,455,175,410,50,32.9,12,7.9,5.7
Weaver, Jered,450308,2017,152,12.9,35.5,110.9,87.4,94,80.9,458,184,401,45,30,18,11.8,9.4
Parker, Blake,453284,2017,151,9.9,33.1,111.9,87.4,92.1,84.3,441,166,400,51,33.8,10,6.6,3.9
De La Rosa, Jorge,407822,2017,150,12.2,23.3,112.2,86.1,89.7,83.9,428,169,399,44,29.5,6,4,2.7
Ramos, AJ,573109,2017,150,14,32.7,109.3,85.8,91.7,79.6,414,180,394,39,26.2,9,6,3.5
Albers, Matt,458006,2017,149,7.9,28.2,110.7,83.4,89.2,79.9,412,147,384,32,21.9,5,3.4,2.1
Phelps, David,475479,2017,149,8,36.2,110.1,87.8,91.3,85.1,430,175,413,47,31.8,8,5.4,3.4
Hunter, Tommy,488984,2017,149,11.2,32.9,110.6,84.9,90.1,81.7,427,157,406,38,25.9,5,3.4,2.2
Morgan, Adam,605388,2017,148,11.9,35.1,109.3,86.8,90.8,85.2,448,167,398,42,28.6,11,7.4,4.8
Thompson, Jake,622097,2017,148,13,29.7,115.7,87.3,91.9,84.1,443,169,416,51,34.5,12,8.1,5.7
Vizcaíno, Arodys,527055,2017,148,15.3,33.1,112.5,88,92,84.8,458,192,394,48,32.9,9,6.1,3.8
Soria, Joakim,465657,2017,147,5.4,29.9,110.9,86.8,90.7,84.4,407,148,402,40,27.2,6,4.1,2.6
Fields, Josh,451661,2017,147,20.9,34.7,110.4,89.9,92.8,87.6,423,208,387,58,39.5,10,6.8,4.5
Rondón, Héctor,444468,2017,147,11.2,34,109,86,91.1,81.9,450,182,407,48,32.7,14,9.5,5.9
Pazos, James,572021,2017,146,6.2,32.2,113,87.2,91.1,84.8,426,149,394,50,34.5,6,4.1,2.5
Farmer, Buck,571656,2017,146,20,31.5,113.6,88.9,91.4,86.7,417,203,384,51,34.9,9,6.2,4.1
Alvarez, Jose,501625,2017,146,12.9,34.2,111.6,86.5,91.5,81.2,435,178,404,48,32.9,9,6.2,4.4
Romo, Sergio,489265,2017,145,16,36.6,112.2,85.7,92.9,77.9,456,189,397,38,26.8,10,6.9,4.5
Grimm, Justin,518748,2017,145,14.6,38.6,108.8,88.1,93.5,82.4,432,186,405,51,35.2,11,7.6,4.7
Krol, Ian,571871,2017,145,13.7,36.6,110.9,87.2,92.6,83.1,433,169,399,47,33.3,8,5.5,3.7
Benoit, Joaquín,276542,2017,144,19.6,32.6,112,86,90.6,82.6,452,193,408,41,28.5,10,6.9,4.7
Hart, Donnie,643354,2017,144,8.6,29.2,109.3,85.8,88.9,84.8,424,148,408,42,29.2,7,4.9,3.7
Blanton, Joe,430599,2017,142,18.7,35.2,110.3,86.9,90.6,82.7,424,197,395,46,32.4,5,3.5,2.6
Giles, Ken,571704,2017,142,13.8,31.7,111.7,86.9,91,85.3,426,171,401,48,34,6,4.2,2.4
Brebbia, John,605154,2017,142,22.6,44.4,109.8,87.9,90.5,84.5,430,227,396,47,33.6,11,7.7,5.3
Kahnle, Tommy,592454,2017,141,15.3,34,113.5,88.6,91.5,86.8,442,189,401,50,35.5,5,3.5,2
Martes, Francis,642564,2017,141,13,37.6,110.8,87.8,92.9,84,448,171,406,53,37.6,10,7.1,4
Knebel, Corey,608349,2017,141,15.5,29.8,113.1,86.4,91.1,84.9,429,173,402,46,32.6,8,5.7,2.6
Gonzales, Marco,594835,2017,141,12.1,35.5,112,88.3,92.3,86.7,420,165,394,58,41.1,9,6.4,4.9
Robertson, David,502085,2017,140,10.3,29.3,108.7,87.3,90.7,84.8,425,162,393,45,32.1,6,4.3,2.3
Jansen, Kenley,445276,2017,139,17.1,32.4,111.9,84.2,89.6,81.6,433,177,397,32,23.4,6,4.3,2.3
Madson, Ryan,425492,2017,139,3.2,28.1,109.1,84.9,91.5,81.4,397,130,359,40,28.8,5,3.6,2.3
Rodney, Fernando,407845,2017,138,7.5,24.6,108.6,86.7,92.5,82.9,426,153,380,38,28.1,4,2.9,1.7
Farquhar, Danny,543144,2017,138,17.5,26.8,108.1,87.1,90.9,84.6,425,174,419,34,24.6,4,2.9,1.9
Holland, Greg,518813,2017,138,13.9,33.3,109.2,88,92.4,83.9,449,183,411,50,36.2,6,4.3,2.6
Ottavino, Adam,493603,2017,137,12.7,32.8,112.8,85.4,90,80.9,439,184,406,44,32.1,9,6.6,3.7
O'Day, Darren,503285,2017,137,12.2,30.7,112.3,86.4,92.8,82.7,447,164,408,45,32.8,10,7.3,4.2
Chafin, Andrew,605177,2017,137,2.4,30.7,112.1,86.7,90.2,84.8,437,142,392,45,33.1,8,5.8,3.6
Feliz, Neftalí,491703,2017,135,18.5,34.8,110.2,87.7,92.5,83.5,436,196,404,47,34.8,10,7.4,5.1
Woodruff, Brandon,605540,2017,135,9.7,28.9,111.2,83.4,89.1,80.5,406,150,386,39,28.9,4,3,2.2
Dunn, Mike,445197,2017,135,17.9,34.1,114.4,86.6,90.8,82.8,443,206,404,38,28.1,8,5.9,3.6
Wilson, Justin,458677,2017,132,19.1,31.8,114.2,86.6,89.3,86.8,405,179,379,36,27.5,6,4.5,2.4
Smith, Joe,501925,2017,132,6.9,28.8,112.3,85.8,89.9,83,424,149,401,42,31.8,7,5.3,3.3
Davis, Wade,451584,2017,132,13.9,37.1,109.3,85.1,90.2,82.1,428,183,389,37,28.5,9,6.8,3.7
Mengden, Daniel,596043,2017,131,13.5,35.1,109.6,88.9,92.2,86.6,430,176,394,48,36.6,8,6.1,4.7
Turner, Jacob,545363,2017,131,10.8,40.5,110.9,89.4,94.9,86.4,433,184,409,59,45,11,8.4,6.5
Pagán, Emilio,641941,2017,131,25.4,29.8,112.9,89,91.7,85.2,420,211,383,40,30.5,7,5.3,3.6
Green, Chad,643338,2017,131,20.5,38.2,110.3,90,93.2,85.6,400,215,386,57,43.8,9,6.9,3.6
Díaz, Miguel,622766,2017,131,12.8,36.6,114.7,87.3,94.2,81,449,190,402,41,31.3,13,9.9,6.8
Altavilla, Dan,656186,2017,130,19.6,36.2,111.7,88,93.1,84,442,197,397,50,38.5,11,8.5,5.4
Abad, Fernando,472551,2017,130,12.3,31.5,119.8,87.1,90.5,84.9,415,163,393,33,25.4,6,4.6,3.3
Boyer, Blaine,430641,2017,130,16.6,34.6,110.6,87.7,90.4,86.3,420,187,412,41,31.5,8,6.2,4.5
Osich, Josh,592612,2017,130,8.5,34.6,109.3,87.7,92.1,84.3,421,168,391,47,36.4,11,8.5,5.5
Ellington, Brian,623395,2017,130,17.9,34.6,108.1,88.2,91.7,87.5,429,191,395,47,36.2,9,6.9,4.1
Giolito, Lucas,608337,2017,130,14,28.5,109.3,86.9,92.5,83.9,413,165,389,44,34.1,5,3.8,2.8
Hoyt, James,624586,2017,129,13.3,31.8,111.7,89.3,92.1,88,451,178,407,48,37.5,7,5.4,3.3
Albers, Andrew,452027,2017,128,15.7,42.2,109.4,87.9,92,84.7,407,197,379,38,29.7,7,5.5,4
Bolsinger, Mike,502211,2017,127,11.3,26,110.3,88.3,93.5,87.2,439,161,408,51,40.2,11,8.7,5.6
Wittgren, Nick,621295,2017,126,15.9,42.9,108.7,90,93.5,84.9,423,205,394,51,40.5,7,5.6,3.8
Goody, Nick,580792,2017,126,22.1,36.5,113.7,88.6,93.9,84.7,455,200,416,40,32,9,7.1,4.1
Feliz, Michael,593140,2017,126,15.1,47.6,112.3,88.1,91.9,85.2,425,203,386,52,41.3,10,7.9,4.6
Edwards Jr., Carl,605218,2017,125,12.5,29.6,110.1,82.7,88.3,77.3,416,165,400,32,25.8,5,4,1.9
Lyons, Tyler,544928,2017,125,14.5,38.4,113.7,86.1,92.8,81.8,437,173,418,31,24.8,7,5.6,3.2
Doolittle, Sean,448281,2017,125,24.3,24.8,108.9,82.5,87,79.3,461,180,398,24,19.2,6,4.8,3
Tuivailala, Sam,592815,2017,124,12.6,30.6,109.2,86.5,90.2,84.1,435,173,422,36,31.3,5,4,2.9
Miller, Andrew,453192,2017,123,11.3,39.8,108.6,82.5,86.4,77.5,396,173,363,26,21.3,4,3.3,1.6
Brault, Steven,643230,2017,123,14.3,29.3,110.6,86.4,90,84.6,440,168,413,40,32.8,5,4.1,3.1
Karns, Nate,501992,2017,122,10.7,30.3,116.3,88.4,95.3,83.1,462,194,424,46,38,13,10.7,6.9
Mitchell, Bryan,571951,2017,122,5.1,36.1,115.7,88.8,91.2,87.9,459,139,431,45,36.9,4,3.3,2.6
Yates, Kirby,489446,2017,122,21.8,37.7,109.6,87.2,92.4,80.2,434,218,405,44,36.1,14,11.5,6.1
Sanchez, Aaron,592717,2017,122,7.5,34.4,112,87.1,92.3,83.1,419,159,404,44,36.4,8,6.6,4.8
Bonilla, Lisalverto,570810,2017,120,10.8,35,113.6,86.6,93,80.1,439,174,391,39,32.5,8,6.7,4.7
Breslow, Craig,444520,2017,120,13,37.5,112.9,89.9,94.1,86.7,427,190,411,46,38.3,8,6.7,5
Bedrosian, Cam,592135,2017,120,13.9,30.8,113.1,90,92.4,88.8,410,174,390,48,40,7,5.8,3.7
Blevins, Jerry,460283,2017,120,15.9,25.8,109.8,82.8,87.3,77.7,403,166,389,22,18.5,4,3.3,1.8
Holder, Jonathan,656547,2017,120,15.3,35.8,109.8,87.5,91.4,86,422,179,402,39,32.5,8,6.7,4.7
Avilán, Luis,501593,2017,119,6.4,36.1,111.5,83.6,86.2,81.3,440,147,428,29,24.6,6,5,3.1
Maton, Phil,664208,2017,119,9.4,29.4,111.4,87.9,92.3,84.6,426,173,400,41,35.7,9,7.6,5
Harris, Will,501789,2017,118,11.1,26.3,112,85.7,89,84.9,421,159,387,36,30.8,7,5.9,4
Law, Derek,571882,2017,117,13.4,39.3,109.3,88.4,92.4,85.6,417,197,398,43,36.8,9,7.7,5.4
Grilli, Jason,276351,2017,117,18.7,45.3,112,86.8,91.6,81.4,444,214,396,38,32.5,10,8.5,5.4
Chapman, Aroldis,547973,2017,117,11.3,30.8,109,84.4,89.4,82.3,423,150,401,28,23.9,6,5.1,2.9
Cishek, Steve,518553,2017,116,3.7,28.4,113.6,84,91.2,79.8,396,137,388,24,20.7,4,3.4,2.3
Uehara, Koji,493157,2017,116,21.9,38.8,110.9,87.5,91.7,83,476,211,419,39,33.6,9,7.8,5.1
Motte, Jason,435400,2017,116,10.7,29.3,111.5,85.5,89.9,81.7,421,172,405,31,26.7,9,7.8,5.4
Hoover, J.J.,543331,2017,116,17.2,38.8,111.3,88.2,91.9,85.2,446,196,412,40,34.5,6,5.2,3
Wisler, Matt,605538,2017,116,15.7,41.4,115.6,88.7,94.3,81.2,427,215,388,47,40.9,12,10.3,7.8
Hildenberger, Trevor,657610,2017,116,5.9,28.4,109.4,86.1,92.2,83.3,430,136,391,30,25.9,4,3.4,2.4
Edgin, Josh,572831,2017,116,11.8,28.4,110.1,86.3,90.9,83.4,416,164,391,32,27.6,4,3.4,2.4
Shreve, Chasen,592741,2017,115,17.2,30.4,114.3,88,95.3,81.7,414,182,394,46,40,10,8.7,5.1
Hardy, Blaine,543278,2017,115,16.2,35.7,110.5,89.3,94.3,84.4,428,191,402,52,45.2,10,8.7,6.4
Britton, Zack,502154,2017,114,-5.9,20.2,110.6,87.2,93.5,85.2,412,90,412,45,39.5,2,1.8,1.2
Workman, Brandon,519443,2017,113,13.6,31.9,111.5,89.9,92.4,87.6,415,177,396,48,42.5,9,8,5.5
Dull, Ryan,623430,2017,113,15.1,31,111.8,86.7,91.6,83.1,435,178,401,37,33,9,8,5.1
Boshers, Buddy,542953,2017,113,10.7,32.7,112.8,87.3,92.7,83.8,431,173,410,38,33.6,9,8,5.9
Zych, Tony,543964,2017,112,9.1,32.1,110.3,84.3,89,81.3,427,141,406,33,29.5,3,2.7,1.7
Ynoa, Gabriel,593679,2017,112,16.3,33,112,89.7,94.9,84.5,424,189,410,47,42,12,10.7,8.2
Young, Chris,432934,2017,111,16.3,34.2,113.3,85.8,93.8,79.6,430,183,401,34,30.6,7,6.3,4.7
Locke, Jeff,502046,2017,111,10.8,34.2,111.9,88.9,91.6,87,416,180,396,36,32.4,8,7.2,5.3
Cingrani, Tony,571561,2017,111,16,29.7,113.7,88.3,91.7,86.4,428,179,382,32,28.8,7,6.3,4
Smith, Josh A.,595001,2017,111,11.2,35.1,114.1,87.9,92.9,84.2,410,161,400,39,35.1,8,7.2,5.3
VerHagen, Drew,572403,2017,111,9.5,32.4,112.2,88.6,93.9,86.5,437,154,400,43,38.7,10,9,6.9
Morrow, Brandon,453344,2017,110,13.1,24.5,106.8,87.4,93.5,85.2,376,156,,38,34.5,3,2.7,1.8
Cessa, Luis,570666,2017,110,10.3,40,109.4,87.1,93.3,81.7,442,186,402,37,33.6,10,9.1,6.3
Stumpf, Daniel,621385,2017,110,14.3,29.1,108.4,85.7,91.2,81.4,409,168,397,27,25.5,6,5.5,3.8
Kimbrel, Craig,518886,2017,110,18.3,31.8,112.1,92,95.5,88.6,443,201,405,50,45.5,13,11.8,5.1
Minaya, Juan,573668,2017,109,18.6,36.7,110.5,87.8,91.4,84.1,423,182,395,34,31.2,6,5.5,3.3
Sipp, Tony,448609,2017,109,11.3,27.5,112.6,85.6,90.8,82.1,433,176,397,36,33.3,10,9.2,6.1
Valdez, César,491624,2017,107,7.8,48.6,110.5,90.1,97.2,82.7,441,197,408,47,43.9,9,8.4,6.4
Betances, Dellin,476454,2017,106,10.3,26.4,108.5,84.5,90.9,81.2,431,155,404,26,24.5,5,4.7,1.9
Siegrist, Kevin,543779,2017,106,16.2,37.7,105,87.3,91.5,82.6,430,183,377,32,30.2,4,3.8,2.3
Rosenthal, Trevor,572096,2017,104,13.4,32.7,108.2,84.9,88.8,82.8,411,162,394,33,31.7,2,1.9,1
Pinto, Ricardo,620982,2017,103,10.4,36.9,114.3,86.4,91.6,81,433,171,398,29,28.4,8,7.8,5.5
Estévez, Carlos,608032,2017,103,11.3,38.8,111.5,88.5,92.9,85.7,404,151,371,39,37.9,5,4.9,3.4
Bradford, Chasen,607473,2017,103,6.5,27.2,108.7,86.6,90.2,84.2,401,143,370,31,30.1,6,5.8,4.2
Castro, Simon,501563,2017,102,18.5,35.3,110.4,91,93.4,90,456,191,404,42,41.2,8,7.8,5.2
Brice, Austin,592169,2017,101,9.2,32.7,110.5,87.3,92,83.7,413,155,399,36,36,6,5.9,4.4
Brady, Michael,572728,2017,101,20.3,32.7,112.9,88.9,92.7,85.7,427,200,400,30,29.7,7,6.9,5.1
