last_name, first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff,era,xera,era_minus_xera_diff
Rusin, Chris,543734,2017,340,247,0.24,0.235,0.0050000000000000044,0.358,0.362,-0.0040000000000000036,0.278,0.281,-0.0030000000000000027,2.65,3.34,-0.693
Jackson, Edwin,429719,2017,339,250,0.284,0.259,0.024999999999999967,0.548,0.486,0.062000000000000055,0.37,0.346,0.02400000000000002,5.21,5.27,-0.059
Griffin, A.J.,456167,2017,338,243,0.253,0.233,0.01999999999999999,0.527,0.462,0.065,0.356,0.33,0.025999999999999968,5.93,4.73,1.205
Koehler, Tom,543408,2017,334,230,0.288,0.269,0.01899999999999996,0.507,0.458,0.04899999999999999,0.375,0.356,0.019000000000000017,6.69,5.63,1.058
Worley, Vance,474699,2017,333,247,0.339,0.296,0.04300000000000004,0.534,0.471,0.06300000000000006,0.396,0.359,0.03700000000000003,6.91,5.74,1.167
Wood, Blake,502028,2017,332,214,0.286,0.249,0.03699999999999998,0.422,0.356,0.066,0.334,0.301,0.03300000000000003,5.45,3.87,1.578
McGowan, Dustin,430661,2017,331,237,0.262,0.27,-0.008000000000000007,0.456,0.476,-0.019999999999999962,0.328,0.347,-0.01899999999999996,4.75,5.30,-0.549
Stammen, Craig,489334,2017,329,225,0.229,0.235,-0.005999999999999978,0.384,0.397,-0.013000000000000012,0.294,0.302,-0.008000000000000007,3.14,3.90,-0.763
Shoemaker, Matt,533167,2017,326,224,0.251,0.243,0.008000000000000007,0.464,0.469,-0.004999999999999949,0.336,0.339,-0.0030000000000000027,4.52,5.03,-0.511
Treinen, Blake,595014,2017,325,221,0.274,0.254,0.020000000000000018,0.397,0.373,0.02400000000000002,0.317,0.303,0.014000000000000012,3.92,3.92,0.005
Lyles, Jordan,543475,2017,324,243,0.325,0.288,0.03700000000000003,0.569,0.487,0.08199999999999996,0.398,0.354,0.04400000000000004,7.75,5.55,2.201
Claudio, Alex,592222,2017,323,250,0.235,0.239,-0.0040000000000000036,0.318,0.322,-0.0040000000000000036,0.253,0.261,-0.008000000000000007,2.50,2.87,-0.366
Torres, Carlos,448614,2017,322,230,0.279,0.26,0.019000000000000017,0.429,0.41,0.019000000000000017,0.339,0.329,0.010000000000000009,4.21,4.70,-0.489
Ross, Joe,605452,2017,322,233,0.297,0.285,0.01200000000000001,0.524,0.489,0.03500000000000003,0.364,0.348,0.016000000000000014,5.01,5.34,-0.331
Arroyo, Bronson,276520,2017,322,256,0.32,0.29,0.030000000000000027,0.653,0.54,0.11299999999999999,0.417,0.368,0.04899999999999999,7.35,6.08,1.272
Garrett, Amir,607237,2017,321,216,0.269,0.27,-0.0010000000000000009,0.575,0.484,0.09099999999999997,0.388,0.366,0.02200000000000002,7.39,6.00,1.387
Neris, Hector,593576,2017,320,202,0.239,0.224,0.014999999999999986,0.375,0.402,-0.027000000000000024,0.298,0.305,-0.007000000000000006,3.01,3.98,-0.967
Tepera, Ryan,572193,2017,319,199,0.205,0.216,-0.01100000000000001,0.331,0.346,-0.014999999999999958,0.277,0.29,-0.012999999999999956,3.59,3.57,0.022
Price, David,456034,2017,317,213,0.226,0.23,-0.0040000000000000036,0.359,0.398,-0.039000000000000035,0.285,0.302,-0.017000000000000015,3.38,3.90,-0.525
Devenski, Chris,606965,2017,316,188,0.174,0.185,-0.01100000000000001,0.341,0.337,0.0040000000000000036,0.251,0.257,-0.006000000000000005,2.68,2.78,-0.102
Velasquez, Vince,592826,2017,315,210,0.27,0.274,-0.0040000000000000036,0.496,0.484,0.01200000000000001,0.36,0.362,-0.0020000000000000018,5.13,5.85,-0.725
Givens, Mychal,571710,2017,315,197,0.2,0.218,-0.017999999999999988,0.34,0.374,-0.033999999999999975,0.27,0.29,-0.019999999999999962,2.75,3.57,-0.824
Hahn, Jesse,534910,2017,315,230,0.283,0.268,0.014999999999999958,0.402,0.422,-0.019999999999999962,0.324,0.332,-0.008000000000000007,5.30,4.80,0.497
Guerra, Junior,448855,2017,314,200,0.23,0.259,-0.028999999999999998,0.472,0.462,0.009999999999999953,0.35,0.361,-0.01100000000000001,5.12,5.81,-0.692
Gaviglio, Sam,543208,2017,313,235,0.27,0.284,-0.013999999999999957,0.512,0.495,0.017000000000000015,0.356,0.361,-0.0050000000000000044,4.36,5.81,-1.451
Shaw, Bryan,543766,2017,312,217,0.247,0.222,0.024999999999999994,0.354,0.301,0.05299999999999999,0.281,0.255,0.026000000000000023,3.52,2.74,0.782
Hand, Brad,543272,2017,311,180,0.191,0.192,-0.0010000000000000009,0.319,0.302,0.017000000000000015,0.255,0.251,0.0040000000000000036,2.15,2.66,-0.505
Santiago, Héctor,502327,2017,311,224,0.255,0.276,-0.02100000000000002,0.442,0.555,-0.11300000000000004,0.338,0.386,-0.04799999999999999,5.63,6.82,-1.19
Duffey, Tyler,608648,2017,310,224,0.275,0.264,0.01100000000000001,0.404,0.463,-0.059,0.304,0.327,-0.02300000000000002,4.94,4.64,0.304
Knebel, Corey,608349,2017,309,141,0.18,0.167,0.012999999999999984,0.277,0.273,0.0040000000000000036,0.254,0.249,0.0050000000000000044,1.78,2.61,-0.834
Covey, Dylan,592229,2017,309,233,0.305,0.299,0.006000000000000005,0.596,0.55,0.04599999999999993,0.408,0.392,0.01599999999999996,7.71,7.09,0.624
Minor, Mike,501985,2017,307,196,0.204,0.185,0.01899999999999999,0.321,0.289,0.03200000000000003,0.252,0.234,0.017999999999999988,2.55,2.31,0.239
Iglesias, Raisel,628452,2017,306,186,0.207,0.208,-0.0010000000000000009,0.297,0.313,-0.016000000000000014,0.256,0.263,-0.007000000000000006,2.49,2.92,-0.433
Reed, Addison,592665,2017,306,214,0.226,0.246,-0.01999999999999999,0.39,0.422,-0.03199999999999997,0.275,0.299,-0.023999999999999966,2.84,3.81,-0.968
Glasnow, Tyler,607192,2017,305,203,0.319,0.276,0.04299999999999998,0.575,0.479,0.09599999999999997,0.418,0.373,0.044999999999999984,7.69,6.28,1.414
Barnes, Jacob,606930,2017,304,188,0.215,0.206,0.009000000000000008,0.358,0.315,0.04299999999999998,0.287,0.276,0.010999999999999954,4.00,3.22,0.78
Stripling, Ross,548389,2017,304,211,0.246,0.236,0.010000000000000009,0.4,0.374,0.026000000000000023,0.29,0.278,0.011999999999999955,3.75,3.27,0.483
Swarzak, Anthony,461872,2017,303,188,0.211,0.192,0.01899999999999999,0.324,0.304,0.020000000000000018,0.255,0.242,0.013000000000000012,2.33,2.47,-0.142
Vázquez, Felipe,553878,2017,300,188,0.171,0.195,-0.023999999999999994,0.236,0.294,-0.057999999999999996,0.215,0.247,-0.032,1.67,2.57,-0.897
Bibens-Dirkx, Austin,502212,2017,299,238,0.27,0.285,-0.014999999999999958,0.478,0.52,-0.04200000000000004,0.34,0.363,-0.022999999999999965,4.67,5.89,-1.217
Matz, Steven,571927,2017,298,228,0.305,0.285,0.020000000000000018,0.504,0.469,0.03500000000000003,0.363,0.346,0.017000000000000015,6.08,5.27,0.805
Rodón, Carlos,607074,2017,297,187,0.246,0.245,0.0010000000000000009,0.438,0.403,0.034999999999999976,0.331,0.32,0.01100000000000001,4.15,4.42,-0.266
García, Luis,472610,2017,295,209,0.229,0.233,-0.0040000000000000036,0.297,0.342,-0.04500000000000004,0.258,0.279,-0.02100000000000002,2.65,3.30,-0.65
Jeffress, Jeremy,502026,2017,295,208,0.284,0.247,0.03699999999999998,0.459,0.399,0.06,0.354,0.323,0.030999999999999972,4.68,4.51,0.174
Beck, Chris,571476,2017,294,214,0.29,0.285,0.0050000000000000044,0.548,0.514,0.03400000000000003,0.386,0.377,0.009000000000000008,6.40,6.44,-0.038
Bell, Chad,518445,2017,293,202,0.313,0.289,0.02400000000000002,0.514,0.503,0.01100000000000001,0.384,0.372,0.01200000000000001,6.93,6.24,0.69
Meyer, Alex,543542,2017,292,171,0.197,0.226,-0.028999999999999998,0.324,0.349,-0.024999999999999967,0.293,0.318,-0.025000000000000022,3.74,4.36,-0.617
Watson, Tony,453265,2017,291,213,0.278,0.235,0.04300000000000004,0.425,0.343,0.08199999999999996,0.321,0.276,0.044999999999999984,3.38,3.22,0.155
Nicasio, Juan,504379,2017,290,196,0.217,0.231,-0.014000000000000012,0.333,0.348,-0.014999999999999958,0.265,0.278,-0.013000000000000012,2.61,3.27,-0.657
Bradley, Archie,605151,2017,290,189,0.207,0.23,-0.02300000000000002,0.301,0.355,-0.05399999999999999,0.248,0.279,-0.031000000000000028,1.73,3.30,-1.574
Kintzler, Brandon,445213,2017,288,230,0.248,0.252,-0.0040000000000000036,0.342,0.388,-0.045999999999999985,0.276,0.299,-0.022999999999999965,3.03,3.81,-0.782
Barnes, Matt,598264,2017,287,175,0.224,0.21,0.014000000000000012,0.354,0.322,0.03199999999999997,0.287,0.276,0.010999999999999954,3.88,3.22,0.656
Barraclough, Kyle,607457,2017,286,170,0.222,0.209,0.013000000000000012,0.31,0.312,-0.0020000000000000018,0.285,0.286,-0.0010000000000000009,3.00,3.47,-0.47
Gearrin, Cory,518715,2017,285,179,0.208,0.214,-0.006000000000000005,0.321,0.31,0.01100000000000001,0.286,0.286,0,1.99,3.47,-1.485
Alexander, Scott,518397,2017,284,196,0.246,0.229,0.016999999999999987,0.325,0.337,-0.01200000000000001,0.288,0.289,-0.0010000000000000009,2.48,3.55,-1.072
Torres, José,600526,2017,284,201,0.244,0.234,0.009999999999999981,0.457,0.419,0.038000000000000034,0.317,0.305,0.01200000000000001,4.21,3.98,0.235
Greene, Shane,572888,2017,283,172,0.205,0.23,-0.025000000000000022,0.32,0.376,-0.055999999999999994,0.278,0.311,-0.032999999999999974,2.66,4.15,-1.49
LeBlanc, Wade,453281,2017,283,211,0.243,0.282,-0.03899999999999998,0.426,0.463,-0.03700000000000003,0.304,0.338,-0.03400000000000003,4.50,4.99,-0.49
Triggs, Andrew,592811,2017,283,210,0.266,0.256,0.010000000000000009,0.41,0.406,0.003999999999999948,0.316,0.317,-0.0010000000000000009,4.27,4.33,-0.06
Allen, Cody,592102,2017,282,167,0.221,0.197,0.023999999999999994,0.364,0.352,0.01200000000000001,0.283,0.269,0.013999999999999957,2.94,3.06,-0.119
Colomé, Alex,517008,2017,281,197,0.232,0.214,0.018000000000000016,0.337,0.342,-0.0050000000000000044,0.268,0.271,-0.0030000000000000027,3.24,3.10,0.14
Saupold, Warwick,599683,2017,280,199,0.267,0.258,0.009000000000000008,0.417,0.435,-0.018000000000000016,0.334,0.341,-0.007000000000000006,4.88,5.10,-0.217
Báez, Pedro,520980,2017,280,185,0.225,0.235,-0.009999999999999981,0.418,0.388,0.02999999999999997,0.311,0.308,0.0030000000000000027,2.95,4.07,-1.117
Eflin, Zach,621107,2017,280,228,0.309,0.292,0.017000000000000015,0.551,0.53,0.02100000000000002,0.373,0.366,0.007000000000000006,6.16,6.00,0.155
Leone, Dominic,608678,2017,279,175,0.202,0.203,-0.0010000000000000009,0.36,0.354,0.006000000000000005,0.264,0.269,-0.0050000000000000044,2.56,3.06,-0.501
Díaz, Edwin,621242,2017,278,154,0.183,0.171,0.011999999999999983,0.333,0.285,0.04800000000000004,0.272,0.251,0.02100000000000002,3.27,2.66,0.613
Kontos, George,502004,2017,278,188,0.242,0.225,0.016999999999999987,0.413,0.357,0.055999999999999994,0.301,0.276,0.024999999999999967,3.39,3.22,0.172
Wojciechowski, Asher,592879,2017,278,190,0.287,0.24,0.046999999999999986,0.551,0.448,0.10300000000000004,0.374,0.321,0.05299999999999999,6.50,4.45,2.047
Cecil, Brett,446399,2017,277,195,0.262,0.229,0.033,0.414,0.356,0.057999999999999996,0.299,0.27,0.02899999999999997,3.88,3.08,0.796
Sewald, Paul,623149,2017,275,182,0.237,0.235,0.0020000000000000018,0.404,0.399,0.0050000000000000044,0.3,0.301,-0.0010000000000000009,4.55,3.87,0.676
Brach, Brad,542960,2017,275,179,0.208,0.225,-0.017000000000000015,0.339,0.389,-0.04999999999999999,0.27,0.299,-0.02899999999999997,3.18,3.81,-0.634
Castro, Miguel,612434,2017,274,206,0.224,0.247,-0.022999999999999993,0.376,0.408,-0.03199999999999997,0.291,0.315,-0.02400000000000002,3.53,4.27,-0.742
Hendriks, Liam,521230,2017,273,172,0.229,0.223,0.006000000000000005,0.369,0.403,-0.03400000000000003,0.288,0.298,-0.010000000000000009,4.22,3.79,0.429
Holmberg, David,571787,2017,272,199,0.275,0.3,-0.024999999999999967,0.511,0.551,-0.040000000000000036,0.374,0.399,-0.025000000000000022,4.68,7.41,-2.728
Hudson, Daniel,543339,2017,271,167,0.248,0.239,0.009000000000000008,0.409,0.372,0.03699999999999998,0.331,0.32,0.01100000000000001,4.38,4.42,-0.042
Hembree, Heath,592390,2017,271,182,0.289,0.255,0.033999999999999975,0.466,0.454,0.01200000000000001,0.342,0.325,0.017000000000000015,3.63,4.57,-0.941
McHugh, Collin,543521,2017,270,183,0.253,0.247,0.006000000000000005,0.424,0.415,0.009000000000000008,0.322,0.318,0.0040000000000000036,3.55,4.36,-0.807
Peralta, Wily,503449,2017,269,184,0.315,0.27,0.044999999999999984,0.552,0.466,0.08600000000000002,0.396,0.352,0.04400000000000004,7.85,5.48,2.369
Buchter, Ryan,488748,2017,268,173,0.187,0.179,0.008000000000000007,0.366,0.308,0.057999999999999996,0.277,0.259,0.018000000000000016,2.89,2.83,0.063
Strickland, Hunter,519326,2017,268,179,0.253,0.236,0.017000000000000015,0.365,0.429,-0.064,0.303,0.319,-0.016000000000000014,2.64,4.39,-1.749
Norris, Bud,502032,2017,267,163,0.236,0.233,0.002999999999999975,0.371,0.361,0.010000000000000009,0.301,0.298,0.0030000000000000027,4.21,3.79,0.42
Maurer, Brandon,543506,2017,267,188,0.298,0.272,0.025999999999999968,0.49,0.466,0.023999999999999966,0.352,0.335,0.01699999999999996,6.52,4.89,1.632
Smoker, Josh,519294,2017,267,164,0.282,0.241,0.04099999999999998,0.485,0.415,0.07,0.358,0.323,0.034999999999999976,5.11,4.51,0.602
Jennings, Dan,543359,2017,266,183,0.227,0.243,-0.015999999999999986,0.348,0.367,-0.019000000000000017,0.286,0.31,-0.02400000000000002,3.45,4.12,-0.673
Barnes, Danny,592130,2017,265,178,0.2,0.199,0.0010000000000000009,0.371,0.349,0.02200000000000002,0.279,0.271,0.008000000000000007,3.54,3.10,0.445
Oberg, Scott,623184,2017,265,184,0.297,0.255,0.04199999999999998,0.436,0.358,0.07800000000000001,0.343,0.301,0.04200000000000004,4.94,3.87,1.067
Asher, Alec,594742,2017,265,188,0.263,0.25,0.013000000000000012,0.448,0.428,0.020000000000000018,0.339,0.328,0.01100000000000001,5.25,4.67,0.58
Bleier, Richard,542947,2017,265,222,0.257,0.254,0.0030000000000000027,0.369,0.368,0.0010000000000000009,0.286,0.287,-0.0010000000000000009,1.99,3.50,-1.511
Loup, Aaron,571901,2017,265,166,0.262,0.215,0.047000000000000014,0.36,0.307,0.05299999999999999,0.316,0.28,0.035999999999999976,3.75,3.32,0.426
Lawrence, Casey,596271,2017,264,186,0.328,0.255,0.07300000000000001,0.515,0.412,0.10300000000000004,0.381,0.324,0.056999999999999995,6.34,4.54,1.803
Robertson, David,502085,2017,264,140,0.148,0.173,-0.024999999999999994,0.257,0.286,-0.02899999999999997,0.212,0.237,-0.024999999999999994,1.84,2.37,-0.526
Oh, Seunghwan,493200,2017,264,192,0.285,0.245,0.03999999999999998,0.464,0.425,0.039000000000000035,0.324,0.297,0.027000000000000024,4.10,3.76,0.336
Clippard, Tyler,461325,2017,264,159,0.209,0.207,0.0020000000000000018,0.404,0.37,0.03400000000000003,0.305,0.297,0.008000000000000007,4.77,3.76,1.013
Salas, Fernando,477569,2017,263,185,0.293,0.256,0.03699999999999998,0.441,0.43,0.01100000000000001,0.326,0.32,0.006000000000000005,5.22,4.42,0.796
Gregerson, Luke,502381,2017,263,173,0.257,0.239,0.018000000000000016,0.477,0.425,0.05199999999999999,0.329,0.305,0.02400000000000002,4.57,3.98,0.594
Peralta, Wandy,593974,2017,263,181,0.227,0.211,0.016000000000000014,0.382,0.313,0.069,0.293,0.266,0.02699999999999997,3.76,2.99,0.768
Mariñez, Jhan,501697,2017,262,184,0.284,0.264,0.019999999999999962,0.458,0.429,0.029000000000000026,0.356,0.341,0.014999999999999958,3.70,5.10,-1.397
Vincent, Nick,543883,2017,262,199,0.257,0.242,0.015000000000000013,0.353,0.395,-0.04200000000000004,0.27,0.284,-0.013999999999999957,3.20,3.42,-0.219
Edwards Jr., Carl,605218,2017,262,125,0.134,0.169,-0.035,0.23,0.263,-0.033,0.238,0.266,-0.028000000000000025,2.98,2.99,-0.005
Betances, Dellin,476454,2017,261,106,0.141,0.127,0.013999999999999985,0.215,0.213,0.0020000000000000018,0.267,0.26,0.007000000000000006,2.87,2.85,0.016
Wilson, Alex,543935,2017,260,200,0.279,0.27,0.009000000000000008,0.438,0.455,-0.017000000000000015,0.32,0.329,-0.009000000000000008,4.50,4.70,-0.2
Dyson, Sam,473879,2017,260,193,0.296,0.251,0.044999999999999984,0.473,0.401,0.07199999999999995,0.362,0.319,0.04299999999999998,6.09,4.39,1.701
Delgado, Randall,517414,2017,259,185,0.251,0.245,0.006000000000000005,0.406,0.402,0.0040000000000000036,0.296,0.303,-0.007000000000000006,3.59,3.92,-0.33
Casilla, Santiago,433586,2017,259,174,0.259,0.242,0.017000000000000015,0.424,0.392,0.03199999999999997,0.324,0.311,0.013000000000000012,4.27,4.15,0.121
Ramirez, José,542432,2017,258,168,0.204,0.224,-0.020000000000000018,0.371,0.416,-0.044999999999999984,0.297,0.322,-0.025000000000000022,3.19,4.48,-1.286
Herrera, Kelvin,516969,2017,258,182,0.255,0.247,0.008000000000000007,0.472,0.441,0.030999999999999972,0.327,0.315,0.01200000000000001,4.25,4.27,-0.023
Ramos, AJ,573109,2017,258,150,0.223,0.21,0.013000000000000012,0.364,0.364,0,0.307,0.304,0.0030000000000000027,3.99,3.95,0.039
Hatcher, Chris,501822,2017,257,173,0.25,0.231,0.01899999999999999,0.427,0.388,0.03899999999999998,0.312,0.293,0.019000000000000017,4.22,3.65,0.573
Jansen, Kenley,445276,2017,257,139,0.177,0.17,0.0069999999999999785,0.27,0.265,0.0050000000000000044,0.207,0.203,0.003999999999999976,1.32,1.76,-0.443
Duensing, Brian,488846,2017,257,176,0.246,0.223,0.022999999999999993,0.369,0.341,0.02799999999999997,0.292,0.274,0.01799999999999996,2.74,3.17,-0.427
Kahnle, Tommy,592454,2017,256,141,0.228,0.193,0.035,0.323,0.3,0.02300000000000002,0.263,0.243,0.020000000000000018,2.58,2.49,0.095
Stratton, Chris,608717,2017,256,176,0.266,0.264,0.0020000000000000018,0.392,0.397,-0.0050000000000000044,0.323,0.33,-0.007000000000000006,3.68,4.73,-1.048
Ramos, Edubray,591693,2017,256,153,0.253,0.25,0.0030000000000000027,0.364,0.381,-0.017000000000000015,0.304,0.314,-0.010000000000000009,4.21,4.24,-0.026
Johnson, Jim,462382,2017,256,169,0.26,0.256,0.0040000000000000036,0.405,0.406,-0.0010000000000000009,0.315,0.316,-0.0010000000000000009,5.56,4.30,1.259
Sims, Lucas,608371,2017,255,184,0.288,0.264,0.023999999999999966,0.505,0.437,0.068,0.366,0.335,0.030999999999999972,5.62,4.89,0.728
Freeman, Sam,518693,2017,254,165,0.216,0.226,-0.010000000000000009,0.284,0.301,-0.017000000000000015,0.267,0.28,-0.013000000000000012,2.55,3.32,-0.77
Parker, Blake,453284,2017,254,151,0.172,0.199,-0.027000000000000024,0.302,0.355,-0.05299999999999999,0.228,0.263,-0.035,2.54,2.92,-0.38
Kimbrel, Craig,518886,2017,254,110,0.14,0.163,-0.022999999999999993,0.243,0.319,-0.07600000000000001,0.199,0.236,-0.03699999999999998,1.44,2.35,-0.915
Despaigne, Odrisamer,628333,2017,254,196,0.256,0.275,-0.019000000000000017,0.354,0.425,-0.07100000000000001,0.303,0.337,-0.03400000000000003,4.01,4.96,-0.949
Green, Chad,643338,2017,253,131,0.147,0.187,-0.04000000000000001,0.242,0.323,-0.08100000000000002,0.203,0.25,-0.046999999999999986,1.83,2.63,-0.804
Pressly, Ryan,519151,2017,252,169,0.229,0.24,-0.010999999999999982,0.401,0.401,0,0.293,0.3,-0.007000000000000006,4.70,3.84,0.856
Barnette, Tony,501817,2017,252,171,0.288,0.252,0.035999999999999976,0.459,0.389,0.07,0.338,0.304,0.03400000000000003,5.49,3.95,1.544
Weaver, Luke,596133,2017,252,162,0.254,0.235,0.019000000000000017,0.392,0.373,0.019000000000000017,0.301,0.288,0.013000000000000012,3.88,3.52,0.358
Anderson, Brett,474463,2017,251,192,0.322,0.317,0.0050000000000000044,0.498,0.503,-0.0050000000000000044,0.37,0.375,-0.0050000000000000044,6.34,6.36,-0.017
Drake, Oliver,543118,2017,251,164,0.283,0.274,0.008999999999999952,0.453,0.416,0.03700000000000003,0.344,0.331,0.012999999999999956,4.66,4.76,-0.099
Strop, Pedro,467008,2017,250,156,0.206,0.192,0.013999999999999985,0.321,0.3,0.02100000000000002,0.275,0.267,0.008000000000000007,2.83,3.01,-0.176
Smith, Chris,434672,2017,250,196,0.268,0.305,-0.03699999999999998,0.554,0.601,-0.04699999999999993,0.366,0.403,-0.03700000000000003,6.79,7.59,-0.8
McAllister, Zach,502083,2017,249,161,0.235,0.252,-0.017000000000000015,0.367,0.409,-0.04199999999999998,0.293,0.316,-0.02300000000000002,2.61,4.30,-1.687
Martes, Francis,642564,2017,249,141,0.245,0.236,0.009000000000000008,0.404,0.386,0.018000000000000016,0.333,0.329,0.0040000000000000036,5.80,4.70,1.098
Osuna, Roberto,532077,2017,249,154,0.197,0.203,-0.006000000000000005,0.274,0.298,-0.023999999999999966,0.223,0.237,-0.013999999999999985,3.38,2.37,1.005
Bowman, Matt,621199,2017,247,178,0.239,0.231,0.00799999999999998,0.353,0.337,0.01599999999999996,0.285,0.279,0.00599999999999995,3.99,3.30,0.689
Wilson, Justin,458677,2017,247,132,0.19,0.184,0.006000000000000005,0.327,0.298,0.029000000000000026,0.281,0.271,0.010000000000000009,3.41,3.10,0.314
Belisle, Matt,279571,2017,247,169,0.218,0.223,-0.0050000000000000044,0.368,0.366,0.0020000000000000018,0.279,0.282,-0.002999999999999947,4.03,3.37,0.658
Robles, Hansel,570663,2017,247,153,0.226,0.239,-0.012999999999999984,0.418,0.441,-0.02300000000000002,0.322,0.34,-0.018000000000000016,4.92,5.06,-0.136
Giles, Ken,571704,2017,247,142,0.198,0.19,0.008000000000000007,0.297,0.288,0.009000000000000008,0.251,0.248,0.0030000000000000027,2.30,2.59,-0.292
Storen, Drew,519322,2017,246,165,0.271,0.255,0.016000000000000014,0.424,0.37,0.05399999999999999,0.337,0.317,0.020000000000000018,4.45,4.33,0.115
Middleton, Keynan,641871,2017,246,165,0.265,0.241,0.02400000000000002,0.473,0.448,0.024999999999999967,0.331,0.315,0.016000000000000014,3.86,4.27,-0.413
Romero, Enny,544836,2017,245,154,0.253,0.235,0.018000000000000016,0.406,0.411,-0.004999999999999949,0.316,0.313,0.0030000000000000027,3.56,4.21,-0.653
Miller, Andrew,453192,2017,244,123,0.144,0.172,-0.027999999999999997,0.205,0.249,-0.04400000000000001,0.207,0.236,-0.028999999999999998,1.44,2.35,-0.914
Hughes, Phil,461833,2017,244,192,0.316,0.292,0.02400000000000002,0.553,0.541,0.01200000000000001,0.378,0.363,0.015000000000000013,5.87,5.89,-0.02
Hughes, Jared,453172,2017,244,166,0.231,0.247,-0.015999999999999986,0.396,0.397,-0.0010000000000000009,0.308,0.318,-0.010000000000000009,3.02,4.36,-1.343
Moore, Andrew,621058,2017,243,203,0.261,0.301,-0.03999999999999998,0.5,0.526,-0.026000000000000023,0.325,0.361,-0.035999999999999976,5.34,5.81,-0.471
Ottavino, Adam,493603,2017,243,137,0.244,0.219,0.024999999999999994,0.411,0.371,0.03999999999999998,0.343,0.325,0.018000000000000016,5.06,4.57,0.493
Moylan, Peter,493247,2017,243,167,0.189,0.223,-0.034,0.288,0.325,-0.03700000000000003,0.256,0.285,-0.02899999999999997,3.49,3.45,0.039
Davis, Wade,451584,2017,242,132,0.186,0.205,-0.01899999999999999,0.31,0.348,-0.03799999999999998,0.269,0.291,-0.021999999999999964,2.30,3.60,-1.299
Otero, Dan,519096,2017,242,195,0.273,0.299,-0.025999999999999968,0.394,0.404,-0.010000000000000009,0.29,0.31,-0.020000000000000018,2.85,4.12,-1.27
McFarland, T.J.,519008,2017,241,193,0.3,0.265,0.034999999999999976,0.406,0.372,0.03400000000000003,0.319,0.296,0.02300000000000002,5.33,3.73,1.603
Pazos, James,572021,2017,240,146,0.248,0.213,0.035,0.388,0.308,0.08000000000000002,0.316,0.283,0.03300000000000003,3.86,3.39,0.467
O'Day, Darren,503285,2017,240,137,0.193,0.192,0.0010000000000000009,0.325,0.346,-0.020999999999999963,0.267,0.276,-0.009000000000000008,3.43,3.22,0.211
Bush, Matt,456713,2017,240,159,0.264,0.241,0.02300000000000002,0.417,0.386,0.030999999999999972,0.325,0.305,0.020000000000000018,3.78,3.98,-0.197
Tazawa, Junichi,547749,2017,238,176,0.261,0.253,0.008000000000000007,0.431,0.404,0.02699999999999997,0.324,0.315,0.009000000000000008,5.69,4.27,1.423
Kelly, Joe,523260,2017,238,158,0.202,0.242,-0.03999999999999998,0.279,0.357,-0.07799999999999996,0.259,0.305,-0.045999999999999985,2.79,3.98,-1.187
Whitley, Chase,595032,2017,238,176,0.222,0.263,-0.04100000000000001,0.347,0.395,-0.04800000000000004,0.271,0.313,-0.04199999999999998,4.08,4.21,-0.129
Phelps, David,475479,2017,238,149,0.246,0.246,0,0.362,0.386,-0.02400000000000002,0.301,0.312,-0.01100000000000001,3.40,4.18,-0.785
Ross, Tyson,475115,2017,238,158,0.275,0.274,0.0010000000000000009,0.451,0.46,-0.009000000000000008,0.375,0.381,-0.006000000000000005,7.71,6.61,1.104
Blackburn, Paul,621112,2017,238,199,0.262,0.284,-0.021999999999999964,0.371,0.399,-0.028000000000000025,0.3,0.321,-0.02100000000000002,3.22,4.45,-1.228
Rondón, Héctor,444468,2017,237,147,0.233,0.227,0.006000000000000005,0.423,0.413,0.010000000000000009,0.311,0.307,0.0040000000000000036,4.24,4.04,0.198
Butler, Eddie,572750,2017,237,177,0.244,0.289,-0.044999999999999984,0.376,0.476,-0.09999999999999998,0.312,0.366,-0.05399999999999999,3.95,6.00,-2.049
Rogers, Taylor,573124,2017,237,164,0.246,0.278,-0.03200000000000003,0.37,0.452,-0.08200000000000002,0.297,0.341,-0.04400000000000004,3.07,5.10,-2.028
Holland, Greg,518813,2017,235,138,0.193,0.191,0.0020000000000000018,0.338,0.336,0.0020000000000000018,0.274,0.274,0,3.61,3.17,0.44
Vizcaíno, Arodys,527055,2017,235,148,0.199,0.211,-0.011999999999999983,0.351,0.379,-0.028000000000000025,0.272,0.291,-0.01899999999999996,2.83,3.60,-0.774
Neshek, Pat,450212,2017,235,160,0.212,0.187,0.024999999999999994,0.305,0.302,0.0030000000000000027,0.23,0.219,0.01100000000000001,1.59,2.03,-0.442
Albers, Matt,458006,2017,233,149,0.166,0.19,-0.023999999999999994,0.28,0.283,-0.002999999999999947,0.232,0.248,-0.015999999999999986,1.62,2.59,-0.967
Flexen, Chris,623167,2017,233,160,0.321,0.271,0.04999999999999999,0.554,0.448,0.10600000000000004,0.416,0.369,0.046999999999999986,7.88,6.12,1.755
Soria, Joakim,465657,2017,232,147,0.233,0.216,0.017000000000000015,0.29,0.319,-0.029000000000000026,0.263,0.271,-0.008000000000000007,3.70,3.10,0.596
