Season,Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
2013,"Danny Rosenbaum","WSN","AAA",25,158.1,0.31027668,2.12598425,0.19144603,0.54989817,0.2586558,0.18897638,0.07874016,0.51744186,0.21511628,0.26744186,0.0836349,979,1508,2487,"sa502078"
2017,"David Hurlbut","MIN","AAA",27,130.2,0.35096154,1.42857143,0.21601942,0.46116505,0.32281553,0.26315789,0.04511278,0.5,0.23459716,0.26540284,0.10279001,683,1360,2043,"sa503067"
2014,"Daniel Rodriguez","ATL","AAA",29,125,0.32065217,1.49122807,0.24064171,0.45454545,0.30481283,0.15789474,0.14035088,0.50652742,0.23237598,0.26109661,0.10531448,761,1290,2051,"sa509281"
2015,"Keith Couch","BOS","AAA",25,124.2,0.33021077,1.609375,0.22685185,0.47685185,0.2962963,0.1875,0.0859375,0.48063781,0.26651481,0.25284738,0.06451613,836,1241,2077,"sa549175"
2018,"Forrest Snow","TBR","AAA",29,117.2,0.28571429,0.7852349,0.2244898,0.34110787,0.43440233,0.18120805,0.14765101,0.42450142,0.2991453,0.27635328,0.11842105,647,1253,1900,"sa549462"
2015,"Forrest Snow","SEA","AAA",26,121,0.26666667,0.78787879,0.19836957,0.35326087,0.44836957,0.26060606,0.13333333,0.54188482,0.2565445,0.20157068,0.09399076,706,1241,1947,"sa549462"
2017,"Chris Lee","BAL","AAA",24,116.1,0.33928571,1.79464286,0.19329897,0.51804124,0.28865979,0.19642857,0.09821429,0.41089109,0.22524752,0.36386139,0.08047105,800,1238,2038,"sa550044"
2017,"Ricky Knapp","NYM","AAA",25,144.2,0.32432432,1.09793814,0.21428571,0.41119691,0.37451737,0.13917526,0.08247423,0.43632959,0.29400749,0.26966292,0.06765957,850,1500,2350,"sa550202"
2017,"Bryan Rodriguez","SDP","AAA",25,126.2,0.32888889,2.03571429,0.23076923,0.5158371,0.25339367,0.13392857,0.08035714,0.45196507,0.2510917,0.29694323,0.05967977,763,1298,2061,"sa550590"
2014,"Jordan Pries","SEA","AAA",24,142,0.29512195,1.27516779,0.18705036,0.45563549,0.35731415,0.16107383,0.09395973,0.53537736,0.22877358,0.23584906,0.09375,825,1383,2208,"sa577935"
2017,"Matt Flemer","COL","AAA",26,126.2,0.32038835,0.79781421,0.23130841,0.3411215,0.42757009,0.26775956,0.1420765,0.42237443,0.28767123,0.28995434,0.07230624,767,1349,2116,"sa580429"
2018,"Ivan Pineyro","LAA","AAA",26,112.1,0.36338028,0.99295775,0.22677596,0.3852459,0.38797814,0.22535211,0.11267606,0.5,0.24054054,0.25945946,0.11287028,706,1252,1958,"sa597101"
2015,"Clayton Blackburn","SFG","AAA",22,123,0.32266667,1.97916667,0.22493225,0.51490515,0.2601626,0.20833333,0.0625,0.45526316,0.22368421,0.32105263,0.09447599,684,1253,1937,"sa598302"
2016,"Clayton Blackburn","SFG","AAA",23,136.1,0.29245283,1.24503311,0.20235294,0.44235294,0.35529412,0.17880795,0.1192053,0.36590909,0.31590909,0.31818182,0.09117504,701,1350,2051,"sa598302"
2017,"Christian Binford","KCR","AAA",24,115.2,0.35106383,0.5255814,0.17380353,0.28463476,0.54156171,0.20465116,0.11627907,0.42394015,0.25187032,0.32418953,0.06566416,711,1284,1995,"sa599309"
2019,"Eduardo Vera","PIT","AAA",24,118.2,0.33420366,0.97484277,0.18863049,0.4005168,0.41085271,0.21383648,0.10691824,0.4160401,0.27819549,0.30576441,0.08004213,657,1242,1899,"sa657658"
2019,"Teddy Stankiewicz","BOS","AAA",25,131,0.28865979,0.71428571,0.23341523,0.31941032,0.44717445,0.25274725,0.14285714,0.46618357,0.25845411,0.27536232,0.10643221,782,1379,2161,"sa657954"
2019,"Michael Peoples","CLE","AAA",27,144.2,0.3271028,1.65289256,0.26712329,0.456621,0.27625571,0.18181818,0.14049587,0.43370787,0.26292135,0.30337079,0.08989287,722,1425,2147,"sa658314"
2016,"Jonathan Dziedzic","KCR","AAA",25,140,0.2939759,0.6745283,0.15274463,0.34128878,0.50596659,0.1509434,0.05660377,0.3793911,0.25526932,0.36533958,0.07929515,1017,1480,2497,"sa659070"
2018,"Jonathan Dziedzic","KCR","AAA",27,139.1,0.29680365,0.87317073,0.13513514,0.40315315,0.46171171,0.17560976,0.05365854,0.42666667,0.29111111,0.28222222,0.07668712,879,1403,2282,"sa659070"
2014,"Zach Petrick","STL","AAA",24,115,0.2917847,1.24031008,0.19722222,0.44444444,0.35833333,0.19379845,0.12403101,0.47138965,0.25613079,0.27247956,0.07291112,696,1183,1879,"sa659444"
2015,"Zach Petrick","STL","AAA",25,157.1,0.32681018,1.21390374,0.19455253,0.44163424,0.36381323,0.18716578,0.07486631,0.43346008,0.24144487,0.32509506,0.09116809,788,1669,2457,"sa659444"
2019,"Shao-Ching Chiang","CLE","AAA",25,131,0.32552083,1,0.22762148,0.38618926,0.38618926,0.23178808,0.12582781,0.4563591,0.21945137,0.32418953,0.11998328,906,1486,2392,"sa659598"
2019,"Jake Kalish","KCR","AAA",27,118.2,0.2892562,0.73099415,0.22715405,0.32637076,0.4464752,0.14619883,0.15204678,0.44987147,0.24935733,0.30077121,0.09237379,641,1221,1862,"sa709032"
2018,"Jose Lopez","CIN","AAA",24,141,0.29567308,0.62755102,0.24586288,0.29078014,0.46335697,0.26020408,0.09693878,0.42298851,0.25057471,0.32643678,0.09319899,808,1574,2382,"sa709715"
2016,"Nate Smith","LAA","AAA",24,150.1,0.3231441,1.05084746,0.22435897,0.3974359,0.37820513,0.25988701,0.10169492,0.47257384,0.22151899,0.30590717,0.1107056,889,1577,2466,"sa737900"
2016,"Joe Gunkel","BAL","AAA",24,141.1,0.31277533,1.2972973,0.26247289,0.4164859,0.32104121,0.25675676,0.09459459,0.45726496,0.23076923,0.31196581,0.07974867,653,1416,2069,"sa738176"
2019,"Zack Brown","MIL","AAA",24,116.2,0.34173669,1.98947368,0.20670391,0.52793296,0.26536313,0.18947368,0.16842105,0.45283019,0.22911051,0.3180593,0.09441424,770,1253,2023,"sa738901"
2017,"Frank Duncan","ARI","AAA",25,119.1,0.36579572,1.34042553,0.23255814,0.43953488,0.32790698,0.17021277,0.13475177,0.46031746,0.30612245,0.23356009,0.09927984,735,1209,1944,"sa738963"
2017,"Tyler Eppler","PIT","AAA",24,136.1,0.31264368,1.06097561,0.23356009,0.39455782,0.37188209,0.24390244,0.1402439,0.51859956,0.22538293,0.25601751,0.11191162,694,1388,2082,"sa829043"
2018,"Tyler Eppler","PIT","AAA",25,153,0.31210191,1.0960452,0.21398305,0.41101695,0.375,0.15254237,0.07344633,0.50517598,0.24016563,0.25465839,0.10238908,792,1552,2344,"sa829043"
2019,"Jerry Keel","SDP","AAA",25,151.1,0.35728543,1.65693431,0.27920792,0.44950495,0.27128713,0.13138686,0.20437956,0.43643264,0.27134725,0.29222011,0.08970765,975,1522,2497,"sa856543"
2019,"Thomas Jankins","MIL","AAA",23,123.1,0.3125,2.02884615,0.18181818,0.54805195,0.27012987,0.16346154,0.16346154,0.46650124,0.24317618,0.29032258,0.09692548,704,1215,1919,"sa873276"
2019,"Bubba Derby","MIL","AAA",25,115.1,0.29447853,0.63057325,0.2358209,0.29552239,0.46865672,0.2611465,0.13375796,0.40869565,0.29275362,0.29855072,0.11205523,685,1198,1883,"sa875183"
2018,"Bubba Derby","MIL","AAA",24,118.1,0.32777778,1.16428571,0.14647887,0.45915493,0.3943662,0.18571429,0.06428571,0.46341463,0.2601626,0.27642276,0.10659114,718,1224,1942,"sa875183"
