last_name, first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff,era,xera,era_minus_xera_diff
Wilson, Bryse,669060,2021,322,253,0.29,0.285,0.0050000000000000044,0.505,0.503,0.0020000000000000018,0.353,0.358,-0.0050000000000000044,5.35,5.62,-0.269
Underwood Jr., Duane,621249,2021,320,224,0.27,0.277,-0.007000000000000006,0.439,0.443,-0.0040000000000000036,0.333,0.344,-0.010999999999999954,4.33,5.12,-0.785
Widener, Taylor,642203,2021,319,202,0.241,0.249,-0.008000000000000007,0.456,0.477,-0.020999999999999963,0.343,0.356,-0.012999999999999956,4.35,5.54,-1.189
Hentges, Sam,656529,2021,318,218,0.318,0.271,0.046999999999999986,0.491,0.478,0.013000000000000012,0.377,0.356,0.02100000000000002,6.68,5.54,1.144
Reyes, Alex,621052,2021,317,168,0.176,0.185,-0.009000000000000008,0.294,0.304,-0.010000000000000009,0.281,0.288,-0.006999999999999951,3.23,3.47,-0.235
Thompson, Zach,605507,2021,315,218,0.227,0.226,0.0010000000000000009,0.374,0.365,0.009000000000000008,0.293,0.295,-0.0020000000000000018,3.24,3.65,-0.41
Mayers, Mike,594577,2021,315,196,0.25,0.22,0.03,0.43,0.391,0.03899999999999998,0.323,0.3,0.02300000000000002,3.84,3.78,0.06
Green, Chad,643338,2021,315,199,0.193,0.212,-0.01899999999999999,0.386,0.399,-0.013000000000000012,0.262,0.278,-0.016000000000000014,3.12,3.22,-0.1
Suter, Brent,608718,2021,313,219,0.252,0.241,0.01100000000000001,0.402,0.382,0.020000000000000018,0.307,0.298,0.009000000000000008,3.07,3.73,-0.662
Petit, Yusmeiro,433589,2021,313,263,0.233,0.265,-0.032,0.395,0.455,-0.06,0.28,0.32,-0.03999999999999998,3.92,4.35,-0.427
Lynch, Daniel,663738,2021,311,221,0.295,0.287,0.008000000000000007,0.465,0.491,-0.025999999999999968,0.36,0.376,-0.016000000000000014,5.69,6.31,-0.619
Gallegos, Giovanny,606149,2021,310,189,0.183,0.206,-0.022999999999999993,0.302,0.347,-0.044999999999999984,0.24,0.272,-0.03200000000000003,3.02,3.08,-0.055
Trivino, Lou,642152,2021,310,204,0.216,0.233,-0.017000000000000015,0.31,0.394,-0.08400000000000002,0.28,0.319,-0.03899999999999998,3.18,4.32,-1.144
Neris, Hector,593576,2021,310,176,0.202,0.185,0.017000000000000015,0.382,0.316,0.066,0.292,0.266,0.025999999999999968,3.63,2.94,0.692
Cishek, Steve,518553,2021,308,197,0.238,0.212,0.025999999999999995,0.316,0.319,-0.0030000000000000027,0.299,0.295,0.0040000000000000036,3.42,3.65,-0.226
Gray, Josiah,680686,2021,307,196,0.238,0.219,0.01899999999999999,0.506,0.454,0.05199999999999999,0.348,0.325,0.022999999999999965,5.48,4.51,0.966
Guerra, Junior,448855,2021,307,197,0.262,0.24,0.02200000000000002,0.379,0.351,0.028000000000000025,0.338,0.324,0.014000000000000012,6.06,4.48,1.581
Rasmussen, Drew,656876,2021,307,209,0.204,0.246,-0.04200000000000001,0.307,0.367,-0.06,0.252,0.295,-0.04299999999999998,2.84,3.65,-0.808
Barlow, Scott,605130,2021,306,185,0.223,0.215,0.008000000000000007,0.328,0.354,-0.025999999999999968,0.275,0.282,-0.006999999999999951,2.42,3.32,-0.898
Bard, Daniel,453268,2021,304,181,0.265,0.235,0.030000000000000027,0.431,0.357,0.07400000000000001,0.35,0.315,0.034999999999999976,5.21,4.21,0.998
Castro, Miguel,612434,2021,303,177,0.189,0.213,-0.023999999999999994,0.299,0.35,-0.05099999999999999,0.286,0.315,-0.029000000000000026,3.46,4.21,-0.755
Smith, Riley,642092,2021,301,246,0.308,0.288,0.020000000000000018,0.523,0.48,0.04300000000000004,0.368,0.348,0.020000000000000018,6.01,5.26,0.755
Luetge, Lucas,476595,2021,301,204,0.238,0.243,-0.0050000000000000044,0.359,0.358,0.0010000000000000009,0.279,0.282,-0.002999999999999947,2.74,3.32,-0.583
Whitlock, Garrett,676477,2021,298,197,0.233,0.227,0.006000000000000005,0.349,0.332,0.01699999999999996,0.272,0.266,0.006000000000000005,1.96,2.94,-0.976
Funkhouser, Kyle,608335,2021,298,194,0.229,0.238,-0.00899999999999998,0.34,0.353,-0.012999999999999956,0.303,0.316,-0.013000000000000012,3.42,4.24,-0.816
Fulmer, Michael,605242,2021,297,199,0.256,0.242,0.014000000000000012,0.378,0.385,-0.007000000000000006,0.301,0.301,0,2.97,3.81,-0.839
Robles, Hansel,570663,2021,297,179,0.228,0.233,-0.0050000000000000044,0.398,0.423,-0.024999999999999967,0.321,0.333,-0.01200000000000001,4.43,4.76,-0.325
Quintana, José,500779,2021,297,176,0.286,0.254,0.03199999999999997,0.483,0.436,0.046999999999999986,0.366,0.341,0.024999999999999967,6.43,5.02,1.409
Maton, Phil,664208,2021,297,174,0.256,0.209,0.047000000000000014,0.425,0.342,0.08299999999999996,0.335,0.294,0.041000000000000036,4.72,3.63,1.095
Cabrera, Génesis,650893,2021,296,178,0.209,0.209,0,0.309,0.333,-0.02400000000000002,0.283,0.296,-0.013000000000000012,3.73,3.68,0.049
Kinley, Tyler,641755,2021,295,199,0.223,0.234,-0.01100000000000001,0.424,0.392,0.03199999999999997,0.308,0.304,0.0040000000000000036,4.74,3.89,0.845
Finnegan, Kyle,640448,2021,294,189,0.251,0.22,0.031,0.404,0.36,0.04400000000000004,0.324,0.299,0.025000000000000022,3.54,3.76,-0.215
Woodford, Jake,663765,2021,293,210,0.261,0.266,-0.0050000000000000044,0.403,0.405,-0.0020000000000000018,0.322,0.332,-0.010000000000000009,3.99,4.73,-0.74
Holmes, Clay,605280,2021,292,181,0.206,0.198,0.00799999999999998,0.284,0.292,-0.008000000000000007,0.262,0.264,-0.0020000000000000018,3.60,2.90,0.7
Stanek, Ryne,592773,2021,290,165,0.186,0.207,-0.02099999999999999,0.312,0.389,-0.07700000000000001,0.276,0.311,-0.034999999999999976,3.42,4.09,-0.666
Colomé, Alex,517008,2021,290,205,0.264,0.254,0.010000000000000009,0.411,0.446,-0.03500000000000003,0.319,0.334,-0.015000000000000013,4.15,4.79,-0.636
Oviedo, Johan,670912,2021,288,194,0.251,0.271,-0.020000000000000018,0.412,0.453,-0.041000000000000036,0.339,0.363,-0.023999999999999966,4.91,5.80,-0.891
Peterson, David,656849,2021,287,184,0.255,0.279,-0.02400000000000002,0.454,0.478,-0.023999999999999966,0.345,0.367,-0.02200000000000002,5.54,5.96,-0.425
Tate, Dillon,622253,2021,287,208,0.245,0.24,0.0050000000000000044,0.394,0.368,0.026000000000000023,0.31,0.314,-0.0040000000000000036,4.39,4.18,0.209
Cimber, Adam,643256,2021,286,212,0.234,0.242,-0.00799999999999998,0.31,0.345,-0.034999999999999976,0.263,0.285,-0.021999999999999964,2.26,3.39,-1.13
Treinen, Blake,595014,2021,286,173,0.179,0.189,-0.010000000000000009,0.253,0.261,-0.008000000000000007,0.233,0.243,-0.009999999999999981,1.99,2.45,-0.459
Zimmermann, Bruce,669145,2021,285,205,0.291,0.294,-0.0030000000000000027,0.492,0.531,-0.039000000000000035,0.359,0.378,-0.019000000000000017,5.04,6.39,-1.354
Houck, Tanner,656557,2021,285,171,0.223,0.213,0.010000000000000009,0.313,0.337,-0.02400000000000002,0.271,0.277,-0.006000000000000005,3.52,3.20,0.322
Kopech, Michael,656629,2021,285,157,0.21,0.185,0.024999999999999994,0.374,0.332,0.04199999999999998,0.28,0.261,0.019000000000000017,3.50,2.83,0.675
Shoemaker, Matt,533167,2021,284,213,0.297,0.287,0.010000000000000009,0.537,0.532,0.0050000000000000044,0.38,0.38,0,8.05,6.47,1.585
Loáisiga, Jonathan,642528,2021,283,195,0.215,0.189,0.025999999999999995,0.281,0.254,0.027000000000000024,0.245,0.229,0.015999999999999986,2.17,2.18,-0.015
Smith, Will,519293,2021,283,163,0.198,0.196,0.0020000000000000018,0.403,0.353,0.050000000000000044,0.297,0.284,0.013000000000000012,3.44,3.37,0.071
Stephan, Trevor,663986,2021,282,173,0.235,0.243,-0.008000000000000007,0.47,0.472,-0.0020000000000000018,0.34,0.349,-0.008999999999999952,4.41,5.30,-0.895
Kittredge, Andrew,552640,2021,282,187,0.21,0.221,-0.01100000000000001,0.332,0.355,-0.022999999999999965,0.251,0.269,-0.018000000000000016,1.88,3.01,-1.126
Heuer, Codi,676051,2021,281,200,0.261,0.252,0.009000000000000008,0.406,0.379,0.027000000000000024,0.313,0.303,0.010000000000000009,4.28,3.87,0.407
Clase, Emmanuel,661403,2021,279,189,0.195,0.204,-0.00899999999999998,0.24,0.267,-0.027000000000000024,0.212,0.228,-0.016000000000000014,1.29,2.17,-0.878
Brentz, Jake,641394,2021,278,158,0.197,0.221,-0.023999999999999994,0.345,0.368,-0.02300000000000002,0.297,0.322,-0.025000000000000022,3.66,4.42,-0.764
Jansen, Kenley,445276,2021,278,153,0.153,0.18,-0.026999999999999996,0.233,0.271,-0.038000000000000006,0.229,0.26,-0.031,2.22,2.81,-0.593
Hand, Brad,543272,2021,278,185,0.235,0.25,-0.015000000000000013,0.408,0.432,-0.02400000000000002,0.31,0.33,-0.020000000000000018,3.90,4.66,-0.763
Canning, Griffin,656288,2021,277,185,0.264,0.251,0.013000000000000012,0.5,0.433,0.067,0.358,0.332,0.025999999999999968,5.60,4.73,0.871
Santana, Ervin,429722,2021,277,201,0.259,0.278,-0.019000000000000017,0.446,0.533,-0.08700000000000002,0.328,0.369,-0.04099999999999998,4.68,6.03,-1.346
Ottavino, Adam,493603,2021,277,163,0.239,0.209,0.03,0.374,0.317,0.056999999999999995,0.324,0.297,0.027000000000000024,4.21,3.70,0.51
Soto, Gregory,642397,2021,276,159,0.198,0.199,-0.0010000000000000009,0.319,0.33,-0.01100000000000001,0.285,0.293,-0.008000000000000007,3.39,3.60,-0.207
Weaver, Luke,596133,2021,275,191,0.233,0.253,-0.01999999999999999,0.47,0.452,0.01799999999999996,0.317,0.328,-0.01100000000000001,4.25,4.60,-0.351
King, Michael,650633,2021,275,182,0.236,0.257,-0.02100000000000002,0.355,0.417,-0.062,0.298,0.333,-0.03500000000000003,3.55,4.76,-1.207
Iglesias, Raisel,628452,2021,273,157,0.207,0.19,0.016999999999999987,0.367,0.331,0.035999999999999976,0.261,0.243,0.018000000000000016,2.57,2.45,0.121
Ruiz, José,614179,2021,271,183,0.21,0.244,-0.034,0.366,0.419,-0.05299999999999999,0.281,0.319,-0.03799999999999998,3.05,4.32,-1.274
Estévez, Carlos,608032,2021,270,187,0.293,0.256,0.03699999999999998,0.455,0.414,0.041000000000000036,0.345,0.32,0.024999999999999967,4.38,4.35,0.028
Floro, Dylan,571670,2021,270,183,0.217,0.236,-0.01899999999999999,0.287,0.358,-0.07100000000000001,0.255,0.29,-0.034999999999999976,2.81,3.52,-0.707
García, Jarlín,606424,2021,269,181,0.196,0.221,-0.024999999999999994,0.38,0.367,0.013000000000000012,0.269,0.281,-0.01200000000000001,2.62,3.30,-0.679
Chacín, Jhoulys,468504,2021,269,194,0.222,0.243,-0.02099999999999999,0.406,0.391,0.015000000000000013,0.306,0.318,-0.01200000000000001,4.34,4.30,0.037
Guerra, Deolis,500610,2021,269,183,0.218,0.203,0.014999999999999986,0.358,0.346,0.01200000000000001,0.283,0.273,0.009999999999999953,4.11,3.10,1.012
Steckenrider, Drew,608716,2021,267,188,0.214,0.229,-0.015000000000000013,0.333,0.361,-0.02799999999999997,0.264,0.283,-0.01899999999999996,2.00,3.35,-1.355
Hendriks, Liam,521230,2021,267,145,0.174,0.169,0.004999999999999977,0.318,0.319,-0.0010000000000000009,0.22,0.219,0.0010000000000000009,2.54,2.00,0.535
Chafin, Andrew,605177,2021,266,181,0.186,0.207,-0.02099999999999999,0.273,0.334,-0.061,0.231,0.269,-0.038000000000000006,1.83,3.01,-1.175
May, Trevor,543507,2021,266,159,0.227,0.192,0.035,0.401,0.349,0.052000000000000046,0.297,0.264,0.032999999999999974,3.59,2.90,0.69
Boxberger, Brad,502202,2021,266,151,0.192,0.203,-0.01100000000000001,0.332,0.348,-0.01599999999999996,0.274,0.286,-0.011999999999999955,3.34,3.42,-0.08
Thielbar, Caleb,573204,2021,266,166,0.232,0.222,0.010000000000000009,0.401,0.418,-0.01699999999999996,0.3,0.304,-0.0040000000000000036,3.23,3.89,-0.656
Alvarez, Jose,501625,2021,266,204,0.217,0.249,-0.032,0.279,0.341,-0.062,0.245,0.286,-0.04099999999999998,2.37,3.42,-1.054
Cisnero, José,542585,2021,265,168,0.226,0.228,-0.0020000000000000018,0.345,0.378,-0.03300000000000003,0.3,0.314,-0.014000000000000012,3.65,4.18,-0.531
Melancon, Mark,453343,2021,265,180,0.228,0.263,-0.035,0.316,0.383,-0.067,0.27,0.315,-0.044999999999999984,2.23,4.21,-1.983
Sewald, Paul,623149,2021,264,135,0.176,0.182,-0.006000000000000005,0.339,0.36,-0.020999999999999963,0.25,0.262,-0.01200000000000001,3.06,2.85,0.212
Staumont, Josh,622251,2021,264,163,0.183,0.223,-0.04000000000000001,0.294,0.385,-0.09100000000000003,0.254,0.303,-0.04899999999999999,2.88,3.87,-0.992
Martin, Brett,656685,2021,264,208,0.272,0.263,0.009000000000000008,0.374,0.368,0.006000000000000005,0.293,0.29,0.0030000000000000027,3.18,3.52,-0.344
Matzek, Tyler,554431,2021,264,148,0.182,0.192,-0.010000000000000009,0.277,0.284,-0.006999999999999951,0.261,0.269,-0.008000000000000007,2.57,3.01,-0.439
Pagán, Emilio,641941,2021,263,174,0.231,0.228,0.0030000000000000027,0.512,0.492,0.020000000000000018,0.336,0.329,0.007000000000000006,4.83,4.63,0.202
Cessa, Luis,570666,2021,263,188,0.229,0.251,-0.021999999999999992,0.342,0.374,-0.03199999999999997,0.277,0.301,-0.023999999999999966,2.50,3.81,-1.305
Familia, Jeurys,544727,2021,262,160,0.248,0.229,0.01899999999999999,0.435,0.357,0.07800000000000001,0.33,0.298,0.03200000000000003,3.94,3.73,0.214
Diekman, Jake,518617,2021,262,141,0.211,0.218,-0.007000000000000006,0.39,0.398,-0.008000000000000007,0.312,0.323,-0.01100000000000001,3.86,4.45,-0.593
Jackson, Luke,592426,2021,261,160,0.198,0.231,-0.033,0.317,0.393,-0.07600000000000001,0.27,0.313,-0.04299999999999998,1.98,4.15,-2.171
Bass, Anthony,542914,2021,260,175,0.241,0.256,-0.015000000000000013,0.425,0.441,-0.016000000000000014,0.312,0.329,-0.017000000000000015,3.81,4.63,-0.815
Romo, Sergio,489265,2021,259,176,0.238,0.218,0.01999999999999999,0.404,0.365,0.039000000000000035,0.305,0.287,0.018000000000000016,4.67,3.45,1.22
Wittgren, Nick,621295,2021,258,178,0.261,0.287,-0.025999999999999968,0.487,0.511,-0.02400000000000002,0.331,0.354,-0.022999999999999965,5.05,5.47,-0.417
Sulser, Cole,642121,2021,257,161,0.207,0.207,0,0.319,0.341,-0.02200000000000002,0.264,0.274,-0.010000000000000009,2.70,3.13,-0.43
Díaz, Edwin,621242,2021,257,136,0.195,0.174,0.02100000000000002,0.285,0.265,0.019999999999999962,0.264,0.251,0.013000000000000012,3.45,2.62,0.827
Sborz, Josh,622250,2021,257,156,0.234,0.228,0.006000000000000005,0.383,0.366,0.017000000000000015,0.31,0.304,0.006000000000000005,3.97,3.89,0.076
Hill, Tim,657612,2021,255,170,0.23,0.229,0.0010000000000000009,0.387,0.379,0.008000000000000007,0.301,0.301,0,3.62,3.81,-0.19
Plutko, Adam,592644,2021,255,181,0.295,0.281,0.013999999999999957,0.614,0.547,0.06699999999999995,0.408,0.383,0.024999999999999967,6.71,6.60,0.11
Watkins, Spenser,657093,2021,255,199,0.322,0.303,0.019000000000000017,0.596,0.557,0.038999999999999924,0.405,0.391,0.014000000000000012,8.07,6.94,1.127
Duffey, Tyler,608648,2021,254,163,0.216,0.228,-0.01200000000000001,0.311,0.357,-0.045999999999999985,0.278,0.3,-0.021999999999999964,3.18,3.78,-0.604
Romano, Jordan,605447,2021,253,142,0.181,0.173,0.008000000000000007,0.31,0.296,0.014000000000000012,0.257,0.251,0.006000000000000005,2.14,2.62,-0.477
Littell, Zack,641793,2021,252,163,0.207,0.222,-0.015000000000000013,0.374,0.395,-0.02100000000000002,0.287,0.303,-0.016000000000000014,2.92,3.87,-0.951
Duffy, Danny,518633,2021,252,165,0.226,0.246,-0.01999999999999999,0.357,0.415,-0.057999999999999996,0.284,0.315,-0.031000000000000028,2.51,4.21,-1.702
Rodríguez, Richard,593144,2021,251,197,0.209,0.246,-0.037000000000000005,0.372,0.473,-0.10099999999999998,0.264,0.319,-0.05499999999999999,2.94,4.32,-1.382
Alvarado, José,621237,2021,251,129,0.213,0.202,0.010999999999999982,0.325,0.305,0.020000000000000018,0.322,0.313,0.009000000000000008,4.20,4.15,0.054
Scott, Tanner,656945,2021,251,138,0.234,0.23,0.0040000000000000036,0.351,0.359,-0.008000000000000007,0.321,0.328,-0.007000000000000006,5.17,4.60,0.567
Richards, Trevor,670950,2021,251,151,0.175,0.218,-0.04300000000000001,0.364,0.413,-0.04899999999999999,0.264,0.302,-0.03799999999999998,3.50,3.84,-0.343
Pressly, Ryan,519151,2021,250,156,0.208,0.2,0.00799999999999998,0.297,0.326,-0.029000000000000026,0.238,0.247,-0.009000000000000008,2.25,2.53,-0.28
Barría, Jaime,642545,2021,250,194,0.307,0.302,0.0050000000000000044,0.474,0.473,0.0010000000000000009,0.361,0.361,0,4.61,5.73,-1.124
Steele, Justin,657006,2021,248,157,0.233,0.227,0.006000000000000005,0.437,0.369,0.068,0.332,0.309,0.02300000000000002,4.26,4.03,0.233
Norris, Daniel,596057,2021,248,158,0.256,0.234,0.021999999999999992,0.428,0.386,0.04199999999999998,0.34,0.317,0.02300000000000002,6.16,4.27,1.888
Voth, Austin,608723,2021,248,160,0.266,0.287,-0.020999999999999963,0.467,0.504,-0.03699999999999998,0.345,0.371,-0.026000000000000023,5.34,6.11,-0.773
Bender, Anthony,669622,2021,247,150,0.207,0.207,0,0.35,0.311,0.03899999999999998,0.275,0.27,0.0050000000000000044,2.79,3.03,-0.242
McHugh, Collin,543521,2021,247,159,0.207,0.202,0.004999999999999977,0.289,0.285,0.0040000000000000036,0.236,0.233,0.002999999999999975,1.55,2.26,-0.713
Young, Alex,622065,2021,246,173,0.307,0.284,0.02300000000000002,0.538,0.483,0.05500000000000005,0.389,0.365,0.02400000000000002,6.58,5.88,0.697
Pop, Zach,647315,2021,246,163,0.254,0.233,0.02099999999999999,0.362,0.35,0.01200000000000001,0.316,0.308,0.008000000000000007,4.12,4.01,0.106
Kremer, Dean,665152,2021,245,172,0.292,0.278,0.013999999999999957,0.588,0.542,0.04599999999999993,0.397,0.379,0.018000000000000016,7.55,6.43,1.117
Johnson, Pierce,572955,2021,244,139,0.22,0.205,0.015000000000000013,0.369,0.336,0.032999999999999974,0.292,0.284,0.008000000000000007,3.22,3.37,-0.148
Chapman, Aroldis,547973,2021,243,105,0.182,0.175,0.007000000000000006,0.359,0.363,-0.0040000000000000036,0.3,0.302,-0.0020000000000000018,3.35,3.84,-0.485
Hembree, Heath,592390,2021,243,134,0.207,0.188,0.01899999999999999,0.419,0.349,0.07,0.306,0.275,0.030999999999999972,5.59,3.15,2.436
Holland, Greg,518813,2021,243,163,0.229,0.259,-0.03,0.407,0.494,-0.08700000000000002,0.31,0.359,-0.04899999999999999,4.85,5.65,-0.8
Thompson, Keegan,624522,2021,243,154,0.233,0.252,-0.01899999999999999,0.408,0.44,-0.03200000000000003,0.326,0.35,-0.023999999999999966,3.38,5.33,-1.955
Bummer, Aaron,607481,2021,242,134,0.202,0.176,0.026000000000000023,0.25,0.231,0.01899999999999999,0.257,0.247,0.010000000000000009,3.52,2.53,0.985
Strickland, Hunter,519326,2021,242,160,0.213,0.214,-0.0010000000000000009,0.38,0.396,-0.016000000000000014,0.292,0.3,-0.008000000000000007,2.61,3.78,-1.172
Adams, Austin,613534,2021,241,106,0.159,0.164,-0.0050000000000000044,0.244,0.263,-0.019000000000000017,0.297,0.311,-0.014000000000000012,4.10,4.09,0.011
Tepera, Ryan,572193,2021,241,143,0.164,0.171,-0.007000000000000006,0.272,0.28,-0.008000000000000007,0.23,0.249,-0.01899999999999999,2.79,2.58,0.208
McGee, Jake,459429,2021,239,169,0.196,0.216,-0.01999999999999999,0.33,0.379,-0.04899999999999999,0.242,0.271,-0.029000000000000026,2.71,3.06,-0.345
Gonsolin, Tony,664062,2021,239,140,0.202,0.202,0,0.369,0.333,0.035999999999999976,0.305,0.294,0.01100000000000001,3.23,3.63,-0.396
Mejía, J.C.,650496,2021,238,164,0.286,0.285,0.0010000000000000009,0.538,0.485,0.05300000000000005,0.385,0.37,0.015000000000000013,8.26,6.07,2.185
de Geus, Brett,676969,2021,238,164,0.308,0.285,0.02300000000000002,0.478,0.43,0.04799999999999999,0.379,0.36,0.019000000000000017,7.56,5.69,1.87
Carrasco, Carlos,471911,2021,237,169,0.272,0.257,0.015000000000000013,0.502,0.453,0.04899999999999999,0.35,0.331,0.01899999999999996,6.04,4.69,1.347
Santana, Dennis,642701,2021,237,156,0.24,0.261,-0.02100000000000002,0.34,0.413,-0.07299999999999995,0.31,0.346,-0.035999999999999976,4.28,5.19,-0.91
García, Yimi,554340,2021,237,158,0.23,0.252,-0.021999999999999992,0.408,0.462,-0.05400000000000005,0.29,0.321,-0.031000000000000028,4.21,4.38,-0.166
Bednar, David,670280,2021,237,140,0.185,0.189,-0.0040000000000000036,0.324,0.304,0.020000000000000018,0.249,0.246,0.0030000000000000027,2.23,2.51,-0.285
Misiewicz, Anthony,664948,2021,236,167,0.28,0.253,0.027000000000000024,0.431,0.426,0.0050000000000000044,0.324,0.312,0.01200000000000001,4.61,4.12,0.49
Brothers, Rex,571521,2021,236,120,0.212,0.238,-0.025999999999999995,0.399,0.435,-0.035999999999999976,0.327,0.352,-0.024999999999999967,5.26,5.40,-0.136
Shreve, Chasen,592741,2021,235,161,0.212,0.211,0.0010000000000000009,0.374,0.363,0.01100000000000001,0.298,0.301,-0.0030000000000000027,3.19,3.81,-0.615
Brogdon, Connor,641401,2021,235,166,0.221,0.214,0.007000000000000006,0.362,0.332,0.02999999999999997,0.277,0.265,0.01200000000000001,3.43,2.92,0.514
Kimbrel, Craig,518886,2021,235,109,0.15,0.158,-0.008000000000000007,0.272,0.268,0.0040000000000000036,0.23,0.236,-0.005999999999999978,2.26,2.32,-0.057
Karinchak, James,675916,2021,235,123,0.176,0.187,-0.01100000000000001,0.352,0.331,0.020999999999999963,0.287,0.292,-0.0050000000000000044,4.07,3.57,0.496
Feyereisen, J.P.,656420,2021,234,148,0.183,0.203,-0.020000000000000018,0.32,0.362,-0.04199999999999998,0.278,0.303,-0.024999999999999967,2.73,3.87,-1.138
Castillo, Diego,650895,2021,233,136,0.194,0.188,0.006000000000000005,0.354,0.308,0.045999999999999985,0.268,0.256,0.01200000000000001,2.78,2.72,0.057
Sawamura, Hirokazu,617228,2021,232,138,0.227,0.22,0.007000000000000006,0.429,0.4,0.02899999999999997,0.324,0.316,0.008000000000000007,3.06,4.24,-1.183
Crochet, Garrett,676979,2021,230,136,0.213,0.216,-0.0030000000000000027,0.289,0.314,-0.025000000000000022,0.269,0.281,-0.01200000000000001,2.82,3.30,-0.484
Detwiler, Ross,446321,2021,229,139,0.222,0.22,0.0020000000000000018,0.449,0.392,0.056999999999999995,0.326,0.316,0.010000000000000009,4.64,4.24,0.403
Howard, Spencer,675921,2021,229,147,0.269,0.249,0.020000000000000018,0.452,0.4,0.05199999999999999,0.352,0.33,0.021999999999999964,7.43,4.66,2.77
Alcala, Jorge,660896,2021,229,153,0.214,0.226,-0.01200000000000001,0.381,0.404,-0.02300000000000002,0.275,0.293,-0.01799999999999996,3.92,3.60,0.322
Kennedy, Ian,453178,2021,228,147,0.216,0.226,-0.010000000000000009,0.418,0.427,-0.009000000000000008,0.296,0.304,-0.008000000000000007,3.19,3.89,-0.695
Dobnak, Randy,677976,2021,228,187,0.31,0.325,-0.015000000000000013,0.554,0.554,0,0.38,0.395,-0.015000000000000013,7.64,7.12,0.518
Williams, Devin,642207,2021,226,109,0.186,0.175,0.01100000000000001,0.294,0.274,0.019999999999999962,0.268,0.259,0.009000000000000008,2.50,2.79,-0.29
Holland, Derek,502706,2021,225,153,0.287,0.249,0.03799999999999998,0.455,0.4,0.05499999999999999,0.345,0.312,0.032999999999999974,5.07,4.12,0.954
Bleier, Richard,542947,2021,225,172,0.241,0.241,0,0.335,0.343,-0.008000000000000007,0.256,0.269,-0.013000000000000012,2.95,3.01,-0.062
Watson, Tony,453265,2021,225,163,0.193,0.223,-0.03,0.285,0.359,-0.07400000000000001,0.241,0.283,-0.04199999999999998,3.92,3.35,0.574
Montero, Rafael,606160,2021,225,161,0.296,0.231,0.06499999999999997,0.422,0.329,0.09299999999999997,0.34,0.289,0.051000000000000045,6.38,3.50,2.885
Hernández, Elieser,622694,2021,225,155,0.265,0.249,0.016000000000000014,0.529,0.472,0.05700000000000005,0.353,0.33,0.022999999999999965,4.18,4.66,-0.479
Wells, Tyler,669330,2021,224,146,0.192,0.222,-0.03,0.365,0.418,-0.05299999999999999,0.258,0.293,-0.034999999999999976,4.11,3.60,0.505
Bradley, Archie,605151,2021,224,159,0.258,0.233,0.024999999999999994,0.404,0.366,0.038000000000000034,0.324,0.306,0.018000000000000016,3.71,3.95,-0.244
Doolittle, Sean,448281,2021,223,145,0.258,0.242,0.016000000000000014,0.454,0.417,0.03700000000000003,0.336,0.319,0.017000000000000015,4.53,4.32,0.21
Zimmer, Kyle,622092,2021,223,147,0.243,0.232,0.010999999999999982,0.397,0.403,-0.006000000000000005,0.321,0.334,-0.013000000000000012,4.83,4.79,0.043
Allen, Logan,663531,2021,222,164,0.291,0.294,-0.0030000000000000027,0.518,0.526,-0.008000000000000007,0.371,0.38,-0.009000000000000008,6.26,6.47,-0.212
Andriese, Matt,542882,2021,222,155,0.323,0.29,0.03300000000000003,0.488,0.461,0.02699999999999997,0.367,0.346,0.02100000000000002,5.21,5.19,0.024
Graveman, Kendall,608665,2021,222,133,0.18,0.227,-0.047000000000000014,0.253,0.33,-0.07700000000000001,0.248,0.296,-0.04799999999999999,1.77,3.68,-1.912
López, Reynaldo,625643,2021,222,154,0.205,0.237,-0.032,0.42,0.414,0.006000000000000005,0.28,0.299,-0.01899999999999996,3.43,3.76,-0.326
Barnes, Matt,598264,2021,222,116,0.206,0.177,0.028999999999999998,0.357,0.325,0.03199999999999997,0.278,0.256,0.02200000000000002,3.79,2.72,1.067
Minter, A.J.,621345,2021,221,142,0.226,0.213,0.013000000000000012,0.349,0.318,0.030999999999999972,0.282,0.269,0.012999999999999956,3.78,3.01,0.773
LeBlanc, Wade,453281,2021,221,171,0.283,0.291,-0.008000000000000007,0.48,0.487,-0.007000000000000006,0.353,0.362,-0.009000000000000008,4.41,5.77,-1.362
Peralta, Wandy,593974,2021,219,154,0.251,0.244,0.007000000000000006,0.385,0.383,0.0020000000000000018,0.309,0.312,-0.0030000000000000027,3.35,4.12,-0.767
Leone, Dominic,608678,2021,219,145,0.195,0.211,-0.015999999999999986,0.268,0.339,-0.07100000000000001,0.247,0.284,-0.03699999999999998,1.51,3.37,-1.861
Tomlin, Josh,458708,2021,218,175,0.327,0.297,0.030000000000000027,0.55,0.502,0.04800000000000004,0.377,0.35,0.027000000000000024,6.57,5.33,1.238
Loup, Aaron,571901,2021,218,141,0.192,0.227,-0.035,0.238,0.302,-0.064,0.229,0.274,-0.04500000000000001,0.95,3.13,-2.177
Bielak, Brandon,656232,2021,218,148,0.254,0.246,0.008000000000000007,0.381,0.369,0.01200000000000001,0.314,0.309,0.0050000000000000044,4.50,4.03,0.47
