last_name, first_name,player_id,year,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95percent,barrels,brl_percent,brl_pa
Brach, Brad,542960,2016,194,13.6,34,109.1,87.2,92.1,83.7,417,179,379,64,33,9,4.6,2.9
Neris, Hector,593576,2016,193,12.9,32.1,112.8,89.1,91.6,87.8,475,169,399,68,35.2,8,4.1,2.4
Caminero, Arquimedes,491708,2016,192,12.6,34.9,110.5,87.6,91.3,85.2,405,173,382,64,33.3,11,5.7,3.9
Berríos, José,621244,2016,192,16,34.9,113,90.3,93.8,89.2,453,201,403,67,34.9,16,8.3,5.7
Mariñez, Jhan,501697,2016,192,7.9,28.1,110,88.1,92.3,86.4,466,149,420,75,39.1,3,1.6,1.1
Melancon, Mark,453343,2016,192,4.5,27.1,108.9,85.5,88.5,84.6,410,143,390,46,24,6,3.1,2.2
Watson, Tony,453265,2016,191,15.4,27.2,114.2,86.3,91.5,83.5,430,164,413,52,27.2,13,6.8,4.8
LeBlanc, Wade,453281,2016,190,16.5,38.9,114.9,87.3,92,81.7,465,188,397,56,29.5,16,8.4,6.3
Oh, Seunghwan,493200,2016,190,17.6,28.4,111.3,88.8,91.6,86.7,422,182,412,62,32.6,8,4.2,2.6
Lugo, Seth,607625,2016,190,12.1,31.6,109.9,89.3,93.9,85,429,182,399,67,35.3,18,9.5,6.9
Cosart, Jarred,543054,2016,189,-2.9,26.5,112.3,88.4,92.7,86,434,128,395,66,34.9,10,5.3,3.7
Quackenbush, Kevin,534812,2016,189,14.3,37.6,110.9,88.5,92.4,85.1,444,194,390,72,38.1,9,4.8,3.6
Hendriks, Liam,521230,2016,189,14.2,33.9,109.3,87.8,90.1,88,409,173,392,59,31.2,8,4.2,2.9
Alvarez, Jose,501625,2016,189,9.6,38.1,110.9,86.4,88.9,83.9,413,166,376,42,22.2,6,3.2,2.3
Osuna, Roberto,532077,2016,189,19.7,36,115.9,88.4,92.6,86.2,429,192,383,66,34.9,18,9.5,6.3
Pérez, Williams,554234,2016,189,5,23.8,114.1,90,93.5,88.4,420,147,394,77,40.7,11,5.8,4.7
Bastardo, Antonio,455374,2016,187,21.5,35.3,110.4,86.6,90.8,84,448,203,398,47,25.1,15,8,5.1
Báez, Pedro,520980,2016,187,14.4,29.4,109.5,87.3,91.9,84.2,423,176,394,57,30.5,13,7,4.4
Smith, Josh A.,595001,2016,185,13.6,33,109,86.1,88.6,84.8,428,176,385,55,29.7,14,7.6,5.4
Hudson, Daniel,543339,2016,184,14.3,37.5,113.5,85.5,89.6,83,471,187,406,53,28.8,13,7.1,4.9
Albers, Matt,458006,2016,184,9.6,32.6,113.4,89.3,93.9,87.2,446,170,405,70,38,18,9.8,7.6
Ohlendorf, Ross,456027,2016,184,20.8,33.7,108.7,88.3,91.2,87.8,425,193,404,68,37,12,6.5,4.1
Nuño, Vidal,573064,2016,183,16.7,40.4,117.1,87.9,91.5,84.8,428,190,384,51,27.9,12,6.6,4.9
Barnes, Matt,598264,2016,182,9.6,36.3,110.2,89.9,92.6,89.1,434,178,421,69,37.9,10,5.5,3.5
Cingrani, Tony,571561,2016,182,13.5,26.4,112,87.9,90.5,86.3,459,165,401,64,35.2,7,3.8,2.6
Herrera, Kelvin,516969,2016,182,12.5,28,112.5,88.6,91.7,86.6,415,165,397,61,33.5,9,4.9,3.2
Musgrove, Joe,605397,2016,182,11.4,35.7,111.8,89.3,93.6,85.4,428,180,392,74,40.7,11,6,4.3
Jennings, Dan,543359,2016,182,4.4,26.4,111.7,87.7,91,86.3,387,147,387,59,32.4,3,1.6,1.2
McGowan, Dustin,430661,2016,181,5.1,28.7,113.8,86.8,90.9,84.2,459,143,398,50,27.6,7,3.9,2.5
Wang, Chien-Ming,425426,2016,181,8.4,36.5,114.7,90.7,92.2,90.4,416,166,390,80,44.2,13,7.2,5.6
Wood, Travis,475243,2016,180,18.7,30,114.1,88.8,91.9,88.1,418,192,384,64,35.6,7,3.9,2.8
Rogers, Taylor,573124,2016,179,7.8,29.6,112.2,89.7,93,88.2,425,158,390,73,40.8,8,4.5,3
Kintzler, Brandon,445213,2016,179,1.4,24,111.8,88.6,91.6,87.2,450,129,407,72,40.2,7,3.9,3.1
Cahill, Trevor,502239,2016,178,4.4,30.3,110.5,88.3,93.8,85.9,435,151,388,58,32.6,9,5.1,3.2
Shaw, Bryan,543766,2016,177,4.6,28.8,112.7,86.4,90.1,85.1,427,138,404,48,27.1,9,5.1,3.3
Barnette, Tony,501817,2016,177,11.4,36.7,111.1,86.7,90.1,84.2,418,169,410,52,29.4,8,4.5,3.3
Jeffress, Jeremy,502026,2016,177,-0.9,31.6,110.9,85.1,88.3,83.6,420,118,420,47,26.6,2,1.1,0.8
Jenkins, Tyrell,592433,2016,177,8.3,32.2,110.6,90.5,95.1,87.1,456,177,399,66,37.3,11,6.2,4.6
Jones, Nate,518858,2016,176,10.6,27.8,109.6,89.6,92.8,88,417,165,388,65,36.9,9,5.1,3.3
Guerra, Deolis,500610,2016,175,13.4,36.6,113.8,87.4,91.4,85.6,445,173,399,58,33.1,7,4,3.2
Givens, Mychal,571710,2016,175,15.7,38.3,109.4,85.3,89.5,81.4,434,189,392,46,26.3,6,3.4,1.9
Broxton, Jonathan,455009,2016,175,8.4,36,110.3,85.3,88,83.6,410,159,383,44,25.1,9,5.1,3.5
Johnson, Jim,462382,2016,175,4.2,29.1,111.7,89,93.8,86.7,445,148,414,67,38.3,10,5.7,3.8
Detwiler, Ross,446321,2016,174,12.2,33.9,115.2,89.8,94.3,86.8,423,177,402,63,36.2,11,6.3,5
Thompson, Jake,622097,2016,173,13.7,31.2,110.4,89.6,92.9,88.3,439,171,390,64,37,12,6.9,5.1
Ryan, Kyle,594986,2016,173,6.3,24.3,114.3,88.6,93.2,86.5,425,145,424,64,37,7,4,3.1
Strickland, Hunter,519326,2016,172,9.9,32.6,113.6,89.5,92.3,87.9,416,171,389,59,34.3,9,5.2,3.6
Claudio, Alex,592222,2016,172,2.4,26.2,109.6,87.4,91.7,86.1,402,127,383,53,30.8,3,1.7,1.4
Greene, Shane,572888,2016,171,11.9,29.8,110.8,85.4,90,83.9,426,148,399,50,29.2,8,4.7,3.1
Miranda, Aríel,664641,2016,170,21.2,34.7,115.4,89.6,94.2,86.1,450,204,389,66,38.8,14,8.2,6
Harris, Will,501789,2016,170,5.7,23.5,110.7,89.8,93.4,88.4,444,136,401,60,35.3,5,2.9,2
Treinen, Blake,595014,2016,169,-1.1,20.7,109.2,86.7,89.8,85.7,418,126,401,48,28.4,5,3,1.9
Jepsen, Kevin,448178,2016,168,18.8,32.1,112.5,92.1,94.9,91.3,442,201,392,73,43.5,11,6.5,4.9
Wilson, Justin,458677,2016,168,8.6,22.6,114.5,88,91.9,87.2,422,142,392,50,29.8,8,4.8,3.2
Bush, Matt,456713,2016,167,11.3,33.5,114.7,86.1,90.5,83.2,423,163,405,46,27.5,7,4.2,2.9
Rodney, Fernando,407845,2016,167,4.7,29.3,110.3,85.6,88.5,84,420,142,391,45,26.9,4,2.4,1.4
Triggs, Andrew,592811,2016,167,7.4,30.5,110.4,89.7,93.5,87.4,435,156,418,64,38.3,7,4.2,2.9
Ramos, AJ,573109,2016,166,15,36.7,111.4,87,91.9,83.8,417,174,417,52,31.3,5,3,1.8
Vincent, Nick,543883,2016,166,20.7,31.9,109.3,87,89.7,85,430,186,392,50,30.1,10,6,4
Wood, Alex,622072,2016,165,8,27.9,109.2,88.9,93.8,86.7,413,151,391,57,34.5,8,4.8,3.1
Ramos, Cesár,459987,2016,164,11.9,37.8,113.2,88.1,92.7,84.1,429,177,397,58,35.4,13,7.9,6.1
Barrett, Jake,545332,2016,163,11.6,31.3,116.8,90.8,95.8,88.4,443,188,426,70,42.9,13,8,5.2
Reed, Cody,642003,2016,163,5,30.1,112.3,90,95.2,85.8,450,164,405,62,38,15,9.2,6.6
Clippard, Tyler,461325,2016,163,24.2,32.5,111.1,86.3,91.3,81.3,437,203,397,45,27.6,8,4.9,3.1
Britton, Zack,502154,2016,162,-8.4,15.4,108.8,88.6,93.6,87.5,410,101,410,44,27.2,4,2.5,1.6
Morin, Mike,573046,2016,162,16.9,29,110.3,86.6,91.1,84.4,431,171,399,48,29.6,9,5.6,4
Hahn, Jesse,534910,2016,161,8,34.8,111,87.6,91.5,85.1,431,153,403,54,33.5,12,7.5,5.9
Rodríguez, Francisco,408061,2016,161,7.2,23,111.8,90.1,96.6,86.2,407,151,400,64,39.8,11,6.8,4.7
Storen, Drew,519322,2016,160,9.8,30,116.9,88.8,93.2,85.9,431,157,391,58,36.3,11,6.9,4.8
Wilhelmsen, Tom,452666,2016,160,9.8,29.4,110.6,89.4,94.2,87.2,432,168,403,63,39.4,13,8.1,6.2
Wittgren, Nick,621295,2016,160,13.3,36.3,111.7,90,92.3,88.8,433,184,418,56,35,10,6.3,4.7
Robertson, David,502085,2016,159,12.6,28.3,107.4,87.1,91.5,85.3,417,165,393,45,28.3,10,6.3,3.7
Kontos, George,502004,2016,159,11.1,30.2,111.4,86.4,90.1,83,407,160,394,45,28.3,4,2.5,1.9
Hembree, Heath,592390,2016,159,15.2,34,112.7,88.5,92.4,85.1,440,186,399,65,40.9,11,6.9,4.9
Howell, J.P.,434442,2016,158,4.1,32.3,110.2,86.7,88.7,86.1,449,144,419,43,27.2,6,3.8,2.7
Giles, Ken,571704,2016,157,12.7,36.3,109.5,88.5,91,86.7,424,184,387,52,33.1,11,7,3.8
Duke, Zach,435043,2016,157,7,24.8,110.5,84.7,85.8,85.4,398,118,385,38,24.2,4,2.5,1.6
Cishek, Steve,518553,2016,157,14.3,35,114.4,87.4,91.6,84.5,435,176,398,44,28,8,5.1,3.1
Law, Derek,571882,2016,155,8.4,32.3,112,88.3,92.8,85.1,415,167,408,47,30.3,8,5.2,3.7
Siegrist, Kevin,543779,2016,155,19.7,27.7,109.6,85.6,91,80.6,429,195,405,38,24.5,11,7.1,4.4
McAllister, Zach,502083,2016,154,17.9,29.9,112.5,89.4,93.4,86.6,412,189,391,57,37,11,7.1,4.7
Estévez, Carlos,608032,2016,154,15.3,26.6,109.1,88.4,91.2,88.3,420,179,407,56,36.4,11,7.1,4.5
Clevinger, Mike,605182,2016,154,16,37.7,115.7,87.5,92.1,84.3,444,179,409,41,26.6,12,7.8,5.2
Feliz, Michael,593140,2016,153,11.5,32,109.3,89.5,93.1,86.5,436,186,395,63,41.2,12,7.8,4.4
Lowe, Mark,450275,2016,153,16.7,37.3,115.9,91.2,94.5,89.1,465,196,397,66,43.1,15,9.8,6.7
Flynn, Brian,543169,2016,153,7.5,23.5,112.3,89,93.8,88,438,149,399,52,34,9,5.9,4.1
Smith, Joe,501925,2016,153,8.3,33.3,112.4,91.5,94,90.7,451,165,415,60,39.2,10,6.5,4.6
Casilla, Santiago,433586,2016,152,13.7,27,109.4,87.3,91.1,86.2,434,155,388,47,30.9,9,5.9,3.7
Ross Jr., Robbie,543726,2016,151,8.2,31.8,107.3,87.1,89.6,85.7,410,146,369,53,35.1,9,6,3.8
Gant, John,607231,2016,150,12.8,36,113.5,88.9,92.8,87.3,430,173,400,59,39.3,11,7.3,5
Allen, Cody,592102,2016,150,12.5,34,111.4,91.1,95.6,88.2,406,182,390,61,40.7,14,9.3,5.3
Surkamp, Eric,474668,2016,149,17.6,39.6,113.1,89.2,91.8,87.1,443,197,405,47,31.5,12,8.1,6.1
McGee, Jake,459429,2016,148,14.3,37.2,110.9,89.9,91.4,89.4,465,189,430,56,37.8,13,8.8,6.3
Barraclough, Kyle,607457,2016,147,6.4,34,111.1,87.6,90.8,86.2,409,141,409,47,32,3,2,1
Thornburg, Tyler,592804,2016,146,18.9,33.6,109.8,88.9,93.3,85.5,419,191,403,57,39,8,5.5,3
Belisle, Matt,279571,2016,146,10.5,33.6,112.5,87.8,88.7,87.3,415,158,404,43,29.5,4,2.7,2.2
Krol, Ian,571871,2016,145,4,26.2,113.8,88.4,91.5,87,434,132,417,42,29,9,6.2,4.1
Wright, Daniel,642229,2016,145,13.2,40.7,109.4,89,92.5,86,439,178,414,53,36.6,11,7.6,6.1
Skaggs, Tyler,572140,2016,144,9.1,35.4,111.6,90,95,86.1,429,177,403,58,40.3,14,9.7,6.4
Betances, Dellin,476454,2016,144,7,29.2,109.4,86.6,92.3,83.5,426,140,399,44,30.6,5,3.5,1.7
De La Rosa, Rubby,523989,2016,144,6.8,33.3,115.9,88.6,93.5,85.9,439,175,406,44,30.6,7,4.9,3.2
Schugel, A.J.,519263,2016,144,11.8,34.7,114.6,90,92.5,88.7,415,172,403,61,42.4,9,6.3,4.4
Gregerson, Luke,502381,2016,143,3.2,19.6,107.8,87.8,95,84,413,131,391,50,35,7,4.9,3
Lincecum, Tim,453311,2016,143,12.6,40.6,113.8,90.9,95.5,87.8,441,187,401,61,42.7,12,8.4,6
Harrell, Lucas,449173,2016,143,9.9,37.1,113.2,89.4,91.4,87.7,455,184,402,45,31.5,5,3.5,2.4
Miller, Andrew,453192,2016,141,5.8,28.4,112.3,87.3,91.8,84.8,446,147,399,43,30.5,8,5.7,2.9
Tazawa, Junichi,547749,2016,139,16.9,36.7,110.7,90.3,93.7,89.2,426,185,405,55,39.6,11,7.9,5.3
Coleman, Louis,488786,2016,139,16,35.3,110.4,87.5,92.2,82.2,415,188,403,40,28.8,9,6.5,4.3
Moylan, Peter,493247,2016,139,2.2,25.2,110.5,87.9,91.9,85.9,454,145,438,44,31.7,6,4.3,3.1
Martinez, Nick,607259,2016,139,8.6,29.5,111,88.2,91.9,86.2,422,164,408,49,35.3,10,7.2,5.6
Colomé, Alex,517008,2016,138,7.8,30.4,109.9,90,94.1,87.5,425,159,387,52,37.7,6,4.3,2.7
Gearrin, Cory,518715,2016,137,5.6,29.2,111.5,88.8,92.1,87.3,432,150,399,53,38.7,8,5.8,4
Grimm, Justin,518748,2016,136,11.9,36,110.1,89.2,92.4,86.8,446,190,410,46,33.8,11,8.1,4.9
Sipp, Tony,448609,2016,136,17.5,36,111.6,88,92.8,83.7,435,196,399,50,36.8,14,10.3,7.2
López, Reynaldo,625643,2016,136,14.4,26.5,109.9,88.3,93.5,84.7,393,175,376,36,26.5,4,2.9,2
Grilli, Jason,276351,2016,136,17.9,37.5,111.5,90,91.9,88.8,421,222,384,47,34.6,10,7.4,4
Blazek, Michael,518468,2016,136,12.7,36,110.8,88,90.3,87.3,421,181,400,45,33.1,12,8.8,6
Buchter, Ryan,488748,2016,136,28.4,36.8,112.1,88.5,91.2,89.2,402,222,386,44,32.4,8,5.9,3.2
Rzepczynski, Marc,519240,2016,136,-0.8,20.6,112.7,87.2,92.9,85.9,410,106,410,45,33.1,2,1.5,0.9
Lorenzen, Michael,547179,2016,135,2.1,30.4,107,86.4,89.9,85,412,115,383,41,30.4,5,3.7,2.5
Feliz, Neftalí,491703,2016,135,16.7,31.9,111.1,89.4,92.2,87.5,456,191,412,50,37,14,10.4,6.4
Jansen, Kenley,445276,2016,134,22.7,28.4,110,86.4,89.7,84.5,410,200,390,33,24.6,7,5.2,2.8
Abad, Fernando,472551,2016,134,12.1,33.6,109.2,89.1,90.2,89.1,424,178,400,48,35.8,7,5.2,3.5
Achter, A.J.,592091,2016,133,12.8,34.6,111.8,86.7,90.7,83.5,439,170,404,36,27.1,14,10.5,8.8
Kelley, Shawn,518875,2016,133,20.6,27.1,112.9,89.9,93.2,89.8,417,192,389,49,36.8,9,6.8,4
Diekman, Jake,518617,2016,133,11.2,30.1,111.1,87.6,91.3,85.3,395,162,388,43,32.3,7,5.3,3.2
Rondón, Héctor,444468,2016,132,12.1,28.8,107.6,89.7,91.7,88.8,437,175,392,44,33.3,6,4.5,3
Manship, Jeff,453249,2016,131,9.9,26.7,112.2,87.8,91.9,86,446,160,393,40,30.5,9,6.9,4.8
Neshek, Pat,450212,2016,131,18.3,35.9,109.2,85.6,90.2,81.4,431,187,401,32,24.4,9,6.9,4.9
Green, Chad,643338,2016,130,10.5,40.8,112.6,89.2,94.2,84.3,460,186,397,51,39.2,13,10,6.6
Bailey, Andrew,457732,2016,130,15.2,34.6,110.5,88.9,91.9,87.7,440,174,408,44,33.8,14,10.8,7.4
Tolleson, Shawn,474521,2016,129,6.5,27.9,113,89.6,93.5,87.5,423,151,398,52,40.3,8,6.2,4.8
Weber, Ryan,543901,2016,127,6.7,36.2,109.1,89.4,91.5,88.2,429,164,403,48,37.8,9,7.1,5.7
Gsellman, Robert,607229,2016,127,4.7,31.5,113.2,89.6,91.8,88.9,429,135,429,48,37.8,3,2.4,1.6
Lyons, Tyler,544928,2016,127,14.1,36.2,115.6,88.3,94.4,85.3,424,181,386,47,37,11,8.7,5.9
Benoit, Joaquín,276542,2016,127,15.5,33.9,111.1,88.2,90.6,87.2,395,178,380,41,32.3,6,4.7,2.9
Garton, Ryan,623439,2016,127,12.3,32.3,114.2,88.6,91.4,86.8,433,179,397,42,33.1,8,6.3,4.7
Miller, Justin,502522,2016,126,15.6,37.3,112,90.5,94.2,85.5,452,197,420,54,42.9,8,6.3,4.1
Romero, Enny,544836,2016,126,16.3,38.1,111.3,90.5,92.5,89.9,424,188,399,51,40.5,9,7.1,4.4
Díaz, Jumbo,471822,2016,125,13.5,28.8,109.1,88,90.9,87.3,421,157,388,44,35.2,7,5.6,3.8
Layne, Tommy,518927,2016,125,8,31.2,109.3,86,89.4,84.2,419,156,395,31,24.8,7,5.6,3.7
Dunn, Mike,445197,2016,124,21.5,35.5,108.5,86.6,88.7,85.4,438,197,402,26,21,6,4.8,3.4
Germen, Gonzalez,542674,2016,124,12.5,36.3,107.9,88.3,93.4,83.6,465,185,436,46,37.1,8,6.5,4.4
Fien, Casey,502272,2016,124,16.5,44.4,110.5,88.9,91.8,84.7,445,216,392,46,37.1,16,12.9,9.5
Coulombe, Danny,543056,2016,122,-0.2,32,111.8,88.4,92.9,86.3,433,133,394,41,33.6,6,4.9,3.1
Qualls, Chad,430589,2016,121,6,32.2,113.4,89.4,92.3,87.4,453,168,406,49,40.5,12,9.9,7.9
Collmenter, Josh,518567,2016,121,14.8,33.9,108.5,87.6,90.4,86.4,432,183,393,37,30.6,7,5.8,4
Brault, Steven,643230,2016,118,9.8,29.7,109.9,89.5,91.3,88.4,423,166,399,35,29.7,5,4.2,3
Sampson, Keyvius,572102,2016,117,12.8,36.8,112.6,88.3,92.2,84.3,443,195,405,37,31.6,10,8.5,5.3
Cedeño, Xavier,458584,2016,117,10,33.3,109.4,88.3,90.3,86.9,402,162,388,32,27.4,1,0.9,0.6
Stephenson, Robert,596112,2016,116,17.9,34.5,116.2,89.8,93,89,418,197,387,45,38.8,9,7.8,5.3
Hatcher, Chris,501822,2016,116,13.3,33.6,109.4,88.9,94,85.2,425,185,393,45,38.8,9,7.8,5
Kelly, Joe,523260,2016,114,9.9,34.2,111.8,91.2,96.3,87.4,413,168,392,47,41.2,10,8.8,5.3
Reyes, Alex,621052,2016,114,13.9,27.2,105.5,84.8,88.4,83,421,155,421,18,15.8,2,1.8,1.1
Johnson, Erik,605304,2016,114,12.8,29.8,117.2,92.4,96.4,89.3,425,195,393,59,51.8,10,8.8,6.8
Domínguez, José,523848,2016,114,9.8,27.2,108.6,87.5,90.9,85.3,433,156,410,41,36,8,7,5.2
Chapman, Aroldis,547973,2016,114,9.8,33.3,109.4,87.7,92.1,84.8,402,162,376,39,34.2,2,1.8,0.9
Ranaudo, Anthony,519168,2016,113,16.1,31,111,88.9,94.1,85.4,426,196,404,42,37.2,15,13.3,9.9
Osich, Josh,592612,2016,113,0.8,18.6,111.8,87.6,90.3,86.3,456,122,411,35,31,6,5.3,3.8
Cole, A.J.,595918,2016,113,23.9,28.3,114.7,88.8,91.7,87.1,448,201,400,30,26.5,11,9.7,6.5
Withrow, Chris,519437,2016,111,12,33.3,107.4,85,90.3,81.5,400,170,385,28,25.2,5,4.5,3.2
Cervenka, Hunter,543017,2016,111,12,24.3,111.6,86.2,90.1,84,484,157,409,27,24.3,7,6.3,3.8
Yates, Kirby,489446,2016,111,13.8,30.6,109.8,88.2,90.2,88.6,410,165,386,32,28.8,4,3.6,2.2
Burgos, Enrique,542609,2016,111,14.3,36,114.6,88.2,92.4,84.3,435,196,417,40,36,7,6.3,3.9
Díaz, Edwin,621242,2016,111,13.1,32.4,108.6,87.9,90.2,87.3,424,153,410,37,33.3,6,5.4,2.8
Cabrera, Mauricio,606291,2016,110,10,30,112.4,90.5,90.5,91.5,401,170,,41,37.3,1,0.9,0.6
Maness, Seth,595307,2016,110,3.6,31.8,115.6,89.6,95.2,86.4,383,152,362,41,37.3,5,4.5,3.7
Liberatore, Adam,571893,2016,110,14.7,33.6,109.2,88.3,91,85.9,402,185,397,30,27.3,4,3.6,2.3
Vargas, César,570714,2016,110,4.4,28.2,109.9,88,95.9,84.1,443,149,421,37,33.6,11,10,7.1
Davis, Wade,451584,2016,110,12.2,29.1,106.4,86.6,88.5,86.9,394,169,,28,25.5,2,1.8,1.1
Blevins, Jerry,460283,2016,110,13.5,34.5,108.1,85.5,90.3,81.8,399,170,377,33,30,3,2.7,1.7
Rosenthal, Trevor,572096,2016,109,7.4,33.9,110.1,89.1,89.7,89.4,440,149,420,42,38.5,4,3.7,2
Pérez, Oliver,424144,2016,109,13.9,30.3,118.9,87.2,88.8,87.7,430,168,418,27,25,6,5.5,3.3
Ramos, Edubray,591693,2016,109,13.2,40.4,107.8,88.3,90.4,87.5,418,186,389,35,32.1,5,4.6,3.1
González, Severino,605894,2016,109,21.4,39.4,111.2,87.7,91.2,85.5,403,210,385,29,26.6,9,8.3,6
Rodriguez Jr., Fernando,451775,2016,108,20.1,33.3,109.4,89,92.2,89.7,407,182,396,39,36.1,5,4.6,3.1
Logan, Boone,457429,2016,108,7.8,34.3,110.1,87.2,92.8,82.8,424,173,400,32,29.6,6,5.6,3.2
Strop, Pedro,467008,2016,108,4.2,25,110.5,88.8,93.2,86.7,395,142,374,38,35.2,6,5.6,3.2
Uehara, Koji,493157,2016,108,26.8,34.3,110.1,86.5,91.7,80.2,424,212,387,29,26.9,7,6.5,3.8
Weaver, Luke,596133,2016,108,14.7,50,111.4,89.6,91.1,88.9,424,208,407,37,34.3,6,5.6,3.6
Hoffman, Jeff,656546,2016,108,9,29.6,108.5,89.6,93.2,86.6,469,182,423,39,36.1,8,7.4,5.4
May, Trevor,543507,2016,108,16.6,40.7,109.1,89.3,92.6,84.6,432,213,389,41,38,9,8.3,4.8
Boshers, Buddy,542953,2016,107,8.8,29.9,111.3,88.6,91,86,445,174,410,39,36.4,6,5.6,3.9
Papelbon, Jonathan,449097,2016,107,18,38.3,111.1,91.2,94,89.2,396,194,394,44,41.1,7,6.5,4.6
Scahill, Rob,543746,2016,107,3,23.4,114.6,88.4,92.9,87.4,408,123,401,39,36.4,2,1.9,1.4
Goeddel, Erik,592340,2016,106,18.5,42.5,109,90.8,92.9,88.1,424,220,393,39,36.8,11,10.4,7
Hunter, Tommy,488984,2016,106,8.8,28.3,111.2,88.4,90.2,89.3,417,140,417,41,38.7,2,1.9,1.4
Vizcaíno, Arodys,527055,2016,105,7.7,22.9,109.7,89.2,92.3,88.7,421,152,407,37,35.2,3,2.9,1.7
Fields, Josh,451661,2016,104,21.1,27.9,111.5,90.6,92.2,91.5,445,182,417,42,40.4,6,5.8,3.8
Solís, Sammy,519301,2016,103,13,28.2,109.4,89,89.5,90.5,419,158,419,33,32,1,1,0.6
Kimbrel, Craig,518886,2016,103,20.9,35.9,111.4,89.9,94.6,88.7,426,207,388,34,33,6,5.8,2.7
Overton, Dillon,592614,2016,103,18.1,47.6,114,91.7,93.9,86.7,442,242,404,42,40.8,17,16.5,13.3
Doolittle, Sean,448281,2016,102,23.5,33.3,116.5,90.3,92.6,90,440,215,413,40,39.2,7,6.9,4.5
Cecil, Brett,446399,2016,102,10.5,36.3,112.1,90.2,91.3,90.9,459,165,393,44,43.1,5,4.9,3.2
O'Flaherty, Eric,447714,2016,101,7,29.7,110.9,89.3,90.6,88.8,404,162,383,34,33.7,5,5,3.7
Despaigne, Odrisamer,628333,2016,101,12.2,38.6,109.3,86.1,91.5,82.2,441,187,400,27,26.7,5,5,3.7
Smith, Will,519293,2016,100,18.1,36,112.4,85.8,91,84.9,421,178,398,26,26,4,4,2.4
