last_name, first_name,player_id,year,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95percent,barrels,brl_percent,brl_pa
Hendricks, Kyle,543294,2016,523,10.1,28.9,114.3,86.6,90.4,85,455,166,401,137,26.2,18,3.4,2.4
Smyly, Drew,592767,2016,520,21.4,34,114.6,87.8,90.5,87.5,445,200,399,161,31,35,6.7,4.7
Nova, Iván,467100,2016,520,5.2,31.9,118,90.7,95,88.2,450,152,399,213,41,35,6.7,5.1
Miley, Wade,489119,2016,519,9.1,35.1,114.3,89,93.4,86.1,457,170,403,194,37.4,35,6.7,4.9
Keuchel, Dallas,572971,2016,507,3.8,29.6,111.3,88.4,93.1,86.3,424,139,392,187,36.9,35,6.9,5
Lackey, John,407793,2016,506,14.5,32.6,111.9,89.7,92.8,87.9,450,186,406,193,38.1,30,5.9,4
Davies, Zach,605200,2016,503,11.4,31.2,111.8,87.6,90.8,86.3,431,169,398,144,28.6,26,5.2,3.8
Wisler, Matt,605538,2016,503,14.7,30,114.9,89.4,92.1,88.2,436,187,403,185,36.8,32,6.4,4.8
Perdomo, Luis,606131,2016,503,1.2,29.6,113.1,90,94.1,87.7,443,138,403,204,40.6,29,5.8,4.4
Tillman, Chris,501957,2016,502,12.4,34.7,111.1,89,92.6,86.9,433,183,399,177,35.3,39,7.8,5.5
Finnegan, Brandon,605232,2016,501,13.9,38.9,113.2,88.3,92.5,84,430,187,393,178,35.5,40,8,5.4
Corbin, Patrick,571578,2016,499,7.5,31.3,115.6,89.9,93.9,87.6,466,164,420,182,36.5,45,9,6.4
Duffy, Danny,518633,2016,494,15.8,34.8,113.5,89.5,92.9,86.7,450,200,408,178,36,39,7.9,5.3
Greinke, Zack,425844,2016,492,10.9,32.1,117.4,87.9,91.8,85.6,440,183,402,152,30.9,34,6.9,5.1
Gibson, Kyle,502043,2016,490,7.6,32.7,113.8,88.4,92.6,85.6,449,156,405,164,33.5,30,6.1,4.6
Estrada, Marco,462136,2016,489,21.3,31.9,113.2,88.1,92.8,85.9,419,187,388,154,31.5,36,7.4,5
Pineda, Michael,501381,2016,489,9.5,35.6,114.3,89.8,92.7,87.3,462,176,402,192,39.3,33,6.7,4.4
Shoemaker, Matt,533167,2016,488,14.3,35,111.4,87.8,92.2,84.5,451,178,411,171,35,34,7,5.1
Hammel, Jason,434628,2016,486,12.4,33.5,113.7,90,93.3,87.6,450,186,406,181,37.2,35,7.2,5.1
Rodón, Carlos,607074,2016,486,13.1,32.5,111.8,88.9,90.7,88.3,444,172,394,170,35,22,4.5,3.1
Syndergaard, Noah,592789,2016,481,6.4,31.8,113.5,87.6,91.2,85.5,426,153,390,153,31.8,17,3.5,2.3
Ray, Robbie,592662,2016,481,12.3,32.2,116.3,89.9,92.4,88.9,460,182,409,189,39.3,33,6.9,4.3
Maeda, Kenta,628317,2016,479,12.5,34.4,110.9,85.7,90.2,82.4,453,171,404,119,24.8,26,5.4,3.6
Chatwood, Tyler,543022,2016,477,5.3,28.1,112.2,87.7,90.7,86.6,462,142,415,168,35.2,19,4,2.8
Sánchez, Aníbal,434671,2016,475,16.3,31.2,110.4,88.6,92.5,86.6,430,177,396,167,35.2,29,6.1,4.3
Anderson, Chase,502624,2016,470,16.7,38.1,118.2,88.1,91.9,84.9,449,197,399,141,30,41,8.7,6.3
Liriano, Francisco,434538,2016,469,6.4,28.6,117.1,88.4,92.5,85.7,436,155,392,156,33.3,30,6.4,4.1
Fulmer, Michael,605242,2016,464,9.8,28.7,111.1,88.1,92.6,86.2,422,156,394,150,32.3,27,5.8,4.2
Wright, Steven,453214,2016,464,10.5,27.8,113.6,86.9,91,84.6,439,163,401,124,26.7,14,3,2.1
Hernández, Félix,433587,2016,458,8.6,31.7,113,88.9,92.1,87.3,446,158,403,157,34.3,27,5.9,4.1
Gray, Jon,592351,2016,455,12.4,36,113.5,88.2,92.4,85.4,455,171,415,158,34.7,28,6.2,3.9
Chacín, Jhoulys,468504,2016,453,9.1,29.1,112.8,88.9,91.7,88.2,425,155,398,164,36.2,20,4.4,3.2
Pomeranz, Drew,519141,2016,451,11.6,28.2,115.8,88.1,92.7,85.2,447,167,394,155,34.4,33,7.3,4.7
Wacha, Michael,608379,2016,446,9.2,35,116.3,88,92.4,84.8,445,167,405,143,32.1,26,5.8,4.3
Duffey, Tyler,608648,2016,444,8.1,35.1,114.2,90.2,94,87.8,463,162,411,191,43,42,9.5,7
Locke, Jeff,502046,2016,443,10.1,31.4,113,89,91.7,87.9,437,160,399,148,33.4,29,6.5,5.2
Jiménez, Ubaldo,434622,2016,437,10,29.1,113,88.5,91.1,87.5,443,168,398,141,32.3,22,5,3.5
Buchholz, Clay,453329,2016,435,16.2,29.9,112.9,88.2,90.9,88.1,455,173,401,143,32.9,29,6.7,4.9
De La Rosa, Jorge,407822,2016,435,10.1,30.8,115.5,88.9,92.6,87.1,465,164,418,168,38.6,28,6.4,4.6
Pelfrey, Mike,460059,2016,433,7.5,31.4,115.5,89,93.3,87.8,442,152,400,170,39.3,24,5.5,4.4
González, Miguel,456068,2016,430,14.4,32.6,112.7,87.6,91.2,84.8,414,176,394,133,30.9,17,4,3
Manaea, Sean,640455,2016,429,11.7,31,113.6,89.9,94.2,87.1,441,173,401,167,38.9,29,6.8,4.9
Bradley, Archie,605151,2016,424,10.4,33,112,89.6,93.1,86.9,458,180,406,157,37,22,5.2,3.4
Fernández, José,605228,2016,423,11.6,36.2,110.8,89.3,91.9,88.5,427,170,392,153,36.2,16,3.8,2.2
deGrom, Jacob,594798,2016,422,10.8,32,117.6,88.4,92.4,86.2,454,163,410,134,31.8,27,6.4,4.5
Gee, Dillon,518716,2016,419,14.3,34.6,112.1,87.1,91.3,83.1,467,180,406,126,30.1,26,6.2,4.7
Peralta, Wily,503449,2016,415,6.5,34.9,111.9,89.2,91.9,87.5,431,155,401,149,35.9,28,6.7,5.1
Friedrich, Christian,543184,2016,413,14.2,28.8,110.5,88.4,91.5,87.5,455,164,396,136,32.9,17,4.1,3
Carrasco, Carlos,471911,2016,412,8.4,30.6,112.7,89.5,93.3,86.8,456,166,398,156,37.9,21,5.1,3.5
Walker, Taijuan,592836,2016,409,12.7,34,111.5,89.4,92.6,88.1,448,171,394,150,36.7,37,9,6.5
Niese, Jonathon,477003,2016,408,7.1,31.9,114.5,89.5,92.9,87.1,448,158,391,140,34.3,24,5.9,4.4
Cashner, Andrew,488768,2016,408,10.9,33.8,113.3,90.8,94.1,88.9,438,169,398,166,40.7,32,7.8,5.5
Kazmir, Scott,431148,2016,397,13.9,35.8,113.4,85.9,89.9,82.7,448,174,401,123,31,21,5.3,3.6
Chen, Wei-Yin,612672,2016,393,13.2,33.8,113.7,89.7,92.4,87.7,431,183,388,146,37.2,33,8.4,6.3
Andriese, Matt,542882,2016,391,13.6,30.7,115.4,91.1,93.6,90.7,446,179,397,161,41.2,28,7.2,5.3
Eovaldi, Nathan,543135,2016,387,7.8,31,115,89.8,93.1,87.7,454,163,396,156,40.3,33,8.5,6.3
Conley, Adam,543045,2016,386,17,32.4,113.9,87.9,92.6,84.4,458,189,419,122,31.6,24,6.2,4.1
Matz, Steven,571927,2016,382,7.1,26.2,115.3,88.7,92.1,87.1,436,146,393,138,36.1,17,4.5,3.1
Peavy, Jake,408241,2016,380,18.4,33.9,111.1,89.8,93.5,87.2,442,191,397,140,36.8,35,9.2,6.7
Morgan, Adam,605388,2016,379,13.4,37.2,113.3,89.6,92.8,87.4,461,191,405,149,39.3,27,7.1,5.3
Gallardo, Yovani,451596,2016,378,13.3,33.3,117.8,89,92.5,86.9,436,181,402,135,35.7,20,5.3,3.8
Gray, Sonny,543243,2016,378,6.1,28.6,111,90.2,94.2,88.5,448,146,395,164,43.4,24,6.3,4.7
Foltynewicz, Mike,592314,2016,373,12.8,31.6,114.1,88.6,91.8,87,459,176,400,138,37,23,6.2,4.4
Strasburg, Stephen,544931,2016,369,14.2,36.3,114.3,87.7,91.9,84.1,431,180,399,124,33.6,22,6,3.7
Paxton, James,572020,2016,369,8.8,30.6,117,90.4,92.6,89.8,419,155,390,152,41.2,15,4.1,2.9
DeSclafani, Anthony,543101,2016,368,12,34.5,109.9,88.8,91.7,87.6,428,174,398,133,36.1,23,6.3,4.5
Lewis, Colby,407890,2016,368,18.1,32.9,109.4,88.7,92.4,85.9,440,196,391,131,35.6,25,6.8,5.3
Cole, Gerrit,543037,2016,366,8,36.1,110.8,87.7,89.6,87,433,160,400,113,31,11,3,2.2
Kershaw, Clayton,477132,2016,359,9.4,27.9,112.1,86.9,90.9,84.6,433,155,388,98,27.3,16,4.5,2.9
Salazar, Danny,517593,2016,358,9.4,32.4,113.5,91.3,94.7,89.5,455,166,400,158,44.1,28,7.8,4.8
Holland, Derek,502706,2016,357,15.2,36.1,116.3,88.4,91.1,87.5,447,183,402,121,33.9,24,6.7,5.2
Zimmermann, Jordan,519455,2016,356,16,30.6,111.6,88,92,85.8,435,175,398,121,34,23,6.5,5.1
Velasquez, Vince,592826,2016,353,16.9,37.4,116.3,88.6,92.3,85.8,451,195,407,120,34,28,7.9,5.1
Garza, Matt,490063,2016,352,7.4,23.3,114.3,89.3,92.8,88.3,419,139,397,132,37.5,17,4.8,3.7
Griffin, A.J.,456167,2016,349,21.1,38.1,111.7,89.2,93.4,87,442,208,401,135,38.7,30,8.6,5.9
Anderson, Tyler,542881,2016,347,7.9,27.1,109.1,84.9,87.6,83.7,445,144,400,91,26.2,10,2.9,2.1
Miller, Shelby,571946,2016,346,13.3,34.1,117.6,89.9,92.3,89.1,463,194,412,136,39.3,34,9.8,7.4
Guerra, Junior,448855,2016,346,12.3,30.9,111.4,88.2,92.7,85.6,455,172,407,112,32.4,20,5.8,4.1
Norris, Bud,502032,2016,341,10.4,31.4,112.7,90.2,93.1,88.5,451,168,401,139,40.8,19,5.6,3.8
Wilson, Tyler,592869,2016,331,11.8,32.9,112.7,89.8,92.5,88.5,459,186,403,122,36.9,20,6,4.8
Nola, Aaron,605400,2016,327,6,29.7,115.4,87.2,91.4,85.6,424,150,388,104,31.8,12,3.7,2.5
Nicasio, Juan,504379,2016,323,13,30.3,111,88.5,92.5,86.4,451,169,399,102,31.6,16,5,3.1
Bundy, Dylan,605164,2016,322,17.1,35.1,108.2,87.6,90.9,86.4,443,189,400,102,31.7,20,6.2,4.2
Rea, Colin,607067,2016,321,9.5,33.6,113.3,90,93.3,88.1,445,166,409,127,39.6,14,4.4,3.1
Ross, Joe,605452,2016,319,11.4,33.2,120.1,89,91.6,87.4,418,162,387,101,31.7,10,3.1,2.2
Rodriguez, Eduardo,593958,2016,315,18.9,34.3,112.9,86,89.8,82.9,434,192,392,82,26,20,6.3,4.4
Stripling, Ross,548389,2016,314,7.1,32.5,116,88.7,92.3,85.8,427,163,389,109,34.7,17,5.4,4.1
Taillon, Jameson,592791,2016,313,7.8,24.6,110.2,88.9,93.7,86.5,414,146,393,108,34.5,13,4.2,3.1
Harvey, Matt,518774,2016,300,11.2,38,112.7,88.5,92,86.5,438,170,397,111,37,13,4.3,3.2
Boyd, Matthew,571510,2016,297,18.2,32.7,114.4,87.8,92.4,85.4,456,180,409,97,32.7,22,7.4,5.3
Verrett, Logan,548337,2016,293,10.5,36.5,114.8,89.9,93.7,86.7,429,176,409,105,35.8,29,9.9,7.1
Cain, Matt,430912,2016,287,16.1,33.1,112.9,88.9,92.7,86.9,441,180,397,96,33.4,20,7,5
Nicolino, Justin,592593,2016,286,10.7,34.6,113.2,90.3,93.8,88.2,420,165,402,111,38.8,17,5.9,4.9
Ramírez, Erasmo,541640,2016,285,8.7,27,115,88.7,93.8,86.7,433,150,399,100,35.1,14,4.9,3.7
Devenski, Chris,606965,2016,281,16.7,35.9,112.1,86.9,90.4,84.2,428,185,409,77,27.4,11,3.9,2.7
Ureña, José,570632,2016,280,8.3,31.8,111.2,87.7,90.7,85.7,428,156,396,86,30.7,13,4.6,3.5
Montgomery, Mike,543557,2016,274,2.8,27,112.4,89.4,93.5,87.7,430,130,404,95,34.7,12,4.4,2.9
Suárez, Albert,544150,2016,271,9.2,32.1,112.5,88.4,92.6,85.6,443,162,412,89,32.8,17,6.3,4.8
Jackson, Edwin,429719,2016,270,14,32.6,110.8,89.4,93.5,87.2,446,178,404,100,37,21,7.8,5.6
Hill, Rich,448179,2016,269,13.2,27.9,113.4,87.1,91,85.6,435,157,412,87,32.3,10,3.7,2.3
Worley, Vance,474699,2016,269,11.3,26.8,110.4,87.8,90.6,87.1,432,163,397,79,29.4,12,4.5,3.3
Karns, Nate,501992,2016,268,12.4,35.1,112,89.8,93.3,87.5,454,177,403,99,36.9,16,6,3.8
Young, Chris,432934,2016,267,20.1,36,111.5,89.8,93.8,86,469,218,406,99,37.1,34,12.7,8.4
Feldman, Scott,444857,2016,260,8.4,31.2,110.3,85.8,89.8,83.4,427,152,403,62,23.8,14,5.4,4.1
Vogelsong, Ryan,285064,2016,260,14.6,32.3,111,88,91.8,85.2,436,181,388,79,30.4,18,6.9,4.9
Rusin, Chris,543734,2016,255,4.5,25.1,112.4,89,93.3,87,451,134,411,92,36.1,11,4.3,3.1
Snell, Blake,605483,2016,252,12.6,39.7,110.4,87.4,90,85.6,418,180,375,75,29.8,8,3.2,2
Ramírez, JC,500724,2016,250,5.2,27.2,111.3,88.2,91,87.3,429,143,390,84,33.6,11,4.4,3.3
Darvish, Yu,506433,2016,250,13.2,33.6,112.6,86.3,90.4,82.4,435,186,400,80,32,15,6,3.6
Neal, Zach,594943,2016,247,7.8,26.7,113.7,87.2,91.8,84.8,443,146,413,83,33.6,14,5.7,5
Godley, Zack,643327,2016,246,5.8,33.7,111.6,89.5,94,86.6,451,170,403,86,35,19,7.7,5.7
Villanueva, Carlos,453646,2016,243,13.4,35.8,108.3,89.5,92.9,87.4,438,174,389,88,36.2,21,8.6,6.5
Wright Jr., Mike,605541,2016,243,13.9,32.5,112.4,88.5,91.9,86.7,462,188,397,86,35.4,13,5.3,4
Milone, Tommy,543548,2016,239,9.9,34.7,112,87.2,92.5,83.2,454,161,402,87,36.4,19,7.9,6.1
Blair, Aaron,594760,2016,238,13.6,31.5,114.4,89.1,93.6,85,425,181,388,85,35.7,17,7.1,5.2
Boyer, Blaine,430641,2016,238,9.4,32.8,112.8,85.9,87,86.2,425,152,388,64,26.9,3,1.3,1.1
Oberholtzer, Brett,519085,2016,237,12.5,33.8,113.6,90.1,93.6,87.8,443,177,393,94,39.7,17,7.2,5.3
Pressly, Ryan,519151,2016,236,14,40.3,113.8,89.9,92.8,87.4,442,191,410,92,39,16,6.8,4.9
Latos, Mat,502009,2016,236,13,31.4,109.6,88,92.2,85.7,431,173,394,78,33.1,10,4.2,3.2
Shipley, Braden,640463,2016,234,11.3,31.6,112.6,90.1,93,88,456,185,411,95,40.6,19,8.1,6.2
Richard, Clayton,453385,2016,232,-0.8,25.9,114.2,88.4,92.8,86.7,420,121,397,74,31.9,7,3,2.3
Delgado, Randall,517414,2016,231,14.3,31.2,112.9,88.3,93.3,84.8,424,185,392,87,37.7,9,3.9,2.7
Lamb, John,543424,2016,228,13.3,32,111.4,86.9,91.3,83.7,441,168,391,63,27.6,13,5.7,4.1
Dean, Pat,534737,2016,227,13.1,31.7,119.7,91.1,93,91,436,170,401,91,40.1,19,8.4,6.3
Torres, Carlos,448614,2016,227,11.6,30.8,115.1,86.3,89.3,83.8,442,167,403,66,29.1,13,5.7,3.8
Gómez, Jeanmar,491646,2016,226,6.2,31.9,114.7,87.3,92.6,83.8,428,158,397,70,31,16,7.1,5.4
Clemens, Paul,518560,2016,226,14.2,31.4,113.7,90.9,94.9,88.3,429,187,394,89,39.4,18,8,5.7
Wilson, Alex,543935,2016,226,12.3,30.5,110.1,88.3,92.6,86.4,425,167,399,72,31.9,13,5.8,4.4
Kuhl, Chad,641771,2016,224,11.6,32.1,112.2,88.9,94.8,85.2,421,172,399,77,34.4,11,4.9,3.7
Mengden, Daniel,596043,2016,224,13,32.1,114.5,88,92.3,84.1,439,181,395,79,35.3,13,5.8,3.9
Eflin, Zach,621107,2016,223,15.8,35.9,112.3,88.8,92.2,86.4,443,196,404,81,36.3,15,6.7,5.5
Cessa, Luis,570666,2016,222,11.8,32.9,114.9,88.5,94,83.2,442,175,386,78,35.1,19,8.6,6.7
Butler, Eddie,572750,2016,222,9.7,32.4,114.1,90.9,92.7,90.4,454,166,423,96,43.2,15,6.8,5.1
Simon, Alfredo,430580,2016,220,8.8,36.8,111.5,88.9,93.3,85.5,454,164,403,82,37.3,21,9.5,7
Severino, Luis,622663,2016,218,9.2,32.1,114.7,89.7,95.3,85.9,428,159,387,90,41.5,17,7.8,5.4
Urías, Julio,628711,2016,217,11.5,34.1,114.6,86.7,89.9,85.1,445,169,414,65,30,9,4.1,2.7
Hand, Brad,543272,2016,216,10.7,28.2,113.7,88.6,93.4,85.7,414,168,394,81,37.5,12,5.6,3.3
De La Cruz, Joel,503444,2016,215,11.2,36.3,112.4,89.2,94.4,85.2,448,185,401,79,36.7,15,7,5.4
Adleman, Tim,534947,2016,215,16.3,37.2,113.4,88.7,91.6,86.1,461,202,398,80,37.2,17,7.9,5.9
Hughes, Phil,461833,2016,212,16.9,37.7,116.9,91.7,94.5,89.9,432,190,398,93,43.9,17,8,6.6
Iglesias, Raisel,628452,2016,211,12.8,27,106,86,89.8,83,422,165,397,57,27,6,2.8,1.8
Salas, Fernando,477569,2016,210,16.5,29.5,112.3,89.2,92.2,88.1,451,187,405,73,34.8,15,7.1,5.1
Biagini, Joe,607352,2016,209,7,28.7,112.9,87.4,90,87.1,444,135,400,72,34.4,7,3.3,2.4
Norris, Daniel,596057,2016,209,14.7,33.5,114.2,89.9,92.9,88.3,433,188,395,84,40.2,15,7.2,5
Wood, Blake,502028,2016,209,6.1,26.8,114.4,89.9,93,88.3,435,148,412,78,37.3,13,6.2,3.9
Robles, Hansel,570663,2016,209,18.6,34.9,117.6,89.2,92.6,86.6,408,191,392,75,35.9,12,5.7,3.6
Lyles, Jordan,543475,2016,208,7,32.2,108.1,87.2,91.1,84,411,147,397,67,32.2,3,1.4,1.1
Bowman, Matt,621199,2016,208,1.4,25.5,106.8,85,88.3,83.7,417,127,384,46,22.1,5,2.4,1.8
Tonkin, Michael,543859,2016,208,16.4,38,117.8,90.6,93.6,88.1,443,200,408,89,42.8,20,9.6,6.3
Hernandez, David,456696,2016,207,15,33.3,111.6,88.9,91.9,88,426,178,385,70,33.8,8,3.9,2.5
Blanton, Joe,430599,2016,207,17,38.2,113.1,87.7,90.2,86.2,426,203,393,63,30.4,11,5.3,3.5
Familia, Jeurys,544727,2016,205,-2.5,24.9,118.5,86.1,91.4,84.4,428,108,428,59,28.8,4,2,1.2
Dyson, Sam,473879,2016,204,-0.6,22.5,115.4,89.1,93.4,87.9,421,114,387,73,35.8,7,3.4,2.5
Ziegler, Brad,446899,2016,202,0,24.3,112.8,89.1,93.2,88,409,129,394,72,35.6,8,4,2.8
Maurer, Brandon,543506,2016,202,13.7,35.1,112.2,89.4,93.2,85.7,428,193,403,78,38.6,15,7.4,5
Anderson, Cody,594736,2016,202,12.5,35.1,111.8,89.1,92,86.3,442,182,399,72,35.6,11,5.4,4.1
Otero, Dan,519096,2016,202,2.1,25.7,113,87.1,91.7,85.6,440,126,436,58,28.7,3,1.5,1.1
McCullers Jr., Lance,621121,2016,201,2.7,29.4,111.5,88.5,92.9,85.9,429,134,402,71,35.3,11,5.5,3.1
Dull, Ryan,623430,2016,201,21.5,26.9,109.6,87.7,92.4,86,446,190,398,59,29.4,13,6.5,4.5
Petit, Yusmeiro,433589,2016,201,15.8,27.4,110.1,88.6,91.5,87.5,432,174,404,66,32.8,13,6.5,4.9
Reed, Addison,592665,2016,200,14.3,35,117,89.3,91.1,88.2,396,179,387,71,35.5,9,4.5,3
Chavez, Jesse,445926,2016,199,13.3,32.7,111.8,89.1,92.7,86.3,458,178,393,77,38.7,15,7.5,5.3
Madson, Ryan,425492,2016,199,10.7,28.6,110.8,85.7,89.7,83.7,415,151,393,54,27.1,8,4,3
Phelps, David,475479,2016,198,10.1,28.8,109.8,87.4,90.5,85.8,432,156,406,70,35.4,10,5.1,2.8
Vázquez, Felipe,553878,2016,196,8.6,35.2,112,86.7,90.1,84.8,434,161,401,62,31.6,12,6.1,3.7
Axford, John,446099,2016,196,6.3,28.6,111.3,89.7,92.8,88.8,422,142,383,75,38.3,13,6.6,4.5
Hughes, Jared,453172,2016,196,4.9,24.5,111,88,92.4,87.1,439,137,408,66,33.7,10,5.1,3.9
Soria, Joakim,465657,2016,196,10.8,28.1,114.4,87.9,92.5,86.2,439,164,414,64,32.7,18,9.2,6.1
Warren, Adam,476589,2016,195,11.6,30.3,111.1,88.6,92.1,86.7,442,186,407,58,29.7,13,6.7,4.7
Tropeano, Nick,607374,2016,195,19.2,29.7,112,89.8,94,87.5,442,204,413,62,31.8,23,11.8,7.8
