Season,Name,Team,Level,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,xFIP,PlayerId
2015,"Scott Copeland","TOR","AAA",27,125,4.752,2.664,1.78378378,0.576,0.12741313,0.07142857,0.05598456,0.24947589,1.248,0.27543424,0.77956989,2.952,3.917026720046997,-0.9650267200469971,3.6922017240524294,"10706"
2017,"Scott Copeland","MIA","AAA",29,137.2,7.714286284313158,3.464891297191503,2.22641509,1.307506149883586,0.19218241,0.08631922,0.10586319,0.28571429,1.5326877645857593,0.33253012,0.7382199,4.968523369557627,5.224414543069249,-0.25589117351162116,4.327950057981926,"10706"
2014,"Red Patterson","LAD","AAA",27,121.1,7.714286037666658,3.189560573266022,2.41860465,1.5576923729903829,0.19402985,0.08022388,0.11380597,0.28806584,1.5082418214668787,0.32963989,0.69115816,5.7857145282499935,5.472357181799673,0.31335734645032076,4.758611707398779,"10710"
2017,"Drew Hutchison","PIT","AAA",26,159.1,7.004183653241168,3.2196650664092465,2.1754386,0.7907949285917447,0.183161,0.08419498,0.09896602,0.24306688,1.2928869467452335,0.28421053,0.74457084,3.5585771786628513,4.128331931155222,-0.5697547524923703,4.171489810172504,"10732"
2013,"Asher Wojciechowski","HOU","AAA",24,134,6.985074626865671,2.955223880597015,2.36363636,0.6716417910447762,0.18772563,0.07942238,0.10830325,0.22789784,1.1940298507462686,0.26835443,0.71428571,3.5597014925373136,3.99513698549413,-0.4354354929568163,4.725848070965775,"10836"
2015,"Asher Wojciechowski","HOU","AAA",26,115.1,6.78901764043985,3.199422106414182,2.12195122,1.0144509117898626,0.1702544,0.08023483,0.09001957,0.27801724,1.473988504310057,0.31868132,0.68441065,4.916185187904719,4.778576255718553,0.13760893218616577,4.6657542970811745,"10836"
2018,"Christian Bergman","SEA","AAA",30,141.2,7.1788240448948795,2.477647236733631,2.8974359,0.9529412448975503,0.1825525,0.06300485,0.11954765,0.29340278,1.4682353995458552,0.34375,0.65968586,5.082353306120268,4.437095279999839,0.6452580261204295,4.710135162206955,"10925"
2014,"Josh A. Smith","CIN","AAA",26,159,6.962264150943396,3.7358490566037736,1.86363636,0.4528301886792453,0.17107093,0.09179416,0.07927677,0.26934985,1.509433962264151,0.3223301,0.66581849,4.69811320754717,3.841956287360042,0.8561569201871277,4.525877952406992,"10946"
2016,"Jake Buchanan","CHC","AAA",26,141,6.702127659574468,2.425531914893617,2.76315789,0.3829787234042553,0.17269737,0.0625,0.11019737,0.2745098,1.3617021276595744,0.32888889,0.6490135,4.340425531914893,3.7847109632289158,0.5557145686859775,4.042821045124785,"10962"
2018,"Jake Buchanan","ARI","AAA",28,156.2,4.94042585270177,2.700000175313758,1.82978723,0.5170213101664644,0.12481858,0.0682148,0.05660378,0.30015798,1.5127660556722475,0.33643123,0.65981148,5.170213101664643,4.466607167022487,0.7036059346421562,4.836399419431645,"10962"
2015,"John Gast","STL","AAA",26,121.2,6.657534803210516,3.1808221837561357,2.09302326,0.8876713070947355,0.16071429,0.07678571,0.08392858,0.29941292,1.610959038801557,0.34474328,0.63714903,5.030137406870168,4.610344440906179,0.41979296596398896,4.848347558055609,"11133"
