Season,Name,Team,Level,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,xFIP,PlayerId
2014,"Eric Jokisch","CHC","AAA",24,158.1,8.128420530400614,1.7621051499469862,4.61290323,0.6821052193343172,0.21966206,0.04761905,0.17204301,0.25162338,1.1747367666313242,0.31019523,0.65819861,3.5810524015051652,3.5424843588430135,0.03856804266215175,3.933450164157166,"11157"
2018,"Eric Jokisch","OAK","AAA",28,148.2,7.32511260884461,2.784753553775637,2.63043478,0.7264574488110358,0.18558282,0.07055215,0.11503067,0.27363184,1.4192826083252643,0.32553191,0.65922921,4.05605408919495,4.155644453865628,-0.09959036467067861,4.151285296454537,"11157"
2017,"Eric Jokisch","ARI","AAA",27,134.2,6.081683627718453,2.806930905100825,2.16666667,0.8019802586002356,0.15826087,0.07304348,0.08521739,0.2612782,1.3440595074689135,0.2960373,0.6779661,4.210396357651237,4.485634013627424,-0.2752376559761869,4.605183145730381,"11157"
2016,"David Buchanan","PHI","AAA",27,167.1,5.1095614423676485,2.1513942915232205,2.375,0.8067728593212077,0.13848397,0.05830904,0.08017493,0.25310559,1.2131473366089272,0.27715356,0.67391304,3.9800794393179575,3.9521000838340683,0.02797935548388919,3.8547745575767127,"11176"
2014,"Casey Sadler","PIT","AAA",23,124.2,5.558823982999586,1.7326204622336372,3.20833333,0.7941177118570837,0.15217391,0.04743083,0.10474308,0.25941423,1.187165872271196,0.28974359,0.75402635,3.032085808908865,3.943241102907032,-0.9111552939981666,3.669650950777555,"11209"
2014,"Zach Neal","OAK","AAA",25,119.1,6.033519810235212,1.2067039620470426,5,1.1312849644191023,0.16,0.032,0.128,0.28541667,1.2821229596749826,0.31688312,0.63970588,4.072625871908769,4.496468504946806,-0.4238426330380376,4.402392101323693,"11294"
2015,"Zach Neal","OAK","AAA",26,131.1,5.345177250959735,1.3705582694768552,3.9,0.6852791347384276,0.14104882,0.03616637,0.10488245,0.28598485,1.3020303560030124,0.32045455,0.64814815,4.180202721904409,3.972481870072541,0.20772085183186784,4.178842770851786,"11294"
2017,"Seth Frankoff","CHC","AAA",28,116.2,9.180000800432547,3.6257146018515103,2.53191489,1.3885715496452593,0.24137931,0.09533469,0.14604462,0.23287671,1.2771429685008866,0.27906977,0.72837633,4.397143240543321,5.100782591029587,-0.7036393504862657,4.277519082009647,"11346"
2015,"Pat Dean","MIN","AAA",26,179,4.927374301675978,1.8100558659217878,2.72222222,0.5027932960893855,0.13706294,0.05034965,0.08671329,0.25147929,1.1508379888268156,0.28169014,0.76410256,2.815642458100559,3.4419429211643155,-0.6263004630637568,3.820070770466128,"11350"
2013,"Brandon Cumpton","PIT","AAA",24,122,6.639344262295082,3.2459016393442623,2.04545455,0.4426229508196721,0.17509728,0.08560311,0.08949417,0.24891775,1.3032786885245902,0.29781421,0.72509458,3.319672131147541,3.6475212605273137,-0.32784912937977273,3.696937649538283,"11366"
2011,"Josh Butler","MIL","AAA",26,141.2,6.098823967344322,4.828235640814255,1.26315789,1.5247059918360806,0.14457831,0.11445783,0.03012048,0.29584775,1.7435295369607031,0.3209607,0.72515667,5.145882722446772,6.45155944124903,-1.3056767188022578,5.621265814623585,"1141"
2011,"Yunesky Maya","WSN","AAA",29,129.2,6.802057088900536,1.9434448825430104,3.5,0.9717224412715052,0.18081181,0.05166052,0.12915129,0.26129666,1.241645341624701,0.29974811,0.6352459,4.997429697967741,3.892313599958801,1.1051160980089398,3.8532282448700808,"11420"
2012,"Yunesky Maya","WSN","AAA",30,167,4.796407185628743,2.155688622754491,2.225,1.0778443113772456,0.12917271,0.05805515,0.07111756,0.24572317,1.18562874251497,0.25842697,0.71022727,3.8802395209580838,4.478741936483782,-0.5985024155256986,4.115147961658275,"11420"
2013,"Yunesky Maya","WSN","AAA",31,146.1,6.088837845520309,1.9066057900114097,3.19354839,0.6150341258101322,0.16019417,0.05016181,0.11003236,0.26883562,1.2847379516922761,0.30947368,0.66666667,3.8747149926038325,3.4372445350136918,0.4374704575901407,3.617363335720758,"11420"
2015,"Anthony Ranaudo","TEX","AAA",25,118,6.864406779661017,3.5084745762711864,1.95652174,1.0677966101694916,0.1754386,0.08966862,0.08576998,0.26781857,1.4406779661016949,0.30640669,0.70595855,4.576271186440678,4.887521045490847,-0.3112498590501689,4.81815708724119,"11424"
2014,"Anthony Ranaudo","BOS","AAA",24,138,7.239130434782608,3.5217391304347827,2.05555556,0.5869565217391305,0.19542254,0.09507042,0.10035212,0.21960784,1.2028985507246377,0.26410256,0.79415502,2.608695652173913,3.857679557800293,-1.24898390562638,4.361510719877223,"11424"
2016,"A.J. Cole","WSN","AAA",24,124.2,7.868984599311102,2.526738174090721,3.11428571,1.1550803081557581,0.20488722,0.06578947,0.13909775,0.2641129,1.3315509107906656,0.30997305,0.71230982,4.259358636324358,3.9553279263580094,0.30403070996634884,3.4659411037773475,"11467"
2014,"Zach Lee","LAD","AAA",22,150.2,5.794248178819516,3.2256639346005556,1.7962963,1.0752213115335185,0.14542729,0.08095952,0.06446777,0.29159802,1.5331859442237208,0.32317073,0.62322946,5.376106557667593,5.160556175277649,0.21555038238994406,5.0188675615397305,"11468"
2014,"Dallas Beeler","CHC","AAA",25,124.1,6.00804314122108,2.316353982157525,2.59375,0.5790884955393812,0.16633267,0.06412826,0.10220441,0.24190065,1.1581769910787625,0.27956989,0.73099415,3.4021449112938646,4.070352291024265,-0.6682073797304002,4.289656491758199,"11471"
2017,"Williams Perez","CHC","AAA",26,120.1,7.628809186721303,3.8144045933606514,2,0.5983379754291217,0.19465649,0.09732824,0.09732825,0.26180258,1.4376731909616398,0.32022472,0.62796209,5.011080544218895,4.335740945449722,0.6753395987691722,4.651947614819435,"11592"
2016,"Deck McGuire","STL","AAA",27,134,7.455223880597015,3.3582089552238807,2.22,1.4776119402985075,0.19507909,0.08787346,0.10720563,0.26070039,1.373134328358209,0.29396325,0.69532238,5.104477611940299,5.42983639987547,-0.3253587879351718,4.8411235723922506,"11596"
2014,"Mike Kickham","SFG","AAA",25,148.1,7.948314061655516,3.883145801114145,2.046875,0.48539322513926814,0.1964018,0.09595202,0.10044978,0.28595318,1.5842695542740002,0.35511983,0.64685315,4.429213179395822,4.0307161415383295,0.39849703785749213,4.232236291309302,"11618"
2015,"Toru Murata","CLE","AAA",30,164.1,5.531439819865828,2.4645028900392303,2.24444444,0.8762676942361708,0.15165165,0.06756757,0.08408408,0.24025974,1.1744421179693123,0.26452906,0.79157175,2.902636737157316,4.1063167221361825,-1.2036799849788666,3.860956556074992,"11652"
2018,"Justin Nicolino","CIN","AAA",26,134.1,5.761786164179257,2.3449129737938836,2.45714286,0.8709676759805853,0.14700855,0.05982906,0.08717949,0.29595588,1.45905696147175,0.33258427,0.68552775,4.689825947587767,4.226370887814075,0.4634550597736924,4.485056275123164,"11754"
2019,"Justin Nicolino","CHW","AAA",27,116,6.517241379310345,2.560344827586207,2.54545455,2.6379310344827585,0.16470588,0.06470588,0.1,0.2832981,1.4396551724137931,0.28169014,0.65640194,6.2844827586206895,6.943694387633226,-0.6592116290125363,5.44258704791809,"11754"
2014,"Noah Syndergaard","NYM","AAA",21,133,9.81203007518797,2.9097744360902253,3.37209302,0.7443609022556391,0.24871355,0.07375643,0.17495712,0.28838951,1.481203007518797,0.37830688,0.67164179,4.601503759398496,3.7003790855407717,0.9011246738577245,3.7602049829256265,"11762"
2013,"Andrew Werner","OAK","AAA",26,165,6.054545454545455,2.0727272727272728,2.92105263,1.0909090909090908,0.15438108,0.05285118,0.1015299,0.30059524,1.4545454545454546,0.33641405,0.62895928,5.781818181818182,4.654612336014257,1.1272058458039256,4.5073260245901166,"11783"
2013,"James Paxton","SEA","AAA",24,145.2,8.09382207552368,3.583524277712774,2.25862069,0.6178490133987541,0.2046875,0.090625,0.1140625,0.27288428,1.4828376321570098,0.33789954,0.65853659,4.448512896471029,3.9198782920917323,0.5286346043792967,4.012005501409653,"11828"
2019,"Enderson Franco","SFG","AAA",26,113,7.8053097345132745,2.8672566371681416,2.72222222,1.9115044247787611,0.19405941,0.07128713,0.12277228,0.29956897,1.5486725663716814,0.33625731,0.68306011,5.9734513274336285,5.911722981613295,0.06172834582033371,5.840433532738053,"11896"
2014,"Matt Andriese","TBR","AAA",24,162.1,7.151950270512934,2.661190798330394,2.6875,0.9979465493738978,0.1934033,0.07196402,0.12143928,0.25040917,1.2381929408898362,0.29094828,0.73993471,3.770020297634725,4.244743157243758,-0.47472285960903315,3.7287137657930827,"12022"
2013,"Brian Flynn","MIA","AAA",23,138,7.956521739130435,2.608695652173913,3.05,0.45652173913043476,0.21403509,0.07017544,0.14385965,0.24144487,1.210144927536232,0.302267,0.7382134,2.8043478260869565,3.417589938122293,-0.6132421120353366,3.668541767610156,"12027"
2014,"Brian Flynn","MIA","AAA",24,139.2,6.701671132503036,3.2219572752418446,2.08,0.8377088915628795,0.1664,0.08,0.0864,0.2970123,1.5680192072843644,0.34513274,0.68665377,4.059666166804724,4.624006837776768,-0.5643406709720438,4.880161326846034,"12027"
2014,"Cody Martin","ATL","AAA",24,156,8.192307692307692,3.230769230769231,2.53571429,0.9807692307692307,0.21289355,0.08395802,0.12893553,0.25,1.3269230769230769,0.3011236,0.77812829,3.519230769230769,4.165371865492601,-0.6461410962618315,3.8926961886003997,"12182"
2019,"Seth Maness","TEX","AAA",30,117,5.3076923076923075,1.2307692307692308,4.3125,1.4615384615384615,0.13476563,0.03125,0.10351563,0.31568228,1.4615384615384615,0.33746898,0.68273092,5.384615384615385,5.266764203911154,0.11785118070423106,5.753467556706861,"12235"
2017,"Aaron Brooks","CHC","AAA",27,138,6.8478260869565215,1.826086956521739,3.75,1.7608695652173914,0.17269737,0.04605263,0.12664474,0.31314879,1.5144927536231885,0.34529148,0.62933025,6.195652173913044,5.394695514181386,0.800956659731658,4.236879748537921,"12272"
2014,"Aaron Brooks","KCR","AAA",24,139,6.280575539568345,1.618705035971223,3.88,0.9064748201438849,0.16782007,0.0432526,0.12456747,0.27355072,1.2661870503597121,0.3106576,0.69885642,3.884892086330935,4.175199229425664,-0.29030714309472927,4.697916014181625,"12272"
2019,"Colin Rea","CHC","AAA",28,148,7.297297297297297,3.6486486486486487,2,1.0337837837837838,0.19169329,0.09584665,0.09584664,0.25177305,1.364864864864865,0.29274005,0.72142064,3.9527027027027026,4.925057112204062,-0.9723544095013592,5.48549151948175,"12317"
2014,"Nick Tropeano","HOU","AAA",23,124.2,8.663102311168187,2.3823531355712513,3.63636364,0.7941177118570837,0.24691358,0.06790123,0.17901235,0.20044543,0.98663109654971,0.24842767,0.7437276,3.032085808908865,3.812678559944804,-0.7805927510359387,4.129209720273433,"12385"
2011,"Adam Ottavino","STL","AAA",25,141,7.659574468085107,4.531914893617022,1.69014085,0.8936170212765957,0.18779343,0.11111111,0.07668232,0.27549195,1.5957446808510638,0.32941176,0.69496269,4.851063829787234,5.074104097379861,-0.2230402675926264,5.171122599028527,"1247"
2016,"Drew Rucinski","CHC","AAA",27,155,6.735483870967742,2.496774193548387,2.69767442,0.9290322580645162,0.17008798,0.06304985,0.10703813,0.29495268,1.4838709677419355,0.34063745,0.59736595,5.922580645161291,4.49507472438197,1.4275059207793204,4.815632524797993,"12499"
2014,"Taylor Hill","WSN","AAA",25,144,5.375,1.5625,3.44,0.9375,0.14650767,0.04258944,0.10391823,0.24593128,1.1180555555555556,0.26769912,0.81879195,2.8125,4.2257351133558485,-1.4132351133558485,3.977857285199894,"12515"
2015,"Taylor Hill","WSN","AAA",26,118.2,5.308989219150262,2.1994383907908226,2.4137931,0.6825843281764623,0.12939002,0.05360444,0.07578558,0.32213439,1.6179776667886512,0.36065574,0.6364617,5.233146516019544,3.8480380152379836,1.3851085007815604,3.8809494313980135,"12515"
2016,"Taylor Hill","WSN","AAA",27,154.2,5.64439692295975,2.211207041984232,2.55263158,1.105603520992116,0.14719272,0.05766313,0.08952959,0.27184466,1.3318966393238356,0.29681275,0.69078947,4.5969830609672195,4.3071627148550045,0.2898203461122151,4.029751434747021,"12515"
2015,"Erik Johnson","CHW","AAA",25,132.2,9.22613136070147,2.7814072484467665,3.31707317,0.33919600590814225,0.25420561,0.07663551,0.1775701,0.2195122,1.12311566400696,0.29344729,0.77083333,2.3743720413569958,2.5690869764728843,-0.19471493511588855,2.877398183362297,"12520"
2018,"Drew Gagnon","NYM","AAA",28,157.2,9.532770171072006,2.454545612910756,3.88372093,1.3128964906266833,0.25811437,0.06646059,0.19165378,0.25250836,1.230444054017278,0.31372549,0.70321812,4.56659648913629,4.455689978310225,0.11090651082606495,3.6605227217618057,"12545"
2014,"Mike Wright Jr.","BAL","AAA",24,142.2,6.497664014703199,2.586448782551759,2.51219512,0.6308411664760387,0.16559486,0.0659164,0.09967846,0.27604167,1.4018692588356416,0.32181425,0.61780105,4.605140515275083,3.792259028039342,0.8128814872357406,4.160219199502899,"12586"
2014,"Nate Karns","TBR","AAA",26,145.1,9.474769979020566,3.839449272544282,2.46774194,0.990825618721105,0.24519231,0.09935897,0.14583334,0.25402504,1.4036696265215654,0.32307692,0.63921993,5.077981295945663,4.025110703744371,1.052870592201292,3.5513056532455476,"12638"
2016,"Roenis Elias","BOS","AAA",27,125,8.136,4.104,1.98245614,0.72,0.2120075,0.10694184,0.10506566,0.24468085,1.376,0.30259366,0.74390244,3.6,3.913231605529785,-0.313231605529785,3.8799529839754108,"12673"
2017,"Tyler Wilson","BAL","AAA",27,114,5.368421052631579,2.763157894736842,1.94285714,0.7894736842105263,0.13654618,0.07028112,0.06626506,0.28070175,1.4298245614035088,0.31216931,0.67948718,4.7368421052631575,4.390168581510845,0.34667352375231264,4.551598018094113,"12691"
2017,"Ryan Carpenter","COL","AAA",26,156,9.288461538461538,2.25,4.12820513,1.0961538461538463,0.24430956,0.05918058,0.18512898,0.26480263,1.2820512820512822,0.3317757,0.74433657,4.153846153846154,4.220782470703125,-0.06693631685697099,3.924516416589419,"12699"
2013,"Trevor Bauer","CLE","AAA",22,121.1,7.86263769223717,5.414835391823711,1.45205479,1.0384615819935885,0.19343066,0.13321168,0.06021898,0.25757576,1.5824176487521349,0.30701754,0.7605178,4.153846327974354,5.084019267600802,-0.9301729396264475,4.785015102117255,"12703"
2013,"Sonny Gray","OAK","AAA",23,118.1,8.974648273076802,2.9661973105931807,3.02564103,0.3802817064863052,0.2388664,0.07894737,0.15991903,0.25714286,1.3183099158191913,0.3373494,0.70469799,3.422535358376747,3.1134258033822055,0.3091095549945413,3.419105966692505,"12768"
2014,"Matt Wisler","SDP","AAA",21,116.2,7.791429250787288,2.7771430992905186,2.80555556,1.4657144135144404,0.19649805,0.07003891,0.12645914,0.2769556,1.4314286962392488,0.31728045,0.71526823,5.01428615149677,5.140379211098818,-0.12609305960204775,4.452169404462685,"12804"
2014,"Alex Meyer","MIN","AAA",24,130.1,10.565216566688434,4.419436995216078,2.390625,0.690537030502512,0.27079646,0.11327434,0.15752212,0.23529412,1.381074061005024,0.32121212,0.74712644,3.5217388555628117,3.6645849046902983,-0.14284604912748655,3.595466670394401,"12833"
2014,"Matt Barnes","BOS","AAA",24,127.2,7.261097184310968,3.2428201017311116,2.23913043,0.5639687133445411,0.19144981,0.08550186,0.10594795,0.24335378,1.2924283014145734,0.29365079,0.68877551,3.9477809934117882,3.7101600036406315,0.23762098977115675,4.088079746774048,"12863"
2014,"Logan Verrett","NYM","AAA",24,162,6.611111111111111,1.8888888888888888,3.5,0.9444444444444444,0.1702432,0.04864092,0.12160228,0.28571429,1.3703703703703705,0.32758621,0.65789474,4.333333333333333,4.354700073195092,-0.021366739861758965,4.408508326637524,"12905"
2016,"Gabriel Ynoa","NYM","AAA",23,154.1,4.548595812500803,2.332613237179899,1.95,0.8747299639424622,0.11890244,0.06097561,0.05792683,0.27868852,1.3606910550216078,0.29980658,0.71282051,3.9654425032058285,4.867749350941657,-0.9023068477358285,4.805792027637928,"12938"
2016,"Jason Wheeler","MIN","AAA",25,145.1,6.997705932217804,2.291284243292555,3.05405405,0.8050458152108978,0.18616145,0.06095552,0.12520593,0.24162257,1.197247622621335,0.28117914,0.73677582,3.5298162666939366,3.6027178137202687,-0.07290154702633211,3.8223596573830796,"13128"
2015,"Henry Owens","BOS","AAA",22,122.1,7.577656990806184,4.11989117946744,1.83928571,0.51498639743343,0.20641283,0.11222445,0.09418838,0.19090909,1.1444142165187334,0.23333333,0.72072072,3.163487869948213,3.663838730219579,-0.5003508602713662,3.886655542958494,"13143"
2016,"Henry Owens","BOS","AAA",23,137.2,8.825666511714207,5.295399907028524,1.66666667,0.849878997424331,0.22689076,0.13613445,0.09075631,0.21357285,1.3656175343228567,0.26628895,0.77133479,3.5302666046856825,4.48400167846828,-0.9537350737825974,4.49311318592029,"13143"
2017,"Jayson Aquino","BAL","AAA",24,114.2,6.985465735986908,3.2180235412973395,2.17073171,0.8633721696163594,0.17623762,0.08118812,0.0950495,0.27233115,1.4476745470334915,0.31754875,0.6940874,4.238372469025764,4.23579289620474,0.0025795728210242785,4.186648002811787,"13150"
2016,"William Cuevas","BOS","AAA",25,131,5.8396946564885495,3.0916030534351147,1.88888889,1.2366412213740459,0.14991182,0.07936508,0.07054674,0.25918762,1.366412213740458,0.28019324,0.7115869,4.190839694656488,4.802819391789328,-0.6119796971328393,4.469586407956276,"13331"
2018,"William Cuevas","BOS","AAA",27,135.1,8.046797424707465,2.5270934061064767,3.18421053,1.130541786942371,0.21568627,0.06773619,0.14795008,0.23166023,1.1674875969731675,0.27105263,0.74712644,3.3916253608271134,4.13110020398637,-0.7394748431592566,4.037661253499374,"13331"
2018,"Adrian Sampson","TEX","AAA",26,126.2,6.03947416923717,1.7052632948434363,3.54166667,0.8526316474217182,0.15799257,0.04460967,0.1133829,0.26968504,1.2710527336564503,0.30413625,0.7057257,3.7657897761125887,4.345330572630234,-0.5795407965176449,4.742164282442533,"13339"
2015,"Adrian Sampson","PIT","AAA",23,124.1,6.876675884530152,2.0991957963302568,3.27586207,0.5790884955393812,0.1782364,0.05440901,0.12382739,0.274,1.335120698049129,0.32493703,0.69899244,3.9812334068332462,3.261584365074941,0.7196490417583052,3.3265731315516724,"13339"
2015,"Brady Rodgers","HOU","AAA",24,115.2,6.925072655148258,1.9452451278506344,3.56,1.01152746648233,0.1765873,0.04960317,0.12698413,0.28451883,1.3919309581508985,0.32712766,0.70236439,4.512968696613472,4.195927291478036,0.317041405135436,3.8522421659005546,"13393"
2016,"Brady Rodgers","HOU","AAA",25,132,7.909090909090909,1.5681818181818181,5.04347826,0.4772727272727273,0.21886792,0.04339623,0.17547169,0.25494071,1.1515151515151516,0.31853786,0.7472067,2.8636363636363638,3.1981539032676007,-0.334517539631237,3.6034348112164123,"13393"
2015,"Dylan Floro","TBR","AAA",24,132.2,5.494975295711904,1.4246232248141975,3.85714286,0.6783920118162845,0.14185639,0.03677758,0.10507881,0.29090909,1.3643217126527498,0.32679739,0.61676647,5.020100887440505,3.3906950796726063,1.629405807767899,3.242317374966974,"13394"
2015,"Taylor Rogers","MIN","AAA",24,174,6.517241379310345,2.2758620689655173,2.86363636,0.46551724137931033,0.17213115,0.06010929,0.11202186,0.27777778,1.3448275862068966,0.32969035,0.68766637,3.9827586206896552,3.208750857978032,0.7740077627116233,3.3224915491438463,"13449"
2017,"Lucas Sims","ATL","AAA",23,115.1,10.30057848894322,2.8092486788026965,3.66666667,1.4826590249236453,0.28144989,0.07675906,0.20469083,0.22248244,1.1358382003801026,0.27536232,0.79710145,3.745664905070262,4.282623749444631,-0.5369588443743689,3.385199486761699,"13470"
2015,"Matt Bowman","NYM","AAA",24,140,4.95,3.2785714285714285,1.50980392,0.9642857142857143,0.11975117,0.07931571,0.04043546,0.31186441,1.6785714285714286,0.33935743,0.64814815,5.5285714285714285,5.027956880841937,0.5006145477294917,4.470749030900853,"13528"
2018,"Justin Haley","BOS","AAA",27,113.2,8.47214152067226,2.612903459646585,3.24242424,0.7917889271656318,0.22016461,0.06790123,0.15226338,0.27555556,1.3812317951667132,0.34234234,0.73972603,3.8005868503950326,3.5442144212320024,0.25637242916303027,3.382862305810427,"13572"
2016,"Robert Stephenson","CIN","AAA",23,136.2,7.902439612593459,4.675610104117797,1.69014085,1.11951227845074,0.20304569,0.12013536,0.08291033,0.22243714,1.3609757110577625,0.25789474,0.70823245,4.412195450364681,4.654597569748741,-0.2424021193840602,4.291025575902188,"13594"
2018,"Robert Stephenson","CIN","AAA",25,113,10.752212389380531,4.539823008849558,2.36842105,0.9557522123893806,0.28907923,0.12205567,0.16702356,0.18226601,1.1592920353982301,0.23938224,0.79526227,2.8672566371681416,3.9436901763477157,-1.076433539179574,3.856907478990281,"13594"
2017,"Shawn Morimando","CLE","AAA",24,159.1,7.230125061410238,3.2196650664092465,2.24561404,1.2426777449298847,0.18390805,0.08189655,0.1020115,0.27874016,1.4686191530989545,0.31958763,0.70945946,4.405857459296864,4.674357000897141,-0.2684995416002769,4.3419057753499075,"13606"
2016,"Ryan Merritt","CLE","AAA",24,143.1,5.776743776064583,1.4441859440161458,4,0.9418603982713993,0.15436242,0.0385906,0.11577182,0.27513228,1.2488371206709665,0.30652174,0.7195122,3.704650899867504,3.8529524872379124,-0.14830158737040833,3.746708364934686,"13688"
2017,"Ryan Merritt","CLE","AAA",25,116,6.594827586206897,1.9396551724137931,3.4,1.4741379310344827,0.17970402,0.05285412,0.1268499,0.26185102,1.2155172413793103,0.28613569,0.88777219,3.0258620689655173,4.7771921749772694,-1.751330106011752,3.884925562348859,"13688"
2016,"Michael Roth","TEX","AAA",26,145.1,5.821100509986492,2.6009172491429005,2.23809524,0.5573394105306215,0.15905245,0.07106599,0.08798646,0.25,1.2247705564746991,0.28798186,0.78051643,2.972476856163315,4.202532518428744,-1.2300556622654293,4.565725627109496,"13736"
2015,"Michael Roth","CLE","AAA",25,124.1,5.428954645681699,3.1126006635241743,1.74418605,1.447721238848453,0.13711152,0.0786106,0.05850092,0.28343313,1.4879357177053545,0.30049261,0.73125,4.849866150142318,5.15166487134931,-0.3017987212069926,4.182000855976612,"13736"
2016,"Chris Stratton","SFG","AAA",25,125.2,7.376658422062997,2.7931036743733677,2.64102564,0.4297082575959027,0.19581749,0.07414449,0.121673,0.2484472,1.265252091810158,0.30481283,0.68564036,3.8673743183631246,3.728838736320723,0.13853558204240146,4.392141754191721,"13761"
2014,"Tim Cooney","STL","AAA",23,158,6.7784810126582276,2.6772151898734178,2.53191489,1.1962025316455696,0.17948718,0.07088989,0.10859729,0.25901639,1.2974683544303798,0.29148936,0.79845815,3.4746835443037973,4.928227186806595,-1.4535436425027974,4.612743617179273,"13762"
2017,"Tyler Wagner","TEX","AAA",26,125.1,6.319149192613204,4.0212767589356755,1.57142857,1.4361702710484554,0.15714286,0.1,0.05714286,0.298,1.6356383642496297,0.32908163,0.64640884,6.247340679060781,5.827165534907526,0.4201751441532551,5.441868450856909,"13796"
2018,"Walker Lockett","SDP","AAA",24,133.1,7.964999392318772,2.2274998300552498,3.57575758,1.1474999124527043,0.20593368,0.05759162,0.14834206,0.27306968,1.3349998981475908,0.32323232,0.6127451,4.724999639511136,4.577830460929876,0.14716917858125989,4.300873970417195,"13804"
2018,"Alec Mills","CHC","AAA",26,124.2,7.796792080051367,2.95989328964913,2.63414634,0.7219251925973489,0.20338983,0.07721281,0.12617702,0.25,1.299465346675228,0.30327869,0.64285714,4.836898790402238,4.186507031031849,0.6503917593703887,4.641186924279291,"13834"
2019,"Dietrich Enns","SDP","AAA",28,137,6.897810218978102,3.678832116788321,1.875,2.4306569343065694,0.16535433,0.08818898,0.07716535,0.31542461,1.7372262773722629,0.33333333,0.70138151,6.700729927007299,7.044853916307435,-0.34412398930013577,5.904433438116616,"13932"
2014,"Jason Lane","SDP","AAA",37,149.2,4.630289847004971,1.5634744937938865,2.96153846,0.9621381500270071,0.11956522,0.04037267,0.07919255,0.29756098,1.396436620525309,0.31992337,0.65400844,4.510022578251595,4.64247269077555,-0.132450112523955,4.901592689304066,"1397"
2015,"Jason Lane","SDP","AAA",38,164,3.8963414634146343,2.5792682926829267,1.5106383,1.4817073170731707,0.09543011,0.06317204,0.03225807,0.30591631,1.579268292682927,0.31092437,0.64831261,5.7073170731707314,5.80670252544124,-0.09938545227050888,5.181497584955721,"1397"
2016,"Mike Hauschild","HOU","AAA",26,139.2,7.66825831507559,2.5775658201934757,2.975,0.45107401853385826,0.2034188,0.06837607,0.13504273,0.25555556,1.2744630999845519,0.31642512,0.68706697,3.2219572752418446,3.634962315321758,-0.41300504007991323,3.8972947010168495,"14033"
2015,"Ty Blach","SFG","AAA",24,165.1,5.062499688517682,1.6874998961725607,3,0.8709676883471281,0.13304721,0.04434907,0.08869814,0.28378378,1.3306450794192235,0.31059246,0.65130261,4.463709402779031,4.331240245951081,0.13246915682795013,4.16491110660747,"14361"
2016,"Ty Blach","SFG","AAA",25,162.2,6.252049571306171,2.1024591478728714,2.97368421,0.49795085081199586,0.17251908,0.05801527,0.11450381,0.23902439,1.1372951530891264,0.27991886,0.69954128,3.4303280833715273,3.7885041310434153,-0.35817604767188804,4.157411466502692,"14361"
2016,"Jake Thompson","PHI","AAA",22,129.2,6.038560885044354,2.568123594788978,2.35135135,0.6940874580510751,0.16827853,0.07156673,0.0967118,0.22151899,1.0951157671472518,0.25198939,0.7761194,2.4987148489838704,3.8247586492446897,-1.3260438002608192,3.898697611495982,"14371"
2017,"Jake Thompson","PHI","AAA",23,118.1,6.845070716753494,3.574648040971269,1.91489362,0.9126760955671325,0.17077799,0.08918406,0.08159393,0.2851153,1.5464789397109744,0.33066667,0.60874704,5.247887549511011,4.402325780725131,0.8455617687858803,4.586874403723591,"14371"
2017,"Jackson Stephens","CIN","AAA",23,139,7.122302158273381,3.302158273381295,2.15686275,1.0359712230215827,0.17857143,0.08279221,0.09577922,0.27758007,1.4892086330935252,0.32110092,0.6663113,4.920863309352518,4.416673693210958,0.5041896161415593,4.226153296875439,"14420"
2016,"Chi Chi Gonzalez","TEX","AAA",24,138,5.934782608695652,2.869565217391304,2.06818182,0.5217391304347826,0.15397631,0.07445008,0.07952623,0.28360958,1.434782608695652,0.32882883,0.67610063,4.695652173913044,4.199142045560091,0.49651012835295294,4.492599145916925,"14663"
2018,"Duane Underwood Jr.","CHC","AAA",23,119.1,7.918994750933717,2.790502912233786,2.83783784,0.6033519810235213,0.20507813,0.07226563,0.1328125,0.27078891,1.3743017345535762,0.33426966,0.62342569,4.525139857676409,3.938067962827094,0.5870718948493154,4.423090310504068,"14677"
2017,"Anthony Banda","ARI","AAA",23,122,8.557377049180328,3.762295081967213,2.2745098,1.1065573770491803,0.21845574,0.0960452,0.12241054,0.26150628,1.4426229508196722,0.31700288,0.64968153,5.385245901639344,4.720782470703125,0.6644634309362187,4.47709349794466,"14706"
2017,"Brady Lail","NYY","AAA",23,132.1,6.392946611845724,2.8564229542289405,2.23809524,1.2921913364369015,0.16462347,0.07355517,0.0910683,0.26325758,1.367758081257773,0.28915663,0.65637066,5.168765345747606,4.75819180519586,0.4105735405517459,4.550672351754688,"14707"
2019,"Paul Blackburn","OAK","AAA",25,132.2,6.241206508709817,2.3065328401753673,2.70588235,1.221105621269312,0.17068646,0.06307978,0.10760668,0.26494024,1.2587940663702168,0.29336735,0.69060773,4.341708875624221,5.010246666074815,-0.6685377904505945,5.098087924722078,"14739"
2017,"Buck Farmer","DET","AAA",26,123.2,8.296496639323408,2.256064875605488,3.67741935,0.6549865767886901,0.21965318,0.05973025,0.15992293,0.27366255,1.3261456616462368,0.3415978,0.70404172,3.929919460732141,3.2405019541503375,0.6894175065818033,3.593609769117681,"14814"
