last_name, first_name,player_id,year,player_age,b_total_pa,b_k_percent,b_bb_percent,xba,xslg,woba,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel,barrel_batted_rate,hard_hit_percent,avg_best_speed,avg_hyper_speed,pitch_count,batted_ball,
Altuve, Jose,514888,2020,30,210,18.6,8.1,.230,.349,.278,.288,.296,.119,86.7,9.3,24.8,7,4.6,33.3,97.480630811,4.777053741,762,153,
Hernandez, Cesar,514917,2020,30,261,21.8,9.2,.273,.396,.335,.330,.346,.123,89.1,5.6,37.3,7,4,37.3,98.999012093,5.787809064,1076,177,
Segura, Jean,516416,2020,30,217,20.7,10.6,.250,.391,.333,.318,.334,.141,87.7,11.2,31.8,9,6.1,38.5,99.748813288,5.958321438,821,148,
Marte, Starling,516782,2020,31,250,16.4,4.8,.264,.420,.333,.326,.326,.156,87.1,6.5,30.3,12,6.4,30.3,97.604057802,4.829315028,943,188,
d'Arnaud, Travis,518595,2020,31,184,27.2,8.7,.300,.536,.392,.386,.368,.236,93.4,8.1,42.2,13,11.2,57.8,103.400702414,8.99885113,676,116,
Donaldson, Josh,518626,2020,34,102,23.5,17.6,.213,.418,.362,.347,.370,.205,92.8,6.2,24.1,4,6.9,53.4,101.249017586,7.821457544,449,58,
Freeman, Freddie,518692,2020,30,262,14.1,17.2,.343,.663,.456,.466,.463,.320,92.4,17.2,49.2,26,14.7,54.2,101.812650227,7.798406705,1021,177,
Grandal, Yasmani,518735,2020,31,194,29.9,15.5,.207,.403,.338,.327,.334,.196,90.3,15.6,38.1,8,7.6,43.8,99.928859811,6.403731524,860,105,
Heyward, Jason,518792,2020,30,181,20.4,16.6,.287,.451,.368,.381,.413,.163,87.6,11.3,42,5,4.5,40.2,99.349426786,5.800858304,809,112,
LeMahieu, DJ,518934,2020,31,216,9.7,8.3,.312,.460,.429,.366,.376,.147,91.3,2.3,29.7,5,2.9,45.7,100.540551744,6.953852733,829,175,
Moreland, Mitch,519048,2020,34,152,21.1,9.9,.236,.476,.372,.335,.316,.240,88.2,12.5,31.7,15,14.4,40.4,99.371440577,5.901631942,574,104,
Moustakas, Mike,519058,2020,31,163,22.1,11.0,.240,.430,.340,.335,.340,.191,88.8,16.3,36.2,10,9.5,40,100.011511887,6.258664667,660,105,
Rizzo, Anthony,519203,2020,30,243,15.6,11.5,.266,.413,.326,.355,.383,.147,87.7,16.7,34.7,13,7.8,34.7,99.57215061,5.849255427,985,167,
Romine, Austin,519222,2020,31,135,34.8,3.0,.207,.296,.253,.231,.230,.090,87.9,7.7,33.3,4,4.8,47.6,101.262716667,6.970409639,525,84,
Sogard, Eric,519299,2020,34,128,15.6,8.6,.256,.312,.254,.290,.326,.055,84.4,15.2,43.8,0,0,14.6,92.238561458,2.314033474,499,96,
Thames, Eric,519346,2020,33,140,30.0,10.0,.219,.379,.276,.305,.314,.160,88.7,14.6,35.8,5,6.2,46.9,99.448036585,5.906994568,580,81,
Galvis, Freddy,520471,2020,30,159,18.9,8.2,.220,.360,.312,.301,.309,.140,87,13.6,27,5,4.5,27.9,96.518537593,4.396665981,618,111,
Perez, Salvador,521692,2020,30,156,23.1,1.9,.323,.626,.410,.410,.345,.303,91,14.2,41.7,16,13.9,47,101.097460351,7.13199885,563,115,
Flores, Wilmer,527038,2020,28,213,16.9,6.1,.245,.430,.347,.309,.294,.185,87.9,19,37.4,10,6.1,34.4,97.808676707,5.175661718,892,163,
Garcia, Avisail,541645,2020,29,207,23.7,9.7,.244,.375,.296,.317,.339,.131,87.4,8.7,37.1,5,3.8,37.1,99.290871364,5.692910455,724,132,
Inciarte, Ender,542255,2020,29,131,19.1,9.2,.211,.261,.233,.253,.283,.051,78.2,8.4,29.8,1,1.1,6.4,89.363368511,1.425554409,538,94,
Ozuna, Marcell,542303,2020,29,267,22.5,14.2,.313,.635,.444,.436,.410,.323,93,16.4,39.1,26,15.4,54.4,103.534352941,8.562612663,1074,169,
Villar, Jonathan,542340,2020,29,207,26.1,9.2,.216,.287,.266,.261,.288,.071,86.7,1.6,18.7,2,1.5,35.8,99.470722344,5.853135313,805,134,
Aguilar, Jesus,542583,2020,30,216,18.5,10.6,.271,.452,.347,.345,.348,.182,89.3,16,37.5,11,7.2,37.5,99.078188947,5.762450461,882,152,
Berti, Jon,542932,2020,30,149,24.8,15.4,.241,.316,.337,.323,.374,.074,86.6,7.2,32.6,3,3.5,33.7,98.26145881,5.203116988,585,86,
Crawford, Brandon,543063,2020,33,193,24.4,7.8,.235,.398,.334,.309,.311,.163,88.7,12.4,35.4,12,9.4,39.4,98.74086254,5.673056111,732,127,
Dickerson, Alex,543105,2020,30,170,17.6,9.4,.268,.494,.394,.356,.345,.227,90.9,17.8,30.3,13,10.7,44.3,101.065423607,6.709296281,607,122,
Gomes, Yan,543228,2020,32,119,18.5,5.0,.283,.462,.332,.338,.322,.179,89.9,17.6,38.9,5,5.6,37.8,97.909945778,5.332021573,405,90,
Grossman, Robbie,543257,2020,30,192,19.8,10.9,.240,.399,.351,.328,.344,.159,89,15.2,33.6,7,5.5,37.5,98.280297813,5.396949921,751,128,
Hicks, Aaron,543305,2020,30,211,18.0,19.4,.256,.435,.351,.374,.405,.179,88.2,11.1,29.8,9,6.9,38.2,99.738009846,5.99654093,918,131,
Hosmer, Eric,543333,2020,30,156,17.9,5.8,.284,.520,.359,.366,.334,.236,90.8,8.7,33.3,12,10.3,47,102.042935,7.392185517,570,117,
Kipnis, Jason,543401,2020,33,135,30.4,13.3,.180,.332,.326,.282,.293,.152,86.2,18.2,28,7,9.3,30.7,97.028039459,4.51401973,593,75,
McCann, James,543510,2020,30,111,27.0,7.2,.260,.458,.378,.346,.340,.198,90.5,15,40.6,6,8.7,47.8,100.167534286,6.613759565,451,69,
Miller, Brad,543543,2020,30,171,26.9,14.6,.252,.481,.349,.377,.377,.229,89.8,11.2,33,13,13.4,43.3,100.674943878,6.479301237,705,97,
Nola, Austin,543592,2020,30,184,18.5,9.8,.280,.467,.352,.361,.362,.187,89.7,12.5,40.3,10,7.8,43.4,99.895058462,6.446211628,728,129,
Rendon, Anthony,543685,2020,30,232,13.4,16.4,.287,.469,.395,.390,.420,.182,90.1,19.5,39.2,10,6.3,40.5,98.602933924,5.634717389,889,158,
Semien, Marcus,543760,2020,29,236,21.2,10.6,.209,.352,.299,.287,.293,.143,86.2,19.3,32.9,8,5,28.6,96.361638375,4.211459874,984,161,
Shaw, Travis,543768,2020,30,180,27.8,8.9,.241,.436,.310,.323,.309,.195,90.9,19.8,34.2,9,7.9,44.7,101.517883509,7.057627105,709,114,
Springer III, George,543807,2020,30,222,17.1,10.8,.294,.569,.379,.405,.386,.275,88.7,18.3,35.3,19,12.4,42.5,101.012866184,6.708160132,821,153,
Vazquez, Christian,543877,2020,29,189,22.8,8.5,.222,.358,.346,.285,.289,.135,88.4,14.4,33.1,6,4.6,40,98.429126154,5.35878876,779,130,
Wong, Kolten,543939,2020,29,208,14.4,9.6,.235,.306,.305,.286,.324,.070,86.5,10.8,31.2,1,0.6,26.6,95.584306892,3.793051554,849,154,
Gregorius, Didi,544369,2020,30,237,11.8,6.3,.263,.396,.348,.311,.322,.132,83.8,17.8,35.3,8,4.2,27.9,96.139141064,4.158376631,902,190,
Grichuk, Randal,545341,2020,28,231,21.2,5.6,.268,.468,.334,.333,.312,.199,88.9,12.6,27.2,19,11.2,39.6,100.547348929,6.472173234,855,169,
Stassi, Max,545358,2020,29,105,20.0,10.5,.270,.567,.370,.390,.354,.297,91.6,15,31.9,8,11.1,41.7,101.027561944,7.079565352,362,72,
Trout, Mike,545361,2020,28,241,23.2,14.5,.291,.612,.407,.428,.405,.321,93.7,23.1,36.1,22,15,55.1,103.522413333,8.756365347,1023,147,
Ruiz, Rio,547004,2020,26,204,22.5,8.3,.212,.356,.303,.277,.277,.144,87.9,10.5,27.7,12,8.5,39,99.181741429,5.707106906,788,141,
Wolters, Tony,547172,2020,28,109,27.5,5.5,.265,.346,.249,.294,.313,.081,84.1,8.2,40.3,0,0,20.8,94.049699118,3.069196912,412,72,
Harper, Bryce,547180,2020,27,244,17.6,20.1,.308,.658,.400,.454,.451,.350,92.5,16,33.3,26,17.3,50.7,104.136840278,8.785819375,973,150,
Perez, Roberto,547379,2020,31,110,34.5,10.0,.198,.281,.228,.267,.293,.082,86,-2.5,23.7,2,3.4,32.2,97.983947667,5.088332542,486,59,
Abreu, Jose,547989,2020,33,262,22.5,6.9,.299,.587,.411,.399,.357,.288,92.9,10.9,37.4,26,14.3,53.3,104.315308571,8.898123022,1027,182,
Narvaez, Omar,553882,2020,28,126,31.0,12.7,.172,.294,.262,.269,.291,.121,81.6,18.7,36.2,5,7.2,21.7,91.751160571,2.352955652,553,69,
Suarez, Eugenio,553993,2020,28,231,29.0,13.0,.216,.472,.332,.342,.325,.255,89.1,17.9,29.5,19,14.4,44.7,101.191154545,6.886730076,999,132,
Polanco, Gregory,570256,2020,28,174,37.4,7.5,.223,.417,.232,.301,.280,.195,92.9,20.8,36.8,12,12.6,51.6,103.372398125,8.619252842,755,95,
Gonzalez, Erik,570481,2020,28,193,26.4,4.1,.237,.396,.262,.293,.276,.158,88.5,5.5,33.6,9,6.7,44,100.617211515,6.399348561,661,134,
Urshela, Gio,570482,2020,28,174,14.4,10.3,.314,.491,.365,.379,.385,.178,91.4,12.3,38.5,9,6.9,40.8,100.173467538,6.611012713,633,130,
Schoop, Jonathan,570731,2020,28,177,22.0,4.5,.243,.389,.340,.300,.294,.145,87.2,8.7,26.4,7,5.6,33.6,100.202616935,6.106945887,624,125,
Arenado, Nolan,571448,2020,29,201,10.0,7.5,.235,.392,.308,.288,.289,.157,87.8,19.1,27.1,9,5.4,33.7,98.207786506,5.152140723,684,166,
Barnhart, Tucker,571466,2020,29,110,25.5,10.9,.226,.408,.296,.315,.311,.182,85.4,19.7,35.7,5,7.1,18.6,94.933612647,3.521144925,436,70,
Goodwin, Brian,571718,2020,29,164,32.9,10.4,.212,.381,.305,.298,.299,.169,89.9,20.7,41.3,10,10.9,41.3,99.35149587,6.073766739,682,92,
Hernandez, Enrique,571771,2020,28,148,20.9,4.1,.224,.383,.290,.290,.269,.158,88.5,16.2,26.6,8,7.3,43.1,99.651990545,5.954831376,556,109,
Holt, Brock,571788,2020,32,106,22.6,8.5,.225,.291,.253,.269,.297,.066,84,10.5,27.8,1,1.4,18.1,93.549179444,2.837542817,462,72,
Muncy, Max,571970,2020,29,248,24.2,15.7,.229,.473,.316,.360,.362,.244,88.5,14.2,29,18,12.4,40,99.706862329,6.042931517,1100,145,
Myers, Wil,571976,2020,29,218,25.7,8.3,.285,.589,.400,.396,.351,.304,91,13.4,40.8,21,14.8,45.8,101.631815571,7.352673957,843,142,
Naquin, Tyler,571980,2020,29,141,28.4,3.5,.265,.473,.268,.326,.294,.207,91.7,13,34.7,9,9.5,51.6,101.847519574,7.826063511,523,95,
Piscotty, Stephen,572039,2020,29,171,31.0,5.3,.237,.398,.273,.293,.281,.161,88.1,13.5,34.3,7,6.5,39.8,99.177777778,5.835064299,588,108,
Pollock, AJ,572041,2020,32,210,21.4,5.7,.269,.499,.364,.345,.312,.230,89.6,13,37.9,16,10.5,43.1,100.207984474,6.434710861,746,153,
Seager, Kyle,572122,2020,32,248,13.3,12.9,.252,.472,.338,.365,.371,.220,89.1,17.7,30.7,18,10.2,39.8,98.417159318,5.543557614,963,176,
Voit III, Luke,572228,2020,29,234,23.1,7.3,.279,.586,.393,.389,.340,.308,88.9,15.2,37.5,21,13.1,40,100.684343544,6.623051203,910,160,
Walker, Christian,572233,2020,29,243,20.6,7.8,.266,.454,.339,.339,.331,.188,90.4,11.5,34.5,11,6.4,48.5,101.908890353,7.476667059,962,171,
Carpenter, Matt,572761,2020,34,169,28.4,13.6,.212,.403,.293,.332,.348,.191,88.1,17.1,44.6,9,9.8,36.3,97.452524565,4.894545055,736,92,
Dickerson, Corey,572816,2020,31,210,16.7,7.1,.248,.396,.308,.305,.303,.148,85.7,11.1,25.8,9,5.7,30.8,97.061493671,4.538034367,861,159,
Ruf, Darin,573131,2020,33,100,23.0,13.0,.253,.458,.379,.353,.351,.205,89.4,12.5,34.4,6,9.4,43.8,101.270960625,6.989903175,419,64,
Yastrzemski, Mike,573262,2020,29,225,24.4,13.3,.251,.488,.407,.364,.360,.238,88.2,18.4,35,15,10.9,42.3,99.26844913,5.715521022,940,137,
Contreras, Willson,575929,2020,28,225,25.3,8.9,.249,.441,.336,.353,.361,.192,89.8,9.1,35.8,14,10.4,47.8,102.281617612,7.465128571,871,134,
Gyorko, Jedd,576397,2020,31,135,28.1,11.1,.249,.505,.351,.357,.336,.256,88.6,15.3,35.8,13,16,43.2,99.834024634,6.201654691,566,81,
Iglesias, Jose,578428,2020,30,150,11.3,2.0,.359,.502,.407,.387,.388,.143,86.2,7.6,43.7,4,3.2,36.5,99.091504762,5.67587496,567,126,
Bryant, Kris,592178,2020,28,147,27.2,8.2,.202,.348,.285,.284,.289,.146,86.1,20.7,34.1,5,5.5,31.9,97.598074348,4.857641209,600,91,
Canha, Mark,592192,2020,31,243,22.2,15.2,.241,.415,.351,.359,.387,.175,89.7,19.4,37.3,11,7.7,39.4,98.907806143,5.708491143,1063,142,
Castellanos, Nick,592206,2020,28,242,28.5,7.9,.274,.545,.329,.375,.343,.271,91,16.5,39.3,24,16,46.7,100.5504196,6.703394832,966,150,
DeShields, Delino,592261,2020,27,120,24.2,7.5,.225,.303,.280,.267,.285,.077,84,5.8,30.5,1,1.2,19.5,94.494197027,3.283638919,448,82,
Gamel, Ben,592325,2020,28,127,30.7,10.2,.267,.407,.313,.330,.342,.140,87.9,11.5,49.3,5,6.7,32,98.071671053,5.106892133,513,75,
Goodrum, Niko,592348,2020,28,179,38.5,10.1,.183,.336,.262,.265,.263,.152,88.8,16,34.8,9,9.8,40.2,98.879519348,5.764511522,775,92,
Jones, JaCoby,592444,2020,28,108,31.5,6.5,.240,.425,.358,.321,.310,.185,89.5,11,35.9,7,10.9,45.3,101.511388125,6.944766719,458,64,
Judge, Aaron,592450,2020,28,114,28.1,8.8,.265,.545,.375,.378,.344,.281,92.2,15.7,36.2,8,11.6,40.6,102.650065882,7.97210194,487,69,
Machado, Manny,592518,2020,27,254,14.6,10.2,.300,.540,.391,.385,.372,.240,90.2,15.6,34.6,21,11,43.5,102.695949158,7.565070368,936,191,
Marmolejos, Jose,592530,2020,27,115,27.8,6.1,.234,.449,.287,.317,.288,.216,90.5,10.5,33.3,9,12,45.3,102.137787027,7.495565676,450,75,
Moran, Colin,592567,2020,27,200,26.0,9.5,.254,.479,.340,.350,.332,.225,91.9,8.3,32.3,17,13.4,47.2,102.613770159,7.95598352,809,127,
Pederson, Joc,592626,2020,28,138,24.6,8.0,.238,.454,.297,.340,.327,.216,93,12.5,26.4,9,10.3,44.8,102.21910881,7.755030119,550,87,
Realmuto, J.T.,592663,2020,29,195,24.6,8.2,.246,.498,.361,.356,.331,.252,90.2,11.6,32.8,17,13.6,42.4,101.277934921,7.12123304,742,125,
Renfroe, Hunter,592669,2020,28,139,26.6,10.1,.204,.438,.277,.318,.297,.233,89.6,17.5,23.3,9,10.5,39.5,100.863480714,6.643645301,570,86,
Rosario, Eddie,592696,2020,28,231,14.7,8.2,.246,.437,.333,.318,.307,.192,87.5,18.1,30.3,11,6.2,35.4,97.149699091,4.643316171,828,178,
Simmons, Andrelton,592743,2020,30,127,12.6,6.3,.238,.281,.313,.262,.292,.043,86.5,6,27.5,0,0,31.4,96.378568235,4.209658725,446,102,
Yelich, Christian,592885,2020,28,247,30.8,18.6,.250,.473,.343,.378,.394,.223,94,7.1,32.3,15,12.1,55.6,103.843596557,9.02065123,1100,124,
Merrifield, Whit,593160,2020,31,265,12.5,4.5,.292,.439,.329,.336,.334,.146,86.1,15.8,39.8,11,5.1,27.3,95.855324206,3.961579112,996,216,
Bogaerts, Xander,593428,2020,27,225,18.2,9.3,.259,.474,.368,.341,.327,.215,89,8.7,31.3,14,8.6,36.8,99.721139136,6.010233642,967,163,
Alberto, Hanser,593643,2020,27,231,13.0,2.2,.247,.319,.301,.261,.272,.073,82.3,13.2,32.6,2,1,20.7,93.472612717,2.856123497,760,193,
Polanco, Jorge,593871,2020,26,226,15.5,5.8,.263,.381,.289,.304,.308,.118,86.6,16.1,39,5,2.8,33.3,96.651106591,4.358275714,901,177,
Sano, Miguel,593934,2020,27,205,43.9,8.8,.215,.483,.317,.326,.288,.267,95.2,20.2,31.3,22,22.9,57.3,107.128241875,10.788112737,869,96,
Calhoun, Kole,594777,2020,32,228,21.9,12.3,.263,.517,.362,.379,.370,.254,89.4,17,36.1,17,11.8,38.2,99.503862113,5.982617872,901,144,
Duvall, Adam,594807,2020,31,209,25.8,7.2,.228,.516,.348,.342,.294,.288,88.1,22.9,30.7,19,13.9,40.1,100.670608824,6.472182941,798,137,
Eaton, Adam,594809,2020,31,176,18.2,6.8,.248,.389,.287,.303,.305,.141,87.8,5.7,30.5,6,4.6,38.2,98.916617419,5.580895285,676,131,
Gosselin, Phil,594838,2020,31,102,26.5,9.8,.238,.359,.313,.295,.313,.121,85.3,13.8,36.9,4,6.2,29.2,97.572053438,4.825179219,418,65,
Kiermaier, Kevin,595281,2020,30,159,26.4,12.6,.249,.377,.301,.325,.348,.129,87.7,-0.4,28.1,6,6.3,41.7,99.416378542,5.734220104,653,96,
Alfaro, Jorge,595751,2020,27,100,36.0,4.0,.220,.379,.271,.283,.275,.159,89.2,2.8,31.6,4,7,49.1,101.913430345,7.777867895,342,57,
Profar, Jurickson,595777,2020,27,202,13.9,7.4,.282,.411,.335,.338,.350,.129,87.2,11,35.5,5,3.2,27.7,96.940536711,4.4870825,837,155,
Baez, Javier,595879,2020,27,235,31.9,3.0,.218,.385,.256,.279,.256,.167,89.4,10.3,24.8,12,8.1,40.3,101.31207375,6.809897708,909,149,
Cave, Jake,595909,2020,27,123,35.8,4.1,.213,.332,.293,.272,.277,.119,87.4,8.5,27.5,3,4.3,39.1,98.498719412,5.344703088,504,69,
Lindor, Francisco,596019,2020,26,266,15.4,9.0,.279,.441,.324,.346,.356,.162,89.9,13.5,36.5,11,5.6,41.1,99.684694433,6.059685052,1118,197,
Odor, Rougned,596059,2020,26,148,31.8,4.7,.195,.423,.259,.282,.240,.228,86,20.7,28,11,11.8,32.3,98.444349556,5.290596742,594,93,
Slater, Austin,596103,2020,27,104,21.2,15.4,.303,.540,.395,.416,.425,.237,89.2,10.9,45.3,9,14.1,45.3,100.741879063,6.676060794,431,64,
Story, Trevor,596115,2020,27,259,24.3,9.3,.253,.457,.370,.335,.323,.204,89.9,20.8,40.1,15,8.7,41.3,100.396057209,6.467090526,1036,172,
Vogelbach, Daniel,596129,2020,27,136,24.3,14.7,.229,.411,.317,.335,.349,.182,89.5,10.2,29.3,7,8.5,41.5,100.374978537,6.433077654,615,82,
Sanchez, Gary,596142,2020,27,178,36.0,10.1,.193,.430,.271,.314,.293,.237,91.8,19.2,29.3,16,17.4,50,103.997915652,8.672059451,774,92,
Kepler, Max,596146,2020,27,196,18.4,11.2,.258,.425,.328,.340,.349,.167,88.5,22.2,30.9,7,5.1,38.2,99.204226765,5.676104222,770,136,
Quinn, Roman,596451,2020,27,116,33.6,4.3,.210,.282,.254,.245,.259,.072,85.8,9.7,22.9,2,2.9,25.7,97.427669667,4.793730339,454,70,
Franco, Maikel,596748,2020,27,243,15.6,6.6,.256,.398,.329,.307,.305,.142,86.7,8.4,33.3,11,5.8,38.6,100.224684468,6.175420214,944,189,
Choi, Ji Man,596847,2020,29,145,24.8,13.8,.193,.303,.316,.276,.307,.110,89,15.7,30.3,3,3.4,39.3,99.950294091,6.229662414,595,89,
Bradley Jr., Jackie,598265,2020,30,217,22.1,10.6,.220,.368,.352,.301,.311,.148,88.4,4.3,28.5,11,7.6,36.4,98.602853571,5.472785429,836,144,
