last_name, first_name,player_id,year,player_age,b_total_pa,b_k_percent,b_bb_percent,xba,xslg,woba,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel,barrel_batted_rate,hard_hit_percent,avg_best_speed,avg_hyper_speed,pitch_count,batted_ball,
Flowers, Tyler,452095,2019,33,310,33.9,10.0,.196,.380,.310,.289,.291,.184,90.1,11.1,31.5,19,11.3,41.1,100.657357857,6.469272262,1237,168,
Pence, Hunter,452254,2019,36,316,21.8,8.2,.282,.516,.377,.364,.345,.234,91.5,9.9,36.1,20,9.1,42.6,102.338578519,7.514528519,1245,219,
Cabrera, Asdrubal,452678,2019,33,514,20.0,11.1,.238,.408,.331,.317,.326,.170,89.1,14.4,37.3,20,5.7,35.3,97.630785829,4.935685272,2089,351,
Blackmon, Charlie,453568,2019,32,634,16.4,6.3,.295,.525,.387,.367,.348,.230,88.7,14.6,36.8,40,8.3,40.3,99.698822,6.031157328,2362,481,
Frazier, Todd,453943,2019,33,499,21.2,8.0,.234,.408,.328,.313,.315,.174,88.3,17.1,34.6,25,7.3,38.3,99.05753071,5.661440237,1991,341,
Iannetta, Chris,455104,2019,36,164,32.9,11.0,.229,.415,.303,.314,.320,.186,92.1,8.7,36.3,13,14.3,51.6,105.150696957,9.245671319,672,91,
Maldonado, Martin,455117,2019,32,374,23.0,8.6,.212,.384,.288,.295,.295,.172,88.1,12.7,26,19,7.6,34.6,98.300499098,5.189008313,1427,250,
Chirinos, Robinson,455139,2019,35,437,28.6,11.7,.214,.391,.336,.316,.330,.177,87,16.9,35.5,19,7.7,37,98.433841429,5.240079244,1727,248,
Markakis, Nick,455976,2019,35,469,12.6,10.0,.298,.430,.332,.350,.372,.131,91.2,7.3,34.1,11,3,44.3,100.257436961,6.567590416,1872,361,
Castillo, Welington,456078,2019,32,251,29.5,6.4,.218,.426,.287,.300,.278,.208,89.5,13.2,30.4,18,11.4,42.4,100.540735316,6.385144873,991,158,
Nunez, Eduardo,456488,2019,32,174,15.5,2.3,.239,.311,.233,.247,.256,.072,88.1,5.9,23.1,2,1.4,33.3,98.579121594,5.328291241,596,143,
Cain, Lorenzo,456715,2019,33,623,17.0,8.0,.287,.414,.302,.335,.352,.127,89.5,6.9,31.1,19,4.1,42.1,100.238276903,6.349469379,2508,460,
Solano, Donovan,456781,2019,31,228,21.5,4.4,.315,.450,.346,.343,.347,.136,87,14.5,46.4,7,4.2,43.1,98.720259167,5.451964192,903,168,
McCutchen, Andrew,457705,2019,32,262,21.0,16.4,.254,.443,.358,.357,.377,.189,90.6,12.7,32.9,12,7.3,40.9,100.045469024,6.285084695,1165,164,
Upton, Justin,457708,2019,31,256,30.5,12.5,.220,.426,.307,.317,.315,.205,87.2,18.5,35.6,17,11.6,37,99.487771233,5.743885616,1129,146,
Maybin, Cameron,457727,2019,32,269,26.8,11.2,.253,.453,.362,.339,.336,.200,89.4,11.8,35.9,17,10.2,39.5,99.597751446,5.959264182,1121,167,
Turner, Justin,457759,2019,34,549,16.0,9.3,.286,.516,.370,.377,.372,.230,90.3,17.8,38.6,31,7.8,43,99.316567333,6.054303103,2151,396,
Posey III, Buster,457763,2019,32,445,16.0,7.6,.248,.408,.298,.310,.312,.160,88.6,9.1,32.4,16,4.8,36.3,98.089996786,5.215351791,1765,336,
Bruce, Jay,457803,2019,32,333,24.6,5.7,.247,.545,.318,.346,.292,.299,90.2,21.6,33.8,31,13.4,43.7,101.125155856,6.795881176,1229,231,
Votto, Joey,458015,2019,35,608,20.2,12.5,.259,.446,.332,.347,.359,.186,88.9,15.2,40.7,28,6.9,38.2,98.39220904,5.284395747,2458,405,
Gardner, Brett,458731,2019,35,550,19.6,9.5,.233,.367,.344,.298,.312,.134,87.7,13.9,28.8,15,3.9,32.6,97.502337166,4.782383529,2381,386,
Joyce, Matt,459964,2019,34,238,18.9,16.0,.270,.438,.372,.360,.387,.168,87.7,16.8,38.1,10,6.5,33.5,97.49674013,4.879986948,999,155,
Braun, Ryan,460075,2019,35,508,20.7,6.7,.266,.470,.354,.339,.328,.204,91.5,7.3,33.3,34,9.5,45.3,102.052932898,7.456152393,1875,357,
Gordon, Alex,460086,2019,35,633,15.8,8.1,.255,.422,.319,.330,.338,.167,88.7,9.3,33.7,25,5.4,38.4,98.714198996,5.515087773,2350,463,
Andrus, Elvis,462101,2019,30,648,14.8,5.2,.271,.401,.300,.311,.315,.129,88.4,7.2,32.5,18,3.5,34.8,98.037067647,5.090040864,2528,514,
Cervelli, Francisco,465041,2019,33,160,25.6,8.1,.204,.348,.285,.285,.294,.144,86.9,12,35.6,6,5.9,31.7,96.6472466,4.3236233,640,101,
Cabrera, Melky,466320,2019,34,397,10.3,4.3,.278,.379,.301,.298,.311,.101,88.2,8.9,32.8,7,2.1,33,98.235874132,5.127403623,1359,338,
Sandoval, Pablo,467055,2019,32,296,22.6,6.1,.271,.474,.336,.335,.319,.203,89.8,10.9,37.1,24,11.4,44.7,102.585228252,7.645906942,1137,210,
Ramos, Wilson,467092,2019,31,524,13.2,8.4,.262,.398,.327,.314,.328,.136,90,-0.1,25.8,19,4.7,42.5,100.551024657,6.552424005,1720,407,
Santana, Carlos,467793,2019,33,686,15.7,15.7,.266,.480,.380,.367,.384,.214,91.8,11.7,29.1,45,9.6,44.9,101.70770382,7.190037742,2793,467,
Parra, Gerardo,467827,2019,32,301,19.6,6.3,.243,.382,.288,.296,.304,.138,86.2,10.2,35.8,10,4.6,21.6,95.14028514,3.596039296,1076,218,
Gonzalez, Carlos,471865,2019,33,166,31.3,10.8,.203,.323,.254,.273,.294,.119,87.6,1.4,28.4,6,6.3,34.7,99.800495957,5.900247979,635,95,
Mercer, Jordy,474568,2019,32,271,21.0,4.8,.261,.445,.314,.315,.302,.183,86.9,13.2,37.2,13,6.5,36.2,98.1160568,5.092855879,1081,199,
Belt, Brandon,474832,2019,31,616,20.6,13.5,.242,.457,.319,.346,.349,.214,87.3,22.4,41.4,35,8.7,35.7,97.86413404,4.972052601,2514,403,
Alonso, Yonder,475174,2019,32,335,20.9,11.6,.231,.374,.277,.305,.325,.143,88.1,14.1,32.6,12,5.4,39.3,99.496347857,5.805879821,1370,224,
Smoak, Justin,475253,2019,32,500,21.2,15.8,.249,.491,.323,.368,.376,.242,90.3,16.7,37.5,34,11,39.8,99.901978766,6.097331558,2044,309,
Zimmerman, Ryan,475582,2019,34,190,20.5,8.9,.248,.444,.313,.325,.316,.196,91.4,9.7,32.8,10,7.5,49.3,102.074712388,7.398411343,751,134,
Avila, Alex,488671,2019,32,201,33.8,17.9,.230,.499,.323,.360,.372,.269,91.4,9.4,42.7,18,18.8,49,99.813964167,6.602651146,857,96,
Brantley Jr., Michael,488726,2019,32,637,10.4,8.0,.293,.473,.367,.357,.360,.180,88.8,10.6,36.3,28,5.5,37.3,98.944887791,5.592931345,2316,513,
Castro, Jason,488771,2019,32,275,32.0,12.0,.246,.517,.328,.363,.346,.271,91.8,14.4,41.7,26,17.2,47,102.293181067,7.491659467,1146,151,
Gurriel, Yuli,493329,2019,35,612,10.6,6.0,.280,.415,.364,.321,.329,.135,89.3,14.3,33.5,18,3.6,38.1,99.115304494,5.675495972,2085,505,
Beckham, Gordon,493596,2019,32,240,28.3,5.4,.216,.376,.274,.278,.272,.160,86.2,14.1,36.8,14,9,36.8,97.900013077,4.982090516,987,155,
Rodriguez, Ronny,500135,2019,27,294,27.9,4.4,.220,.429,.283,.287,.256,.209,88.9,16.2,29.1,15,7.5,40.6,99.819800947,5.994103632,1045,199,
Rojas, Miguel,500743,2019,30,526,11.8,6.1,.271,.370,.305,.303,.322,.099,87.4,9.1,31.9,11,2.6,28.8,96.91060967,4.477684269,1867,427,
Escobar, Eduardo,500871,2019,30,699,18.6,7.2,.254,.464,.341,.326,.310,.209,87.8,18.4,38.6,36,7,31.4,96.833323953,4.47242407,2691,516,
Martinez, Jose,500874,2019,30,373,22.0,9.4,.273,.469,.323,.348,.344,.196,88.9,6.9,36.6,18,7.1,39.3,100.266536429,6.245312311,1567,254,
Adrianza, Ehire,501303,2019,29,236,16.9,8.5,.265,.392,.326,.325,.347,.127,86.6,14.9,36.9,6,3.6,28,96.524154146,4.27921122,870,168,
Lagares, Juan,501571,2019,30,285,26.3,7.7,.211,.297,.258,.254,.280,.087,88.3,11.2,33.3,6,3.2,34.4,98.32039382,5.227372599,1092,186,
Freese, David,501896,2019,36,186,23.7,12.4,.285,.529,.415,.384,.378,.243,91.5,11,36.4,18,15.3,50.4,101.869765254,7.522423932,748,118,
Davis, Khris,501981,2019,31,533,27.4,8.8,.232,.437,.289,.318,.307,.205,90.2,13.1,31.5,33,9.8,40.4,100.123268606,6.332532128,2066,337,
Pham, Tommy,502054,2019,31,654,18.8,12.4,.270,.455,.349,.354,.366,.185,90.9,5.2,29.7,35,7.9,45,101.772675315,7.171833612,2604,445,
Martinez, J.D.,502110,2019,31,657,21.0,11.0,.301,.567,.386,.396,.384,.266,91.3,12.5,40.7,52,11.8,47.9,102.131572903,7.491600668,2463,442,
Reddick, Josh,502210,2019,32,550,12.0,6.5,.275,.398,.308,.316,.324,.123,86.1,15.8,36,15,3.4,29.4,96.674681023,4.339940093,1993,445,
Freeman, Mike,502273,2019,31,213,28.6,10.3,.214,.296,.327,.277,.310,.082,85.6,8.9,35.7,3,2.4,27.8,96.204765172,4.107119483,845,126,
Dyson, Jarrod,502481,2019,34,452,19.0,10.4,.220,.294,.281,.273,.305,.074,83.9,9.6,29.3,5,1.6,21.8,94.212458882,3.256488845,1700,317,
Murphy, Daniel,502517,2019,34,478,15.5,6.7,.249,.369,.328,.290,.301,.120,86.3,14.8,36.7,9,2.4,28.3,95.939515543,3.973685299,1821,368,
Goldschmidt, Paul,502671,2019,31,682,24.3,11.4,.257,.509,.346,.359,.345,.252,90.1,15.4,36.4,49,11.3,42.4,101.099060419,6.813832214,2888,434,
Gonzalez, Marwin,503556,2019,30,463,21.2,6.7,.262,.436,.313,.323,.321,.174,90.7,11,35.1,21,6.4,44,100.17183773,6.492499015,1783,328,
Leon, Sandy,506702,2019,30,191,24.6,6.8,.170,.244,.239,.223,.236,.074,85.3,21.5,32.3,2,1.5,25,95.258450161,3.665594634,758,130,
Altuve, Jose,514888,2019,29,548,15.0,7.5,.268,.484,.374,.344,.328,.216,87.4,9.7,28.2,34,8.1,34.5,98.232746332,5.15652902,1994,422,
Hernandez, Cesar,514917,2019,29,667,15.0,6.7,.264,.375,.315,.302,.320,.111,86,9.5,32,14,2.7,28.3,96.063685391,4.063206289,2600,516,
Segura, Jean,516416,2019,29,618,11.8,4.9,.270,.401,.315,.310,.314,.131,88.2,7.2,31,16,3.2,32.7,98.140826245,5.158728356,2232,507,
Castro, Starlin,516770,2019,29,676,16.4,4.1,.268,.435,.307,.314,.301,.167,88.5,11,29.6,33,6.2,37.7,99.25870618,5.71512167,2485,534,
Marte, Starling,516782,2019,30,586,16.0,4.3,.297,.507,.353,.362,.346,.210,88.6,8.2,31.3,36,8,38.6,100.167259491,6.183408704,2127,451,
Culberson, Charlie,518586,2019,30,144,30.6,4.2,.235,.396,.306,.285,.271,.161,88.3,13.2,39.8,7,7.5,30.1,97.528101087,4.905866264,557,93,
d'Arnaud, Travis,518595,2019,30,391,21.7,8.2,.261,.454,.314,.335,.326,.193,90,14.6,33.8,21,7.7,39.7,100.203373676,6.327140037,1506,272,
Descalso, Daniel,518614,2019,32,194,29.4,11.9,.192,.298,.238,.266,.289,.106,88.8,11.4,31,5,4.4,31,97.119616909,4.593709273,818,113,
Dietrich, Derek,518618,2019,29,306,24.2,9.2,.218,.419,.334,.342,.358,.200,87.2,20.7,34.3,18,10.1,31.4,98.731933294,5.378876176,1199,178,
Donaldson, Josh,518626,2019,33,659,23.5,15.2,.262,.530,.377,.385,.383,.268,92.9,13.3,33.3,62,15.7,50.5,103.481444646,8.329034343,2742,396,
Freeman, Freddie,518692,2019,29,692,18.4,12.6,.294,.569,.387,.397,.389,.275,89.7,14.4,40,58,12.3,42.5,100.291077106,6.346356255,2750,472,
Grandal, Yasmani,518735,2019,30,632,22.0,17.2,.241,.475,.361,.366,.379,.234,90.7,14.2,37.5,43,11.3,41.8,101.083447676,6.798444108,2733,379,
Heyward, Jason,518792,2019,29,589,18.7,11.5,.255,.396,.328,.323,.347,.141,88.8,11.3,31.8,23,5.7,36.5,99.605955423,5.856621272,2231,406,
LeMahieu, DJ,518934,2019,30,655,13.7,7.0,.314,.522,.375,.376,.364,.208,91.9,6.5,35.2,39,7.5,48.5,101.237689802,7.21012604,2463,517,
Lucroy, Jonathan,518960,2019,33,328,15.5,8.2,.238,.367,.286,.299,.314,.129,86.9,12.5,31,7,2.9,32.5,97.427466639,4.740217257,1351,245,
Moreland, Mitch,519048,2019,33,335,22.1,10.1,.256,.494,.347,.352,.334,.238,90.8,10.1,33.2,26,11.5,45.6,101.731563274,7.18590146,1348,226,
Moustakas, Mike,519058,2019,30,584,16.8,9.1,.260,.503,.348,.350,.334,.243,89.5,17.4,32.3,44,10.3,40.8,100.616091659,6.477699005,2233,427,
Rizzo, Anthony,519203,2019,29,613,14.0,11.6,.297,.487,.390,.388,.411,.190,89,12.6,36.8,29,6.8,37,100.200593521,6.167510706,2470,429,
Romine, Austin,519222,2019,30,240,20.8,4.2,.259,.429,.315,.306,.290,.170,88.5,10.9,29.4,12,6.7,40.2,101.295490899,6.709003539,871,180,
Sogard, Eric,519299,2019,33,442,14.3,8.6,.267,.376,.342,.310,.334,.108,85.7,19.3,40.7,7,2.1,20.4,94.087467711,3.057566737,1751,339,
Thames, Eric,519346,2019,32,459,30.5,11.1,.222,.429,.354,.324,.327,.206,90.9,19,36,23,8.9,44.2,100.581451032,6.612173187,1881,258,
Vogt, Stephen,519390,2019,34,280,23.6,7.1,.251,.485,.331,.330,.305,.234,89.8,22.4,37.3,20,10.4,41.1,99.381285625,5.80900125,1121,193,
Galvis, Freddy,520471,2019,29,589,24.6,4.8,.235,.384,.307,.280,.273,.149,88.8,14.7,31.8,23,5.5,36.4,97.641622,4.96163978,2289,415,
Forsythe, Logan,523253,2019,32,367,27.2,12.0,.234,.401,.298,.320,.332,.167,89.2,12.3,39.7,12,5.5,40.1,98.349886972,5.432547143,1665,219,
Flores, Wilmer,527038,2019,27,285,10.9,5.3,.285,.436,.358,.331,.332,.151,87.4,16.4,36.6,12,5.1,30.6,96.623078898,4.337248851,1105,235,
Puello, Cesar,527049,2019,28,147,25.9,6.8,.231,.379,.325,.321,.342,.148,86.3,-3.5,28.4,6,6.8,26.1,97.582336364,4.859433218,572,88,
Garcia, Avisail,541645,2019,28,530,23.6,5.8,.271,.492,.334,.343,.323,.221,89.5,9.8,34.1,43,11.7,40.3,102.26663962,7.27715218,1894,367,
Perez, Hernan,541650,2019,28,246,26.8,4.5,.216,.334,.271,.256,.253,.117,88.5,9.3,27.8,7,4.1,35.9,98.821071687,5.560488242,932,169,
Inciarte, Ender,542255,2019,28,230,17.8,11.3,.232,.317,.318,.291,.332,.085,83,9.7,35.2,3,1.9,17.6,92.852376923,2.739017484,902,159,
Ozuna, Marcell,542303,2019,28,549,20.8,11.3,.284,.532,.336,.378,.367,.248,91.8,13.5,32.8,45,12.1,49.2,102.910036923,7.876849368,2260,372,
Villar, Jonathan,542340,2019,28,714,24.6,8.5,.246,.412,.335,.315,.315,.165,88.9,8.2,30.3,32,6.8,37.1,100.064624522,6.076027283,2843,472,
Santana, Danny,542454,2019,28,511,29.5,4.9,.277,.504,.352,.345,.320,.226,91.4,13.5,37.8,31,9.5,43.6,100.974542805,6.798723537,1942,328,
Aguilar, Jesus,542583,2019,29,369,22.0,11.7,.245,.440,.307,.333,.335,.195,89.4,13.8,33.8,18,7.5,38.3,100.181083417,6.208859417,1518,240,
Beckham, Tim,542921,2019,29,328,31.1,6.4,.219,.420,.315,.297,.277,.201,87.2,10.8,33.7,17,8.4,33.8,98.720866633,5.392943077,1352,202,
Berti, Jon,542932,2019,29,287,25.4,8.4,.258,.379,.326,.317,.337,.121,86.9,5.2,32.1,7,3.8,38,98.903971522,5.495692404,1171,184,
Broxton, Keon,542979,2019,29,228,45.6,8.8,.162,.284,.229,.233,.239,.122,88.1,10.3,28.2,6,5.8,30.1,98.39266125,5.218946146,970,103,
Crawford, Brandon,543063,2019,32,560,20.9,9.5,.238,.395,.281,.306,.314,.157,87.8,8.3,36.7,21,5.4,35.1,97.781885729,4.971044648,2179,387,
Cron, C.J.,543068,2019,29,499,21.4,5.8,.274,.548,.325,.366,.331,.274,91.1,12.8,34,53,15,45,103.083095057,7.828876125,1936,353,
Dickerson, Alex,543105,2019,29,190,22.1,6.8,.269,.477,.341,.347,.329,.208,89.9,16.3,37.6,12,9,43.6,101.06648403,6.823635865,718,133,
Gomes, Yan,543228,2019,31,358,23.5,10.6,.217,.391,.298,.302,.313,.174,87.6,18.1,32,16,6.9,36.1,98.060562348,5.052168304,1419,231,
Grossman, Robbie,543257,2019,29,482,17.8,12.2,.263,.382,.299,.326,.356,.119,87.7,12.1,36,8,2.4,30.9,96.88005241,4.473119157,1896,336,
Harrison, Josh,543281,2019,31,147,18.4,4.1,.236,.401,.208,.289,.276,.165,86.3,19.6,31.3,6,5.4,29.5,95.856412909,3.936055273,541,112,
Hicks, Aaron,543305,2019,29,255,28.2,12.2,.203,.374,.325,.295,.302,.171,89.7,13.6,26.3,14,9.2,37.1,100.307197778,6.322209301,1071,152,
Hicks, John,543308,2019,29,333,32.7,3.9,.201,.350,.259,.248,.232,.148,87.9,16.2,34.1,14,6.6,29.9,98.566847308,5.283615337,1249,211,
Hosmer, Eric,543333,2019,29,667,24.4,6.0,.249,.411,.309,.304,.297,.162,90.8,2.1,29.1,33,7.2,46,102.123969913,7.383913595,2558,461,
Kipnis, Jason,543401,2019,32,511,17.2,7.8,.256,.419,.301,.316,.318,.163,88.1,14.1,33.1,21,5.5,34.4,97.701285761,4.914942527,1981,381,
McCann, James,543510,2019,29,476,28.8,6.3,.260,.450,.333,.326,.316,.190,90.2,10.8,36,28,9.2,44.2,100.577583974,6.572465629,1966,303,
Miller, Brad,543543,2019,29,170,26.5,8.8,.242,.519,.368,.348,.314,.277,92.6,17.7,26.6,14,12.8,46.8,102.629403962,7.770232264,659,109,
Nola, Austin,543592,2019,29,267,23.6,8.6,.233,.364,.337,.296,.311,.131,87.4,16.3,35,6,3.4,35.6,97.969191364,5.060430682,1049,177,
Rendon, Anthony,543685,2019,29,646,13.3,12.4,.310,.590,.413,.414,.407,.280,90.4,19.5,38.7,56,12,46.6,100.105818761,6.364729594,2613,468,
Semien, Marcus,543760,2019,28,747,13.7,11.6,.272,.495,.373,.363,.359,.224,88.9,14.9,34,47,8.5,38.1,98.394543077,5.291025385,2965,556,
Shaw, Travis,543768,2019,29,270,33.0,13.3,.186,.340,.248,.285,.307,.154,89.1,24.5,34,10,7.1,37.9,99.798239714,6.006399712,1176,141,
Springer III, George,543807,2019,29,556,20.3,12.1,.283,.578,.400,.400,.379,.295,89.8,10.5,31.6,52,14.1,44.8,102.243162402,7.348781653,2299,370,
Strange-Gordon, Dee,543829,2019,31,421,14.5,4.3,.250,.310,.282,.263,.285,.060,84.2,5.8,28.2,0,0,19,93.293252484,2.721132516,1455,341,
Vazquez, Christian,543877,2019,28,521,19.4,6.3,.250,.441,.331,.313,.300,.191,89.4,13.3,37.5,23,5.9,40.1,98.617452674,5.540655335,2013,387,
Wong, Kolten,543939,2019,28,549,15.1,8.6,.242,.349,.334,.297,.326,.108,86.1,12.6,28.6,9,2.2,25.4,96.025301799,4.013404021,2012,406,
Gregorius, Didi,544369,2019,29,344,15.4,4.9,.238,.392,.297,.287,.279,.154,88.2,17.9,28.9,15,5.5,35.8,98.420145227,5.221324621,1378,273,
Garcia, Leury,544725,2019,28,618,22.5,3.4,.242,.351,.294,.272,.275,.109,88.2,6.2,30.3,17,3.8,29.9,97.233707717,4.660403959,2163,452,
Vargas, Ildemaro,545121,2019,27,211,11.4,4.3,.261,.371,.300,.289,.293,.110,87.3,3.5,25.8,6,3.4,30.3,96.704520114,4.377253352,774,178,
Grichuk, Randal,545341,2019,27,628,26.0,5.6,.236,.428,.307,.304,.285,.192,89.3,16,31.3,36,8.5,39.8,100.740131792,6.423631368,2414,425,
Marisnick, Jake,545350,2019,28,318,29.9,5.3,.201,.332,.297,.259,.260,.131,86.7,11.5,27,8,4,31.2,98.39839375,5.229621623,1258,200,
Stassi, Max,545358,2019,28,147,33.3,8.2,.170,.260,.177,.233,.247,.090,89.3,12.4,21.2,3,3.5,41,99.121789048,5.808570723,557,85,
Trout, Mike,545361,2019,27,600,20.0,18.3,.310,.678,.436,.460,.456,.368,90.9,22.2,43.8,67,18.9,44.4,103.466773886,7.970475845,2509,354,
Herrera, Odubel,546318,2019,27,139,23.7,7.9,.226,.339,.272,.278,.292,.112,88,11,36.2,4,4.3,30.9,97.56891617,4.836191596,533,94,
Almora Jr., Albert,546991,2019,25,363,17.1,4.4,.254,.385,.271,.285,.288,.131,86.3,8.5,31,13,4.6,27.5,97.073710432,4.557715596,1317,284,
Ruiz, Rio,547004,2019,25,413,21.3,9.7,.230,.355,.294,.292,.305,.125,88.4,11.3,33.7,8,2.8,36.5,98.246970638,5.295943652,1594,285,
Wolters, Tony,547172,2019,27,411,16.5,8.8,.248,.320,.290,.286,.327,.072,85.3,10.1,37.5,0,0,19.7,93.761511081,2.91707878,1546,299,
Harper, Bryce,547180,2019,26,682,26.1,14.5,.273,.547,.365,.387,.384,.274,91.9,13.7,37.6,59,14.8,45.6,103.137354264,8.043547766,2787,399,
Perez, Roberto,547379,2019,30,449,28.3,10.0,.222,.444,.326,.321,.308,.222,90.2,5.7,32.6,30,11,41.3,101.381071221,6.869235939,1917,273,
Martin, Leonys,547982,2019,31,264,29.5,8.0,.182,.334,.269,.262,.262,.152,87.3,16.9,27.3,10,6.2,27.3,97.557633553,4.818935563,1023,161,
Abreu, Jose,547989,2019,32,693,21.9,5.2,.279,.517,.344,.358,.332,.238,92.1,10.9,35.2,63,12.8,48.2,103.146324797,7.996655894,2735,492,
Diaz, Elias,553869,2019,28,332,16.9,6.9,.238,.325,.265,.277,.297,.086,88.1,9.2,29.5,6,2.4,34.3,99.26563336,5.660186627,1370,251,
