last_name, first_name,player_id,year,player_age,b_total_pa,b_k_percent,b_bb_percent,xba,xslg,woba,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel,barrel_batted_rate,hard_hit_percent,avg_best_speed,avg_hyper_speed,pitch_count,batted_ball,
Hardy, J.J.,429666,2017,34,268,17.9,4.5,.232,.347,.251,.268,.270,.115,87,9.2,34.8,6,2.9,31.1,96.57881,4.299513922,1035,207,
Weeks Jr., Rickie,430001,2017,34,112,43.8,10.7,.170,.298,.297,.264,.282,.128,89.1,16.2,31.3,3,6.3,39.6,99.774872917,6.01316766,482,48,
Bautista, Jose,430832,2017,36,686,24.8,12.2,.210,.380,.295,.305,.315,.170,88.3,17,29.7,28,6.6,35.6,99.742989147,5.902020711,2977,424,
Jones, Adam,430945,2017,31,635,17.8,4.3,.263,.438,.334,.317,.302,.175,86.9,11.9,33.6,31,6.4,31.1,97.612420249,4.806676992,2285,488,
Aybar, Erick,430947,2017,33,370,15.4,7.6,.232,.318,.282,.273,.299,.086,82.7,7.5,30.2,5,1.8,15.8,92.378530809,2.457732583,1361,281,
Martin, Russell,431145,2017,34,365,22.7,13.7,.238,.408,.324,.339,.358,.170,88.3,6.9,32.9,16,7.1,37.9,99.739483125,6.018358117,1492,225,
Blanco, Andres,433217,2017,33,144,23.6,8.3,.191,.291,.243,.250,.264,.100,84.4,8.8,30.6,3,3.1,23.5,94.111374898,3.446691546,553,98,
Granderson, Curtis,434158,2017,36,527,23.3,13.5,.225,.454,.330,.340,.337,.229,87.7,20.2,33.1,36,10.9,34.4,97.813685466,4.975982733,2382,329,
Ruiz, Carlos,434563,2017,38,145,26.2,9.7,.240,.396,.295,.322,.335,.156,87.7,12,39.3,5,5.6,37.1,98.640769545,5.374718864,629,89,
Davis, Rajai,434658,2017,36,366,22.7,7.4,.229,.324,.279,.270,.289,.095,86,11.3,34.1,6,2.4,24.8,95.528917698,3.786664183,1332,255,
Ramirez, Hanley,434670,2017,33,553,21.0,9.2,.264,.482,.318,.347,.340,.218,88.5,12.6,35,36,9.5,38.4,100.642184895,6.389231636,2084,380,
Morales, Kendrys,434778,2017,34,608,21.7,7.1,.270,.512,.320,.354,.327,.241,91.1,9.5,31.1,43,10,46.6,102.120359252,7.560212248,2332,428,
Kendrick III, Howie,435062,2017,33,334,20.4,6.6,.272,.454,.361,.337,.330,.181,87.5,1.2,33.9,19,7.9,34,99.052667712,5.530071017,1310,239,
Napoli, Mike,435063,2017,35,485,33.6,10.1,.201,.448,.302,.314,.292,.247,88.3,22.2,29.1,42,15.8,41.5,100.263058346,6.244191208,2132,265,
Kinsler, Ian,435079,2017,35,613,14.0,9.0,.256,.428,.313,.328,.331,.172,86.3,19.5,37.2,23,4.9,30.1,96.329091379,4.174345162,2417,465,
McCann, Brian,435263,2017,33,399,14.5,9.5,.246,.428,.323,.326,.329,.182,87.6,14.5,33.8,16,5.4,33.8,97.364776259,4.728480612,1582,296,
Walker, Neil,435522,2017,31,448,17.2,12.3,.259,.418,.346,.340,.359,.158,85.9,17,35.4,15,4.8,31.3,97.399408571,4.699709481,1708,311,
Suzuki, Kurt,435559,2017,33,309,12.6,5.5,.259,.458,.372,.338,.332,.199,87.2,18.6,32.9,17,7.1,34.5,97.297925812,4.671044249,1105,240,
Desmond, Ian,435622,2017,31,373,23.3,6.4,.227,.312,.305,.265,.285,.085,87.6,0,22.5,7,2.7,31.3,99.106483701,5.583143281,1373,258,
Cruz Jr., Nelson,443558,2017,36,645,21.7,10.9,.288,.598,.385,.405,.378,.310,93.2,12.4,34.5,60,14.2,48.3,105.334256066,9.180409265,2474,423,
Jaso, John,444379,2017,33,302,21.9,13.2,.230,.422,.317,.332,.344,.192,85.8,19.1,37.7,15,7.9,30.4,96.872734167,4.477224974,1298,191,
Trumbo, Mark,444432,2017,31,603,24.7,7.0,.237,.403,.295,.300,.291,.166,89.8,12.7,26.5,29,7.1,38.5,101.885594829,6.981976406,2309,411,
Peralta, David,444482,2017,29,577,16.3,7.5,.262,.399,.342,.316,.324,.136,88,4.2,27,18,4.1,35.4,99.665493426,5.848729537,2144,434,
Pina, Manny,444489,2017,30,359,22.0,5.6,.247,.393,.323,.299,.298,.146,87.1,17.6,40,10,3.9,29.8,96.524705827,4.283349252,1425,255,
Escobar, Alcides,444876,2017,30,629,16.2,2.4,.253,.355,.269,.272,.275,.101,84,14,34.1,11,2.2,21,94.29035898,3.165861694,2233,508,
Jay, Jon,445055,2017,32,433,18.5,8.5,.277,.358,.330,.320,.360,.081,85.7,10.3,40.1,2,0.7,22.7,94.543936327,3.286275358,1705,304,
Prado, Martin,445988,2017,33,147,15.0,4.1,.250,.346,.274,.274,.281,.096,86.7,6.9,34.5,2,1.7,32.8,96.863218814,4.508556102,625,119,
Duda, Lucas,446263,2017,31,491,27.5,12.2,.238,.485,.341,.348,.340,.247,90.3,19.2,40.3,35,12.1,43.8,101.23668531,6.957369483,2024,290,
Wieters, Matt,446308,2017,31,465,20.2,8.2,.232,.367,.273,.287,.296,.135,85.7,12.4,34.3,13,3.9,29.3,95.992348171,3.999503018,1774,332,
Longoria, Evan,446334,2017,31,677,16.1,6.8,.249,.411,.312,.310,.306,.161,86.7,12.7,32.4,27,5.2,32.4,97.328537054,4.672334806,2492,516,
Cozart, Zack,446359,2017,31,507,15.4,12.2,.255,.400,.392,.330,.349,.146,85.8,14.8,35.7,16,4.4,28.9,96.24154978,4.132340744,2125,364,
Barney, Darwin,446381,2017,31,362,17.7,5.0,.228,.296,.263,.252,.272,.068,82.7,11.7,32,1,0.4,12.2,91.663620296,2.103144647,1332,278,
Guyer, Brandon,446386,2017,31,192,22.4,7.8,.242,.325,.293,.301,.337,.083,84.8,15.1,32.5,3,2.4,23,94.218302131,3.166343033,762,126,
Rodriguez, Sean,446481,2017,32,153,37.3,10.5,.173,.294,.257,.260,.282,.121,86.6,13.2,38.2,3,3.9,27.6,97.679091892,4.841015,593,76,
Lobaton, Jose,446653,2017,32,158,22.2,8.9,.219,.388,.232,.294,.294,.169,85,9.8,32.4,6,5.6,31.5,97.263436604,4.655227736,627,108,
Reynolds, Mark,448602,2017,33,593,29.5,11.6,.224,.421,.357,.319,.315,.198,87.2,11.8,36.5,29,8.3,35.9,99.407083161,5.780711758,2470,348,
Davis, Chris,448801,2017,31,524,37.2,11.6,.223,.447,.312,.329,.320,.224,90.1,15,40.4,34,12.8,45.5,101.208092652,6.924044487,2118,265,
Zobrist, Ben,450314,2017,36,496,14.3,10.9,.258,.399,.302,.324,.342,.141,87.2,9.3,29,17,4.6,32.2,97.029348033,4.52659918,1939,369,
Fowler, Dexter,451594,2017,31,491,20.6,12.8,.276,.464,.358,.358,.373,.188,88.5,13.1,40.2,21,6.5,36.9,98.812064188,5.552703417,1972,323,
Flowers, Tyler,452095,2017,31,370,22.2,8.4,.264,.423,.358,.347,.365,.159,89.6,11.2,32.1,15,6.3,40.1,101.168378475,6.641653898,1436,237,
Headley, Chase,452104,2017,33,586,22.5,10.2,.250,.387,.329,.316,.333,.137,87.2,11.7,36.9,18,4.6,33.2,97.54704401,4.799730234,2331,388,
Drew, Stephen,452220,2017,34,106,19.8,7.5,.214,.327,.285,.268,.276,.113,88.1,20.5,33.8,2,2.6,23.4,95.655110256,4.042988571,440,77,
Smith, Seth,452234,2017,34,373,21.2,9.7,.269,.456,.332,.349,.352,.187,89.8,9.9,36.9,18,7.1,40.9,100.332459603,6.336116548,1580,252,
Lind, Adam,452252,2017,33,301,15.6,9.3,.283,.524,.363,.370,.352,.241,90.7,10.7,32.7,19,8.4,45,100.776685676,6.76900509,1173,226,
Pence, Hunter,452254,2017,34,539,18.9,7.4,.255,.425,.303,.319,.313,.170,89,4.2,25.3,23,5.8,37.6,99.58201599,5.953045685,2136,395,
Span, Denard,452655,2017,33,542,12.7,7.4,.283,.409,.325,.327,.340,.126,85.3,11,34.2,14,3.3,25.1,95.627568152,3.838526588,2032,430,
Hanigan, Ryan,452672,2017,36,112,23.2,7.1,.223,.286,.289,.256,.288,.063,83.4,2.9,24.7,1,1.3,18.2,93.094630263,2.679042632,406,77,
Cabrera, Asdrubal,452678,2017,31,540,15.4,9.3,.264,.430,.338,.331,.338,.166,87.2,12,37.6,19,4.7,33.5,96.988177222,4.610835758,2062,402,
Ellsbury, Jacoby,453056,2017,33,409,15.4,10.0,.263,.375,.326,.318,.347,.112,85.6,10,33.2,8,2.7,25.4,96.048923517,4.037185379,1563,295,
Tulowitzki, Troy,453064,2017,32,260,15.4,6.5,.241,.372,.292,.289,.293,.132,86.4,9.2,26.2,10,5,33.7,97.559166337,4.807052736,966,202,
Blackmon, Charlie,453568,2017,30,725,18.6,9.0,.290,.519,.414,.372,.363,.229,87.3,13.4,38.1,45,8.7,36.4,98.886140196,5.502053399,2885,515,
Blanco, Gregor,453923,2017,33,256,23.0,12.1,.227,.343,.308,.299,.323,.116,86,13.8,28.9,5,3,23.5,95.286780375,3.666769623,1105,166,
Frazier, Todd,453943,2017,31,576,21.7,14.4,.234,.456,.335,.355,.363,.221,87.5,20.3,33.1,34,9.6,30.3,97.706168418,4.869453003,2493,354,
Ellis, A.J.,454560,2017,36,163,17.8,7.4,.194,.323,.294,.273,.285,.129,86,11.5,27.6,3,2.6,31,96.70188875,4.407232342,641,116,
Iannetta, Chris,455104,2017,34,316,27.5,11.7,.222,.417,.367,.327,.329,.195,87.9,15.6,38.7,17,9.1,36.6,100.075605269,6.047059731,1369,186,
Maldonado, Martin,455117,2017,30,471,25.3,3.2,.210,.364,.279,.275,.266,.154,85.4,12.9,26.3,18,5.6,31.3,98.03510106,5.034565828,1777,319,
Chirinos, Robinson,455139,2017,33,309,25.6,11.0,.219,.453,.369,.339,.331,.235,87.6,17.7,27.4,21,11.3,38.3,99.236280444,5.657918333,1274,186,
Stewart, Chris,455755,2017,35,144,15.3,6.3,.223,.288,.207,.251,.281,.065,84.5,10.1,35.7,0,0,16.7,92.690691731,2.560085728,567,112,
Young, Chris,455759,2017,33,276,19.9,10.9,.234,.358,.310,.304,.323,.124,85.1,16,33.9,8,4.2,30.9,97.875227128,4.943788085,1110,189,
Markakis, Nick,455976,2017,33,670,16.4,10.1,.269,.382,.321,.320,.350,.113,88.3,8.8,34,16,3.3,34.7,98.025201618,5.159777069,2717,486,
Pedroia, Dustin,456030,2017,33,463,10.4,10.6,.279,.373,.331,.323,.358,.095,85.2,10.5,33.2,4,1.1,21.1,94.28011,3.156428524,1843,364,
Castillo, Welington,456078,2017,30,365,26.6,6.0,.268,.493,.344,.341,.313,.225,89.4,14.4,39,25,10.2,44.3,100.162680328,6.340867213,1445,246,
Nunez, Eduardo,456488,2017,30,491,11.0,3.7,.259,.356,.342,.284,.291,.097,86.4,6.3,25.5,7,1.7,32.4,98.033568146,5.029848998,1721,416,
Pearce, Steve,456665,2017,34,348,19.5,7.8,.245,.416,.323,.314,.313,.171,87.2,13.8,35.1,17,6.9,35.9,98.041747581,5.026160766,1372,248,
Cain, Lorenzo,456715,2017,31,645,15.5,8.4,.300,.432,.347,.348,.364,.132,89.1,10.2,32.1,17,3.5,35.6,99.721094938,5.977696337,2515,486,
McCutchen, Andrew,457705,2017,30,650,17.8,11.2,.283,.481,.360,.362,.367,.198,88.4,14.2,33.7,35,7.7,38.9,99.573228009,5.969810708,2621,457,
Jackson, Austin,457706,2017,30,318,20.1,10.4,.278,.414,.371,.339,.355,.137,88.9,10.5,35.9,11,5,34.2,97.616436789,5.050433028,1365,220,
Upton, Justin,457708,2017,29,635,28.3,11.7,.255,.508,.378,.361,.345,.253,88.8,15.7,36,50,13.2,41.3,100.869304656,6.541684074,2695,378,
Maybin, Cameron,457727,2017,30,450,20.9,11.3,.233,.349,.300,.301,.326,.116,87.2,4.6,29,10,3.3,32.7,97.416117919,4.744828889,1838,303,
Turner, Justin,457759,2017,32,543,10.3,10.9,.298,.548,.400,.399,.398,.249,89.4,18.5,37.7,35,8.6,38.6,98.406863564,5.433791092,2030,409,
Posey III, Buster,457763,2017,30,568,11.6,10.7,.277,.443,.366,.345,.365,.165,88.7,11.6,36.5,15,3.5,34.8,97.772684491,5.076547332,2073,433,
Espinosa, Danny,457787,2017,30,295,36.9,7.1,.188,.323,.232,.260,.263,.135,87.4,13.5,31.3,11,6.9,28.7,98.113783649,5.096988163,1104,160,
Bruce, Jay,457803,2017,30,617,22.5,9.2,.261,.501,.350,.354,.332,.241,88.4,18.4,39.4,44,10.5,38.8,99.028100909,5.629769688,2432,419,
Votto, Joey,458015,2017,33,707,11.7,19.0,.299,.555,.428,.416,.439,.257,87.5,14.1,40.5,44,9.1,32.8,97.453070166,4.834896258,2733,482,
Rasmus, Colby,458675,2017,30,129,34.9,5.4,.256,.538,.365,.351,.302,.282,89.1,15.2,41.6,12,15.6,44.2,100.926221842,6.878046133,478,77,
Gardner, Brett,458731,2017,33,682,17.9,10.6,.269,.404,.336,.333,.355,.135,86.4,10.3,34.4,18,3.8,31,96.828625447,4.422865617,2890,480,
Young Jr., Eric,458913,2017,32,125,24.8,4.0,.218,.298,.329,.272,.297,.081,85.3,3.3,22,1,1.2,30,96.096041053,4.187302,434,82,
Saunders, Michael,459431,2017,30,234,23.5,6.4,.226,.367,.256,.278,.279,.141,85.9,11.9,26.4,11,6.7,32.1,97.669538889,4.875399193,985,163,
Joyce, Matt,459964,2017,32,544,20.8,12.1,.254,.480,.343,.356,.349,.226,88.2,15.1,38.3,32,8.8,34.4,98.388749333,5.231177361,2266,363,
Hundley, Nick,460026,2017,33,303,26.7,4.0,.238,.404,.289,.287,.270,.166,88.6,13.1,32.9,17,8.1,41,100.205753558,6.164947596,1134,210,
Pennington, Cliff,460060,2017,33,217,26.7,7.4,.226,.312,.279,.266,.286,.086,86.3,15.1,34.5,2,1.4,24.6,95.205377714,3.631101295,888,142,
Braun, Ryan,460075,2017,33,424,17.9,9.0,.269,.476,.347,.348,.340,.206,89.9,7.7,30.8,26,8.4,44,101.835072157,7.066895458,1550,308,
Butera, Drew,460077,2017,33,177,23.2,6.8,.210,.279,.266,.245,.269,.069,85.1,18.6,30.9,0,0,24.6,95.074269167,3.548587583,720,123,
Gordon, Alex,460086,2017,33,541,23.3,8.3,.225,.358,.269,.296,.312,.133,86.3,13.8,34.6,16,4.5,31.3,97.557368844,4.780268526,2200,356,
Gimenez, Chris,460269,2017,34,225,26.7,14.7,.208,.340,.326,.309,.339,.132,86.1,15.6,35.2,4,3.1,31.3,97.078167097,4.576765484,943,128,
Gomez, Carlos,460576,2017,31,426,29.8,7.3,.246,.440,.343,.335,.334,.194,88.6,15.9,37.3,22,8.8,34.9,99.838947603,5.972130083,1595,249,
Moss, Brandon,461235,2017,33,401,31.9,9.2,.237,.505,.301,.342,.307,.268,89.6,17.8,36.4,35,14.8,41.9,101.568370932,6.88060572,1648,236,
Kemp, Matt,461314,2017,32,467,21.2,5.8,.286,.506,.328,.349,.327,.220,88.3,8.4,39.1,32,9.4,38.8,99.636964201,5.884457426,1676,340,
Plouffe, Trevor,461858,2017,31,313,28.1,8.9,.222,.359,.258,.285,.295,.137,87.9,11.8,30.6,8,4.1,38.5,99.513207653,5.788042513,1255,196,
Romine, Andrew,461865,2017,31,348,19.3,6.3,.253,.355,.274,.292,.308,.102,83.7,7.9,33.7,4,1.6,26.7,94.959957619,3.572560876,1332,255,
Andrus, Elvis,462101,2017,28,689,14.7,5.5,.264,.406,.344,.309,.308,.141,86.5,7.6,32.5,23,4.2,31.3,97.34644348,4.675939744,2547,547,
Cervelli, Francisco,465041,2017,31,304,21.4,10.5,.244,.376,.315,.318,.338,.133,87.5,6.6,36.3,9,4.5,31.8,97.1657409,4.747388744,1212,201,
Cabrera, Melky,466320,2017,32,666,11.1,5.4,.297,.426,.319,.331,.337,.130,88.3,8.9,33.6,21,3.8,35.1,98.704474364,5.396938436,2421,554,
Sandoval, Pablo,467055,2017,30,279,19.0,5.7,.226,.393,.271,.287,.273,.168,89.4,10.9,28.2,14,6.7,37.5,99.07681125,5.656333365,1097,209,
Ramos, Wilson,467092,2017,29,224,16.1,4.5,.253,.460,.307,.319,.289,.208,86,5.9,32.6,15,8.6,36.6,98.851057386,5.456531714,718,175,
Santana, Carlos,467793,2017,31,667,14.1,13.2,.266,.463,.350,.359,.371,.197,88.6,13,28.4,36,7.5,38.6,100.531000591,6.310816646,2648,479,
Parra, Gerardo,467827,2017,30,425,15.8,4.7,.272,.403,.337,.311,.312,.131,86,8.3,37.7,7,2.1,29.7,96.518053497,4.302268804,1536,334,
Montero, Miguel,471083,2017,33,213,22.1,10.8,.180,.336,.289,.273,.281,.156,85.2,14.4,29.3,7,5,25.2,95.154005429,3.62444741,858,140,
Gonzalez, Carlos,471865,2017,31,534,22.3,10.5,.235,.367,.327,.303,.318,.132,87.5,6.2,28.9,21,5.9,37,100.346325,6.176876433,1941,357,
Valbuena, Luis,472528,2017,31,401,26.4,12.0,.205,.420,.308,.315,.304,.216,87.5,17.2,30.1,27,11,33.3,97.661652049,4.870248361,1702,246,
Mercer, Jordy,474568,2017,30,558,15.8,9.1,.254,.374,.308,.299,.326,.121,85.8,9.1,35.3,13,3.1,32.4,96.630869951,4.331540922,2187,416,
Belt, Brandon,474832,2017,29,451,23.1,14.6,.265,.530,.352,.385,.377,.266,89.3,22,34.8,31,11.1,40.6,99.844768074,6.076818885,1858,279,
Carter, Chris,474892,2017,30,208,36.5,9.6,.195,.414,.284,.300,.282,.219,89.8,22.2,31.8,13,11.8,38.5,100.904042182,6.623947982,890,110,
Alonso, Yonder,475174,2017,30,521,22.6,13.1,.260,.497,.366,.362,.359,.237,89.2,19.4,35.7,33,9.9,41.1,100.057401916,6.206907808,2078,333,
Smoak, Justin,475253,2017,30,637,20.1,11.5,.278,.567,.371,.390,.363,.289,89.6,17.1,39.4,59,13.6,43,100.441081336,6.461572656,2591,434,
Zimmerman, Ryan,475582,2017,32,576,21.9,7.6,.290,.555,.387,.378,.347,.265,91.4,8.3,32.3,49,12.2,49.1,103.274381658,8.067274534,2222,403,
Lowrie, Jed,476704,2017,33,645,15.5,11.3,.289,.481,.347,.365,.371,.191,89.1,18.7,43.2,28,6,37.7,97.922941288,5.186905794,2584,470,
Carrera, Ezequiel,485567,2017,30,325,23.1,9.2,.237,.362,.334,.300,.317,.125,84.8,5.4,30.9,9,4.1,27.3,96.372439109,4.188783663,1329,217,
Avila, Alex,488671,2017,30,376,31.9,16.5,.273,.555,.362,.401,.395,.282,91,12.4,49.7,29,15,50.8,101.146655,7.22671349,1610,193,
Bourjos, Peter,488721,2017,30,203,26.1,5.9,.213,.320,.280,.257,.264,.107,85.7,7.2,24.1,5,3.6,26.5,97.136768182,4.669564504,814,137,
Brantley Jr., Michael,488726,2017,30,375,13.3,8.3,.288,.432,.342,.339,.352,.144,88.4,9.9,33.9,12,4.1,36.1,98.927505274,5.583763265,1391,292,
Castro, Jason,488771,2017,30,407,26.5,11.1,.241,.401,.315,.321,.333,.160,87.2,13.2,39.6,17,6.8,32,98.441505,5.241728105,1645,250,
Escobar, Yunel,488862,2017,34,381,13.4,7.6,.272,.421,.318,.327,.332,.149,89,2.3,31.8,15,5,39.1,99.508337919,5.906037349,1357,299,
Moore, Tyler,489138,2017,30,203,27.6,4.9,.217,.389,.282,.274,.257,.172,88,17.8,32.4,11,8.1,33.1,97.694670294,4.982298074,771,136,
Morrison, Logan,489149,2017,29,601,24.8,13.5,.253,.511,.363,.368,.361,.258,88.6,17.6,39.6,47,12.8,42.3,100.762449945,6.491850929,2356,366,
Rosales, Adam,489267,2017,34,312,32.1,3.5,.193,.284,.261,.227,.233,.090,87.7,17.3,29.4,6,3,33.2,97.91261117,5.048648032,1218,197,
Hernandez, Gorkys,491676,2017,29,348,21.0,8.9,.240,.328,.288,.286,.316,.088,85.2,9.3,31.1,4,1.7,26.1,96.191541207,4.126478095,1416,241,
Sucre, Jesus,491696,2017,29,192,18.2,3.6,.251,.412,.296,.302,.289,.161,86.5,14.7,41.5,6,4.1,32,96.873575342,4.473170138,720,147,
Aoki, Norichika,493114,2017,35,374,11.8,7.8,.256,.341,.315,.292,.318,.084,86.1,4.5,28.2,3,1,24.8,95.487867027,3.771342061,1460,298,
Cespedes, Yoenis,493316,2017,31,321,19.0,8.1,.272,.521,.369,.356,.334,.249,90.1,18.9,29.7,26,11.2,44.6,101.856377328,7.288512381,1317,232,
Gurriel, Yuli,493329,2017,33,564,11.0,3.9,.287,.435,.344,.326,.323,.148,89.9,10.4,29.2,16,3.4,43.5,100.797824255,6.666288745,1933,473,
Solarte, Yangervis,500208,2017,29,512,11.9,7.2,.242,.376,.311,.295,.305,.134,85.4,14.7,31.8,16,3.9,27.6,96.683606453,4.370714926,1773,409,
Rojas, Miguel,500743,2017,28,306,10.5,8.8,.280,.344,.318,.309,.354,.064,83.8,9.3,32.9,0,0,22.7,94.580264407,3.427650975,1121,243,
Escobar, Eduardo,500871,2017,28,499,19.6,6.6,.258,.464,.320,.332,.315,.206,86.5,17.8,37.2,30,8.3,30.6,97.19438,4.62906241,2006,363,
Martinez, Jose,500874,2017,28,307,19.5,10.4,.329,.598,.379,.418,.398,.269,90.9,11.3,37.7,23,10.7,45.3,101.224561121,7.020299812,1242,215,
Adrianza, Ehire,501303,2017,27,186,13.4,8.6,.236,.350,.302,.289,.306,.114,84.5,14.7,33.3,3,2.1,22.9,95.022386143,3.575775286,718,144,
Lagares, Juan,501571,2017,28,272,20.6,5.1,.232,.340,.287,.273,.280,.108,86,8.6,27.6,4,2,32.7,97.795031979,4.923219843,1033,199,
Almonte, Abraham,501659,2017,28,195,23.6,10.3,.242,.378,.298,.309,.323,.136,88,4.4,31.3,8,6.3,36.7,99.025639844,5.630548504,769,128,
Freese, David,501896,2017,34,503,23.1,11.5,.258,.395,.326,.341,.368,.137,88.9,3.1,31.2,20,6.4,42.9,100.616931154,6.565123301,2076,314,
Davis, Khris,501981,2017,29,652,29.9,11.2,.259,.575,.361,.387,.349,.316,92.2,14.2,37.6,67,17.7,52.4,103.405577302,8.415094577,2591,378,
Pham, Tommy,502054,2017,29,530,22.1,13.4,.278,.481,.398,.377,.388,.203,89.6,6.9,34.3,31,9.3,43.7,102.042591879,7.223853252,2120,332,
Chisenhall, Lonnie,502082,2017,28,270,20.4,9.3,.250,.471,.369,.338,.326,.221,86.3,16.6,30.5,19,10.2,36.9,98.3193375,5.201532678,1071,187,
Presley, Alex,502100,2017,31,264,18.6,5.7,.300,.379,.334,.315,.340,.080,85.5,9.7,40.7,2,1,23.7,94.829667041,3.432345487,1063,199,
Martinez, J.D.,502110,2017,29,489,26.2,10.8,.300,.693,.430,.432,.374,.394,91,15.4,37.7,60,19.5,49.3,103.374047255,8.173140588,1911,308,
Valencia, Danny,502143,2017,32,500,24.4,8.0,.242,.385,.311,.302,.305,.142,88.2,8.9,31.5,19,5.7,37.5,99.781746467,5.987572132,2000,336,
Reddick, Josh,502210,2017,30,540,13.3,8.0,.291,.440,.357,.340,.347,.149,87.7,17.8,38.3,16,3.8,31.6,97.653595,4.85719691,2037,418,
Gentry, Craig,502226,2017,33,117,20.5,9.4,.272,.390,.314,.327,.349,.118,85.9,10.2,30.9,4,4.9,24.7,95.504807568,3.757378378,450,81,
Dyson, Jarrod,502481,2017,32,390,14.1,7.2,.250,.331,.296,.295,.327,.081,82.4,9.5,30.3,5,1.7,18.5,93.067659568,2.843594729,1412,297,
Murphy, Daniel,502517,2017,32,593,13.0,8.8,.301,.492,.385,.359,.366,.191,89.6,17.3,39.6,22,4.8,41.8,99.20205313,5.870564488,2174,460,
Goldschmidt, Paul,502671,2017,29,665,22.1,14.1,.284,.562,.400,.398,.394,.278,91.5,11.6,32.8,55,13.3,47.5,101.943215433,7.53559947,2762,415,
Gonzalez, Marwin,503556,2017,28,515,19.2,9.5,.247,.408,.382,.320,.330,.161,88.7,11.7,29.4,24,6.6,36.6,98.976971932,5.631260456,2113,361,
Amarista, Alexi,506560,2017,28,176,21.6,4.0,.214,.275,.267,.230,.246,.061,84.1,9.7,42.7,1,0.8,16.8,92.907598,2.499046538,698,131,
Leon, Sandy,506702,2017,28,301,24.6,8.3,.205,.302,.279,.258,.274,.097,83.7,15.2,33.8,5,2.5,24.9,94.878885758,3.545857005,1241,201,
