last_name, first_name,player_id,year,player_age,b_total_pa,b_k_percent,b_bb_percent,xba,xslg,woba,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel,barrel_batted_rate,hard_hit_percent,avg_best_speed,avg_hyper_speed,pitch_count,batted_ball,
Tapia, Raimel,606132,2022,28,433,18.7,3.7,.256,.366,.293,.286,.284,.110,87.6,4,27.5,17,5.1,38,99.701438303,5.926071212,1578,334,
Aquino, Aristides,606157,2022,28,276,36.6,6.2,.180,.317,.267,.243,.231,.136,85.6,17.4,27.2,13,8.2,34.6,99.168037143,5.584018571,1092,158,
Hernandez, Teoscar,606192,2022,29,535,28.4,6.4,.265,.501,.348,.351,.314,.236,92.6,11.6,36.3,52,15,53.3,103.420419483,8.496717867,2082,347,
Marte, Ketel,606466,2022,28,558,18.1,9.9,.251,.377,.317,.315,.333,.126,90.1,13.5,31.6,24,6.1,41.9,101.202754619,6.845027056,2159,396,
Haase, Eric,606992,2022,29,351,27.6,6.8,.239,.399,.322,.302,.292,.161,87.7,17,32.3,20,8.7,42.4,100.507001491,6.311526476,1376,229,
Nimmo, Brandon,607043,2022,29,673,17.2,10.5,.261,.409,.353,.342,.357,.148,89.4,6.1,28.1,33,7,39.8,100.251301732,6.354698482,2781,470,
Peterson, Jace,607054,2022,32,328,25.9,10.1,.235,.366,.306,.303,.316,.132,88.6,9.7,33.7,15,7.2,36.1,98.360158137,5.264631576,1420,208,
Turner, Trea,607208,2022,29,708,18.5,6.4,.276,.432,.350,.335,.327,.156,88.9,10.2,35.3,40,7.6,41.6,100.188198893,6.238854962,2720,527,
Stallings, Jacob,607732,2022,32,384,21.6,7.6,.221,.312,.265,.274,.292,.091,86.7,12.9,33.5,9,3.4,32.3,96.725527727,4.385356023,1474,266,
Ramirez, Jose,608070,2022,29,685,12.0,10.1,.255,.407,.363,.320,.338,.152,87.7,20.8,33.3,34,6.4,36.9,98.899687816,5.511170843,2742,528,
Bregman, Alex,608324,2022,28,656,11.7,13.3,.256,.414,.358,.350,.369,.158,88.9,19.6,35.8,34,7.1,37.7,98.372362647,5.362466723,2521,481,
Gallo, Joey,608336,2022,28,410,39.8,13.7,.169,.373,.286,.295,.288,.205,89.6,23.8,29.3,33,17.6,50.5,103.219150538,7.983145645,1725,188,
Kelly, Carson,608348,2022,27,354,20.1,8.2,.225,.345,.275,.288,.298,.120,87.7,14.7,33.2,13,5.2,36.8,98.3885,5.265690161,1423,250,
Seager, Corey,608369,2022,28,663,15.5,8.7,.283,.510,.331,.372,.354,.226,91.1,13.6,38.4,52,10.5,45.5,101.598305628,7.219542252,2268,495,
Winker, Jesse,608385,2022,28,547,18.8,15.4,.248,.400,.313,.345,.370,.152,87.6,16.9,31.5,26,7.3,33.8,98.565315371,5.283906143,2229,356,
Mazara, Nomar,608577,2022,27,171,23.4,5.8,.250,.357,.297,.294,.303,.106,86.1,17.6,35.3,5,4.2,32.8,97.016111333,4.550589748,714,119,
Plawecki, Kevin,608700,2022,31,186,17.2,7.5,.228,.299,.259,.268,.294,.071,89.3,11.4,28.3,0,0,37.7,99.158922794,5.839090221,698,138,
Refsnyder, Rob,608701,2022,31,177,26.0,8.5,.279,.452,.381,.365,.367,.174,90,12.8,45.5,11,10,44.3,100.501964717,6.647838679,732,110,
Reynolds, Matt,608703,2022,31,272,28.7,9.6,.215,.305,.293,.272,.294,.090,90.2,5.6,36.5,5,3,42.4,99.450327831,6.04816097,1080,167,
Meneses, Joey,608841,2022,30,240,21.7,6.3,.267,.457,.395,.332,.315,.190,91.4,9.5,39,17,9.9,47.1,101.552249535,7.227615673,938,172,
Andujar, Miguel,609280,2022,27,140,19.3,3.6,.253,.351,.247,.281,.281,.098,84.4,9.2,34.3,4,3.7,31.5,97.706368148,4.953611028,511,108,
Vosler, Jason,613564,2022,28,111,26.1,9.0,.244,.376,.349,.312,.326,.132,84.7,15.2,41.4,3,4.3,25.7,96.156387143,4.284307101,419,70,
Cordero, Franchy,614173,2022,27,275,33.5,10.2,.228,.402,.304,.313,.310,.174,89.7,12.7,39,19,12.3,45.5,103.480728533,7.902442667,1091,154,
Reyes, Franmil,614177,2022,26,473,33.2,6.3,.203,.358,.280,.275,.260,.154,92,9.8,27.5,32,11.3,45.9,102.157059714,7.453525357,1853,284,
Torrens, Luis,620443,2022,26,166,30.1,7.2,.230,.327,.261,.280,.295,.097,90.1,8.8,32,5,4.9,46.5,99.3099478,6.3601768,677,103,
Swanson, Dansby,621020,2022,28,696,26.1,7.0,.256,.461,.337,.337,.313,.205,90.2,15.6,37,50,10.8,46.5,100.873086026,6.84243453,2751,462,
Newman, Kevin,621028,2022,28,309,15.5,5.2,.260,.332,.303,.285,.304,.072,85.8,13.1,31.7,4,1.6,27.2,96.298301429,4.167220464,1080,243,
Taylor, Chris,621035,2022,31,454,35.2,9.7,.195,.340,.298,.277,.282,.145,87.4,20.4,40.8,25,10.2,38,98.711167025,5.447132946,1980,245,
Correa, Carlos,621043,2022,27,590,20.5,10.3,.276,.484,.362,.363,.353,.208,89.9,11.6,35.3,46,11.4,44.7,101.992873251,7.284200765,2419,405,
Phillips, Brett,621433,2022,28,225,41.8,7.1,.156,.244,.213,.220,.230,.088,88.5,22.8,32.1,5,4.5,29.5,97.432571887,4.851488396,982,112,
Taylor, Tyrone,621438,2022,28,405,25.2,5.4,.236,.412,.314,.307,.289,.176,88,16.9,34.7,27,9.9,37.6,99.154219632,5.742033346,1522,274,
Buxton, Byron,621439,2022,28,382,30.4,8.9,.242,.509,.356,.358,.323,.267,92.9,21.4,34.2,37,16.4,50.2,103.777473894,8.593327289,1529,225,
Bolt, Skye,621450,2022,28,116,25.9,6.0,.194,.321,.261,.258,.256,.127,89.2,9.3,29.9,4,5.2,35.1,98.380471053,5.373823467,483,77,
Ward, Taylor,621493,2022,28,564,21.3,10.6,.268,.474,.362,.361,.352,.206,90,15.8,41.8,47,12.4,42.9,100.184571947,6.439550026,2297,380,
Nido, Tomas,621512,2022,28,313,24.3,4.5,.242,.377,.265,.287,.279,.135,86.3,8.3,40.1,14,6.3,33.3,97.78503301,4.921847902,1067,222,
Wisdom, Patrick,621550,2022,30,534,34.3,9.9,.188,.380,.316,.295,.284,.191,90.7,21,29.8,41,14.2,46.3,102.164032394,7.695873993,2233,289,
Wendle, Joey,621563,2022,32,371,13.5,4.0,.250,.331,.289,.276,.289,.081,87.5,3,27.9,5,1.7,36.2,98.002213624,5.083673569,1281,301,
Olson, Matt,621566,2022,28,699,24.3,10.7,.249,.468,.344,.348,.335,.220,92.9,15.9,33.8,61,13.6,51.1,103.701263363,8.568146525,2893,450,
Duffy, Matt,622110,2022,31,247,20.2,6.9,.234,.333,.279,.280,.293,.098,87.1,9.9,38.8,5,2.8,25.8,96.07908618,4.086828814,934,178,
Margot, Manuel,622534,2022,27,363,18.7,6.6,.264,.357,.308,.299,.316,.092,89.5,10.2,30.9,10,3.7,37.9,99.958428538,6.191039654,1397,269,
Camargo, Johan,622666,2022,28,166,22.3,7.8,.225,.309,.276,.267,.286,.084,86.4,11.6,37.1,3,2.6,27.6,96.285072982,4.157890439,718,116,
Reyes, Victor,622682,2022,27,336,22.9,3.9,.261,.368,.284,.292,.297,.107,87.9,10.9,35.5,12,5,36.8,98.899174333,5.571189707,1283,242,
Mateo, Jorge,622761,2022,27,533,27.6,5.1,.221,.344,.281,.272,.268,.122,86.9,14.9,35.2,21,6,32.9,98.67668655,5.357844211,1982,352,
Heineman, Tyler,623168,2022,31,174,9.8,4.6,.244,.290,.248,.270,.303,.045,82.8,19.9,33.3,0,0,13.3,92.76174803,2.515176136,602,144,
Velazquez, Andrew,623205,2022,27,349,34.1,4.3,.202,.312,.239,.246,.243,.110,88,8.2,33,14,6.6,34,98.780373093,5.494339433,1320,212,
Bote, David,623520,2022,29,127,35.4,4.7,.233,.354,.325,.289,.293,.122,92.4,7.9,34.7,5,6.9,55.6,102.8376175,8.457184366,494,72,
Ramirez, Harold,623912,2022,27,435,16.6,4.4,.280,.387,.327,.314,.324,.108,88.5,4.8,32.2,16,4.8,41.2,101.050881737,6.664812126,1578,335,
Santander, Anthony,623993,2022,27,647,18.9,8.5,.256,.465,.336,.349,.334,.209,90.1,21.5,33,52,11.4,43.1,101.298760841,6.970416009,2618,457,
Alonso, Pete,624413,2022,27,685,18.7,9.8,.262,.489,.366,.354,.346,.227,89.8,18.2,34.5,59,12.3,44.8,102.849215397,7.616516548,2507,478,
Arroyo, Christian,624414,2022,27,300,16.3,4.3,.292,.430,.319,.330,.330,.138,88.9,9.1,34.9,15,6.4,42.1,100.637264188,6.490642232,1041,235,
Biggio, Cavan,624415,2022,27,303,28.1,12.5,.193,.319,.302,.288,.311,.126,87.9,19.6,36.2,12,6.9,32.8,97.288596395,4.792310174,1282,174,
Frazier, Adam,624428,2022,30,602,12.1,7.6,.261,.339,.274,.296,.324,.077,85.1,13.5,37,6,1.3,24.3,94.992943348,3.496506459,2191,478,
Trevino, Jose,624431,2022,29,353,17.6,4.2,.239,.364,.293,.281,.275,.125,87.9,13,31,14,5.1,35,98.396823259,5.244987844,1259,274,
Gordon, Nick,624503,2022,26,443,23.7,4.3,.261,.464,.321,.333,.308,.203,90.6,12.5,36.6,29,9.4,44.7,99.949105229,6.408223268,1550,309,
McGuire, Reese,624512,2022,27,274,20.4,4.4,.234,.325,.297,.268,.277,.091,86.9,13.9,33.2,5,2.5,29.5,96.365119368,4.212764603,967,202,
Soler, Jorge,624585,2022,30,306,29.4,10.1,.226,.421,.305,.322,.312,.196,91.2,13.7,33.1,22,12.2,43.6,103.631341,8.127923222,1276,181,
Sosa, Edmundo,624641,2022,26,190,26.3,2.6,.244,.350,.282,.286,.291,.106,86.8,11.4,34.4,7,5.5,29.7,97.432853438,4.759540157,653,128,
Hernandez, Yadiel,628450,2022,34,327,22.6,5.8,.243,.407,.315,.310,.293,.164,88.8,3.5,35.6,20,8.6,41.8,98.891035826,5.700822926,1303,233,
Ibanez, Andy,628451,2022,29,128,16.4,7.0,.214,.344,.249,.272,.270,.130,88.3,14.9,29.6,6,6.1,39.8,98.365345102,5.325839694,465,98,
Cronenworth, Jake,630105,2022,28,684,19.2,10.2,.221,.356,.318,.303,.319,.135,87.6,18.2,32.3,26,5.6,34.1,97.917362826,5.091918039,2665,464,
Meadows, Austin,640457,2022,27,147,11.6,10.9,.308,.460,.307,.380,.398,.153,87.8,17.2,34.2,7,6.3,39.6,99.928750727,6.100384273,590,111,
Mercado, Oscar,640458,2022,27,128,22.7,3.9,.204,.352,.266,.259,.241,.148,86.2,22,33.3,6,6.5,28.3,96.346218043,4.173109022,471,93,
Pinder, Chad,640461,2022,30,379,31.1,3.7,.235,.380,.281,.280,.263,.145,87.5,9.7,33.3,16,6.5,40.7,100.06829876,6.061727355,1437,246,
Azocar, Jose,640492,2022,26,216,20.4,5.6,.246,.323,.278,.277,.290,.077,88.3,9.4,31.3,4,2.5,30.6,97.407050789,4.782399276,768,160,
Anderson, Tim,641313,2022,29,351,15.7,4.0,.302,.438,.323,.340,.340,.136,88.2,3.3,37.5,16,5.8,41.2,98.957560507,5.5528044,1145,277,
Bellinger, Cody,641355,2022,26,550,27.3,6.9,.213,.354,.284,.278,.271,.141,89.4,20.3,34.4,30,8.3,38.1,98.149983833,5.243694234,2301,360,
Collins, Zack,641470,2022,27,108,38.0,8.3,.181,.317,.245,.257,.256,.137,91,20.1,35.1,5,8.8,40.4,99.471708621,6.050769123,477,57,
Crawford, J.P.,641487,2022,27,603,13.3,11.3,.256,.337,.306,.316,.353,.081,85.1,8.9,32.1,9,2,29.5,96.6347525,4.343605718,2477,445,
Delay, Jason,641511,2022,27,167,29.9,5.4,.200,.251,.243,.230,.253,.051,84.9,15.7,31.1,2,1.9,28.3,95.000275094,3.571062286,653,106,
Dozier, Hunter,641531,2022,30,500,25.0,6.8,.241,.387,.298,.301,.297,.146,88.5,13.1,33.1,26,7.7,38.5,99.977574226,6.108179224,1938,338,
Engel, Adam,641553,2022,30,260,29.2,4.2,.219,.287,.256,.246,.264,.068,87.9,15,30.8,3,1.8,33.1,98.589188571,5.376579521,992,169,
Fraley, Jake,641584,2022,27,247,21.9,10.5,.248,.417,.352,.333,.338,.168,85.1,13.8,33.5,12,7.3,27.6,96.829050864,4.417868519,985,164,
Garver, Mitch,641598,2022,31,215,24.7,10.7,.222,.405,.308,.319,.313,.182,88.9,18.4,37.2,12,8.8,38.7,99.517286232,5.963293942,943,137,
Guillorme, Luis,641645,2022,27,335,13.7,10.1,.255,.335,.311,.302,.335,.080,86.2,4.3,35.6,6,2.4,24.9,95.53920878,3.784068496,1373,253,
Hampson, Garrett,641658,2022,27,226,27.9,9.3,.202,.290,.267,.261,.282,.087,86.5,10.2,29.8,6,4.3,27.7,96.783443077,4.495778992,886,141,
Heim, Jonah,641680,2022,27,450,19.3,9.1,.224,.361,.306,.291,.296,.137,89.3,17,29.6,22,6.9,39.9,99.379567107,5.916796887,1759,321,
Leblanc, Charles,641779,2022,26,169,31.4,7.1,.218,.368,.318,.285,.278,.150,87.3,16.9,36.9,9,8.7,32,98.569849412,5.395520588,699,103,
Mancini III, Trey,641820,2022,30,587,23.0,9.0,.245,.410,.312,.327,.328,.165,89.5,12.7,39.6,38,9.8,40.4,100.078586134,6.256654381,2368,389,
McMahon, Ryan,641857,2022,27,597,26.5,10.1,.248,.423,.326,.330,.329,.176,91.7,10.8,36.4,39,10.4,46.5,102.094383676,7.689199432,2559,374,
Neuse, Sheldon,641914,2022,27,293,27.3,6.8,.212,.291,.253,.254,.272,.079,89.1,1.5,23,6,3.1,38.2,98.983222447,5.674738289,1160,191,
O'Neill, Tyler,641933,2022,27,383,26.9,9.9,.240,.423,.307,.331,.324,.183,89.8,13.6,36.6,27,11.3,43.3,101.028153782,6.805530169,1594,238,
Smith, Dominic,642086,2022,27,152,24.3,7.9,.219,.360,.254,.293,.299,.141,89.6,10.9,28.3,7,7.1,46.5,99.660695,6.216232222,577,99,
Tellez, Rowdy,642133,2022,27,599,20.2,10.4,.252,.479,.327,.349,.337,.226,91.1,15.3,31.4,53,12.9,46,102.553838927,7.690567213,2392,411,
VanMeter, Josh,642165,2022,27,192,23.4,9.9,.224,.341,.251,.288,.301,.117,88.1,14.3,37.5,6,4.7,33.6,97.489094531,4.863354961,804,128,
Wade, Tyler,642180,2022,27,163,20.2,6.1,.212,.278,.247,.248,.267,.065,83.9,11.5,37,2,1.7,16,93.738133673,3.012158454,628,119,
White, Eli,642201,2022,28,117,35.0,9.4,.183,.293,.260,.255,.261,.110,86.4,21.5,30.8,3,4.6,29.2,97.840377143,4.922132679,444,65,
Mejia, Francisco,642336,2022,26,299,21.7,2.3,.242,.329,.279,.262,.265,.087,86.8,15.7,39.1,6,2.7,28,96.324122655,4.181366356,1094,225,
Siri, Jose,642350,2022,26,325,33.2,6.2,.206,.323,.268,.261,.262,.116,87.4,15.6,35.1,12,6.2,33.3,99.422729149,5.713951223,1265,194,
Rosario, Amed,642708,2022,26,670,16.6,3.7,.276,.396,.311,.310,.308,.120,88.4,5,30.8,24,4.5,38.2,99.663413878,5.973874,2395,530,
Adames, Willy,642715,2022,26,617,26.9,7.9,.238,.451,.325,.323,.299,.213,88.9,18.9,36.4,52,13,43.6,100.099002736,6.300793591,2466,401,
Alcantara, Sergio,642727,2022,25,224,25.4,5.4,.209,.291,.269,.244,.254,.082,86.6,13.5,32.5,3,1.9,32.5,95.873264737,3.967081987,942,154,
Estrada, Thairo,642731,2022,26,541,16.5,6.1,.246,.352,.317,.299,.312,.107,86.2,8.1,31.6,18,4.4,31.1,97.092146345,4.54814231,1945,405,
Wynns, Austin,642851,2022,31,177,21.5,5.6,.223,.318,.298,.267,.279,.096,84.1,10.4,31.7,5,4,27,96.162621587,4.1438544,703,126,
Benintendi, Andrew,643217,2022,27,521,14.8,10.0,.273,.407,.342,.334,.347,.134,89.2,12.6,39.2,20,5.1,38.7,98.21078057,5.391636347,1926,390,
Cooper, Garrett,643265,2022,31,469,25.4,8.5,.260,.436,.330,.341,.338,.177,89.6,8.8,39,32,10.7,43.7,101.295185,6.99247689,1861,300,
Dubon, Mauricio,643289,2022,27,265,11.3,4.9,.240,.331,.248,.272,.280,.091,84.7,16.7,28.1,5,2.3,29.9,96.436572294,4.243366359,933,221,
Jansen, Danny,643376,2022,27,248,17.7,10.1,.264,.514,.364,.368,.344,.250,90.4,22.2,34.7,23,13.1,46.6,101.172294886,7.039463314,961,176,
Kemp, Tony,643393,2022,30,558,12.4,8.1,.219,.291,.287,.267,.294,.072,84.4,15,33.9,7,1.6,14.9,93.050155144,2.545713639,2047,436,
Kiner-Falefa, Isiah,643396,2022,27,531,13.6,6.6,.262,.333,.285,.290,.317,.071,86.2,4.3,29.6,5,1.2,30.1,96.614692718,4.355143236,1940,419,
McNeil, Jeff,643446,2022,30,589,10.4,6.8,.280,.389,.365,.323,.341,.109,86.9,12.8,39,13,2.7,30.2,96.275278692,4.172015654,2065,477,
Schwindel, Frank,643524,2022,30,292,19.9,6.5,.230,.351,.278,.278,.281,.121,88.1,10.2,31.6,10,4.7,35.5,98.512789626,5.354396573,1138,215,
Chang, Yu,644374,2022,26,190,31.1,8.4,.213,.357,.273,.290,.294,.144,88.8,14.3,35.1,10,9,36.9,99.67517875,5.930700901,762,111,
Albies, Ozzie,645277,2022,25,269,17.5,5.9,.239,.384,.305,.297,.290,.145,87.1,16.7,34.3,11,5.4,26.4,96.446178317,4.304011542,1027,204,
Robles, Victor,645302,2022,25,407,25.6,4.2,.203,.280,.260,.244,.256,.078,84.6,15.9,28.9,9,3.2,24,96.302188049,4.205568122,1415,277,
Herrera, Jose,645444,2022,25,124,27.4,7.3,.152,.180,.213,.186,.215,.029,84.7,3,23.5,0,0,11.1,92.613748158,2.421960667,475,81,
Ford, Mike,645801,2022,29,149,26.8,11.4,.210,.302,.280,.278,.306,.092,88.7,18.1,37.4,3,3.3,33,99.098360652,5.698905055,623,91,
Devers, Rafael,646240,2022,25,614,18.6,8.1,.281,.497,.373,.361,.347,.216,93.1,11.2,32.9,51,11.5,51,103.863591651,8.735837294,2232,444,
Naylor, Josh,647304,2022,25,498,16.1,7.6,.258,.431,.331,.328,.324,.172,89.4,10.2,28.9,32,8.6,42.6,101.031147459,6.740807724,1768,374,
Toro, Abraham,647351,2022,25,352,18.5,6.3,.226,.372,.246,.284,.277,.146,87,16.7,31.2,18,6.8,29.7,97.172547348,4.624451255,1340,263,
Diaz, Aledmys,649557,2022,31,327,16.2,5.5,.261,.396,.301,.308,.306,.134,86.6,12.4,30.3,16,6.3,36.8,99.127629206,5.589932143,1178,254,
Urias, Luis,649966,2022,25,472,21.0,10.6,.238,.398,.327,.326,.335,.161,87.3,18,34.3,26,8.3,35.3,97.964867677,5.080449903,1974,312,
Diaz, Lewin,650331,2022,25,174,31.0,6.3,.167,.262,.228,.219,.223,.095,88.3,15.6,29.6,6,5.6,28.7,97.258491481,4.70251037,732,108,
Arraez, Luis,650333,2022,25,603,7.1,8.3,.288,.408,.350,.333,.350,.121,88.9,12.9,38.7,18,3.6,30.2,96.195004348,4.276757036,2413,507,
Jimenez, Eloy,650391,2022,25,327,22.0,8.6,.266,.512,.370,.365,.335,.246,92.8,7.4,31.7,33,14.7,54.9,103.54562625,8.686543438,1178,224,
Torres, Gleyber,650402,2022,25,572,22.6,6.8,.244,.441,.328,.319,.298,.198,90.4,17.5,36.2,43,10.7,45.3,100.5348042,6.660057845,2226,401,
Castro, Willi,650489,2022,25,392,20.9,3.8,.261,.339,.285,.290,.304,.079,84.8,13.9,35.5,10,3.5,31.4,97.165751549,4.663004452,1440,287,
Diaz, Yandy,650490,2022,30,558,10.8,14.0,.288,.424,.366,.365,.395,.137,92.2,7.7,30.7,20,4.8,49,103.107838195,8.208559878,2157,414,
De La Cruz, Bryan,650559,2022,25,355,25.4,5.4,.287,.498,.313,.355,.327,.212,90.8,9.8,43.6,29,11.9,47.3,101.407773607,7.226009918,1387,243,
Rengifo, Luis,650859,2022,25,511,15.5,3.3,.254,.392,.314,.296,.285,.138,86.9,9.9,31.1,22,5.4,33.6,98.09743639,5.096324743,1818,411,
Adams, Riley,656180,2022,26,155,29.7,7.7,.200,.354,.249,.276,.267,.154,90.2,13.5,25,9,9.4,45.8,101.327463958,6.837029368,612,96,
Allen, Greg,656185,2022,29,134,31.3,7.5,.176,.246,.242,.229,.251,.070,87.6,8.5,25,2,2.5,32.5,97.13406027,4.677602568,531,80,
Chapman, Matt,656305,2022,29,621,27.4,11.0,.234,.440,.331,.341,.331,.206,92.2,19,34,48,12.9,51.2,102.906606237,8.223630699,2637,373,
Chavis, Michael,656308,2022,26,426,29.6,4.5,.218,.337,.282,.262,.256,.119,85.5,11.3,33,21,7.5,39,99.589595725,5.845542873,1524,279,
Fairchild, Stuart,656413,2022,26,110,30.9,7.3,.221,.396,.350,.317,.313,.175,88.9,13.3,31.7,6,9.5,41.3,99.364164194,5.906276721,423,63,
Hilliard, Sam,656541,2022,28,200,28.5,11.5,.216,.361,.251,.303,.312,.145,92,13.4,27.7,11,9.2,48.7,102.616565833,7.872595546,870,119,
Hoskins, Rhys,656555,2022,29,672,25.1,10.7,.239,.445,.345,.338,.327,.207,90.1,18.1,37.3,47,11.1,44.3,100.842284953,6.804616643,2897,424,
Joe, Connor,656582,2022,29,467,20.8,11.8,.241,.340,.314,.311,.342,.100,85.3,10.6,35.1,14,4.5,33.8,97.624297516,4.833330754,1900,308,
Luplow, Jordan,656669,2022,28,234,25.6,10.7,.198,.351,.281,.288,.293,.153,87.2,17.7,24,11,7.5,32.9,97.877095068,4.98903131,1006,146,
McKinstry, Zach,656716,2022,27,185,28.1,8.6,.229,.342,.280,.288,.300,.113,86.4,12.9,41.4,5,4.3,30.2,96.760488421,4.451668761,791,116,
Mullins II, Cedric,656775,2022,27,672,18.8,7.0,.232,.344,.315,.286,.297,.112,88.8,17.3,28.9,22,4.5,37.3,98.871069056,5.555528648,2460,488,
O'Hearn, Ryan,656811,2022,28,145,24.1,5.5,.271,.425,.272,.327,.321,.154,92.1,13.4,38,7,7,48,102.062682041,7.76288949,547,100,
Rivera, Emmanuel,656896,2022,26,359,23.1,6.4,.238,.410,.306,.310,.296,.173,90.4,9.8,32.3,23,9.3,38.3,99.960196371,6.242469274,1324,248,
Schwarber, Kyle,656941,2022,29,669,29.9,12.9,.237,.535,.355,.375,.341,.298,93.3,19.2,35.4,76,20.1,54.4,104.793857287,9.247555372,2878,379,
Smith, Pavin,656976,2022,26,277,24.2,10.1,.213,.375,.294,.301,.297,.162,87.9,15.2,28.7,18,9.9,35.9,98.397917802,5.251592099,1109,181,
Thomas, Lane,657041,2022,26,548,24.1,7.5,.221,.356,.308,.285,.286,.135,86.4,12.4,32.1,24,6.5,34.5,98.515858901,5.278828626,2204,371,
Verdugo, Alex,657077,2022,26,644,13.4,6.5,.277,.429,.319,.329,.327,.151,89.1,8.2,37.6,31,6,38.3,99.152847098,5.727843163,2490,513,
DeJong, Paul,657557,2022,28,237,33.3,8.9,.182,.327,.241,.267,.267,.146,87.6,21.7,25.6,13,9.8,37.6,99.542111493,5.858530902,977,133,
Laureano, Ramon,657656,2022,27,383,27.2,6.5,.219,.402,.294,.307,.294,.183,88.7,14.9,28.9,28,11.6,38.4,100.041538347,6.16358876,1514,242,
Papierski, Michael,657709,2022,26,103,25.2,9.7,.171,.204,.197,.217,.253,.033,77.4,12.2,28.4,0,0,9,88.340397273,1.381348308,409,67,
Sheets, Gavin,657757,2022,26,410,21.0,6.6,.224,.359,.308,.283,.281,.135,88.6,14.8,32.3,19,6.5,36.1,98.93534363,5.559241787,1699,294,
Olivares, Edward,658668,2022,26,174,20.7,5.7,.288,.433,.326,.339,.339,.145,89.2,6.6,34.9,8,6.3,38.9,99.966220794,6.23725184,689,126,
Moncada, Yoan,660162,2022,27,433,26.3,7.4,.220,.375,.275,.289,.282,.155,88.7,15.7,35.1,28,9.8,37.5,99.519949858,5.912687082,1725,285,
Ohtani, Shohei,660271,2022,27,666,24.2,10.8,.275,.549,.370,.383,.358,.274,92.9,12.1,35,72,16.8,49.8,103.823624272,8.520363788,2546,428,
Tsutsugo, Yoshi,660294,2022,30,193,25.9,9.8,.197,.285,.221,.254,.275,.088,88.8,10.1,32.3,7,5.6,36.3,98.366657419,5.35715629,861,124,
Castillo, Diego,660636,2022,24,283,26.5,4.9,.225,.390,.272,.294,.274,.166,89.3,14.8,37.7,19,9.9,39.2,98.825223263,5.548672963,1149,191,
Brujan, Vidal,660644,2022,24,162,22.8,7.4,.189,.256,.220,.236,.256,.066,86.1,14.2,30.4,3,2.7,27.7,96.400896071,4.213595893,612,112,
Garcia, Dermis,660650,2022,24,125,44.0,6.4,.167,.324,.285,.244,.227,.157,86.5,12.2,27.9,8,13.1,42.6,100.773491613,6.52853623,535,61,
Acuna Jr., Ronald,660670,2022,24,533,23.6,9.9,.271,.480,.335,.364,.358,.209,91.1,10.7,32.6,43,12.5,49.9,103.782167692,8.43848145,2162,344,
Ruiz, Keibert,660688,2022,23,433,11.5,6.9,.277,.403,.299,.328,.338,.126,88,14.9,36.3,13,3.7,32.3,97.283247895,4.718755058,1538,347,
Montero, Elehuris,660707,2022,23,185,32.4,4.3,.213,.338,.303,.260,.251,.125,89.8,13.2,34.5,10,8.6,39.7,100.524698276,6.381819741,674,116,
Gonzalez, Oscar,660757,2022,24,382,19.6,3.9,.279,.422,.339,.320,.313,.143,88.6,5.4,32.5,21,7.3,40.1,101.045260903,6.682138153,1409,289,
Yepez, Juan,660766,2022,24,274,22.3,5.8,.216,.394,.319,.286,.263,.178,86.5,17.1,33.2,18,9.2,33.7,98.66909102,5.337373827,1035,196,
Sanchez, Jesus,660821,2022,24,343,26.8,7.6,.226,.383,.298,.298,.290,.158,89.5,11,25.7,22,9.9,40.5,101.710457117,7.181364706,1391,222,
Contreras, William,661388,2022,24,376,27.7,10.4,.243,.479,.370,.347,.324,.237,90.4,6.3,31.9,31,13.4,46.5,102.274354783,7.560853493,1546,232,
Serven, Brian,661531,2022,27,205,21.5,6.3,.212,.291,.263,.254,.271,.080,84.5,12.5,32.9,4,2.7,29.5,96.245205139,4.177853427,796,146,
Varsho, Daulton,662139,2022,25,592,24.5,7.8,.214,.389,.323,.298,.285,.176,87.7,14.9,33.6,40,10.2,35.6,99.211725904,5.6867316,2321,393,
Nootbaar, Lars,663457,2022,24,347,20.5,14.7,.247,.414,.342,.346,.360,.167,91.7,10.7,30.4,27,12.1,46,101.790400273,7.340542192,1389,224,
Nevin, Tyler,663527,2022,25,184,25.0,10.9,.212,.324,.261,.291,.314,.111,87.3,17.7,34.2,4,3.5,37.7,98.356865263,5.376842655,793,114,
Hoerner, Nico,663538,2022,25,517,11.0,5.4,.270,.367,.320,.301,.318,.097,87.2,10.6,32.4,11,2.6,33.5,97.678971875,4.920531108,1831,426,
Riley, Austin,663586,2022,25,693,24.2,8.2,.270,.527,.377,.376,.348,.257,92.4,13,37.5,70,15.5,50.7,104.361883929,8.7604166,2641,451,
Madrigal, Nick,663611,2022,25,228,11.8,6.1,.256,.311,.267,.283,.313,.055,85.9,-0.2,26.6,0,0,24.6,94.969870795,3.48588483,871,184,
Larnach, Trevor,663616,2022,25,180,31.7,10.0,.227,.442,.309,.322,.303,.215,90.1,13.1,36.2,12,11.4,43.8,101.431611321,7.113861143,724,105,
Mountcastle, Ryan,663624,2022,25,609,25.3,7.1,.278,.510,.316,.362,.332,.232,91.3,16,39.5,61,15,46.2,101.875383267,7.307243127,2340,408,
McKenna, Ryan,663630,2022,25,172,32.0,6.4,.210,.331,.279,.267,.271,.121,86.7,15.4,37.5,10,9.6,30.1,97.3643112,4.729450101,597,104,
