last_name, first_name,player_id,year,player_age,b_total_pa,b_k_percent,b_bb_percent,xba,xslg,woba,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel,barrel_batted_rate,hard_hit_percent,avg_best_speed,avg_hyper_speed,pitch_count,batted_ball,
Crisp, Coco,424825,2016,36,498,15.7,9.2,.243,.354,.301,.295,.315,.111,85.5,13.7,36.1,9,2.4,23.3,94.6724375,3.371091167,1899,374,
Peralta, Jhonny,425509,2016,34,313,17.9,6.4,.254,.434,.308,.317,.303,.179,87.6,13.6,38.1,15,6.4,33.9,97.74970178,4.983789617,1210,236,
Loney, James,425766,2016,32,366,10.1,4.4,.271,.383,.302,.302,.314,.112,87.5,13,34.1,5,1.6,31.5,97.044112876,4.570420525,1248,308,
Mathis, Jeff,425772,2016,33,132,27.3,3.0,.211,.286,.261,.233,.241,.076,88.1,15,26.4,1,1.1,30.8,97.236601136,4.633703409,447,91,
Choo, Shin-Soo,425783,2016,33,210,21.9,11.9,.275,.496,.334,.381,.387,.221,92.1,10.3,38.6,10,7.6,47,101.0338075,7.170106328,848,132,
Rivera, Rene,425784,2016,32,207,26.1,7.7,.226,.353,.273,.282,.297,.127,86,10.5,32.8,6,4.5,29.9,96.696435152,4.383027348,754,134,
Francoeur, Jeff,425796,2016,32,331,27.2,6.0,.236,.362,.290,.282,.284,.125,87.9,8.5,32.1,12,5.4,32.6,98.218469444,5.130204167,1246,221,
Upton Jr., B.J.,425834,2016,31,539,28.8,6.9,.231,.394,.297,.294,.286,.162,88.3,9.2,31.4,20,5.8,36.6,98.525363353,5.336834147,2030,344,
Molina, Yadier,425877,2016,33,581,10.8,6.7,.281,.418,.342,.330,.338,.137,87.8,9.4,35.5,17,3.6,28.1,96.360235837,4.263180473,2072,473,
Navarro, Dioner,425900,2016,32,334,21.3,6.9,.199,.282,.258,.245,.262,.082,84.9,17.4,32.8,4,1.7,22.3,94.258947043,3.170656,1350,238,
Fielder, Prince,425902,2016,32,370,17.0,8.6,.247,.391,.276,.319,.328,.144,88.8,11.5,32.1,16,6,31.7,99.37252626,5.689133282,1375,268,
Cano, Robinson,429664,2016,33,715,14.0,6.6,.283,.478,.370,.348,.338,.195,90.1,11.5,32.7,41,7.3,42.8,101.243038116,6.873902464,2544,560,
Encarnacion, Edwin,429665,2016,33,702,19.7,12.4,.263,.536,.373,.380,.360,.273,90.8,15.8,35.9,58,12.3,40.8,100.992646966,6.7357806,2900,471,
Hardy, J.J.,429666,2016,33,438,15.5,5.9,.255,.385,.307,.299,.300,.130,90.2,12.3,29.4,13,3.8,39.2,99.484281111,5.965136334,1803,344,
Howard, Ryan,429667,2016,36,362,31.5,7.5,.243,.534,.298,.352,.302,.292,92,16.6,37.7,34,15.5,47.7,100.667309817,6.989750505,1372,220,
Gutierrez, Franklin,429711,2016,33,283,30.0,10.2,.252,.490,.336,.359,.340,.238,92.2,11.6,31.3,18,10.8,47.6,102.833719875,8.076288938,1250,166,
Weeks Jr., Rickie,430001,2016,33,205,26.3,9.8,.272,.539,.335,.382,.360,.266,91.5,10.9,29.9,17,13.4,44.1,102.502256833,7.419093697,834,127,
Raburn, Ryan,430605,2016,35,256,31.3,10.9,.192,.336,.309,.278,.287,.144,90.3,11.5,27.4,9,6.2,43.2,100.142775556,6.395891538,1057,146,
Johnson, Kelly,430637,2016,34,333,19.5,7.5,.261,.402,.301,.316,.321,.142,87.6,11.4,32,13,5.4,33.6,98.457962521,5.238134832,1253,241,
Bautista, Jose,430832,2016,35,517,19.9,16.8,.252,.432,.355,.360,.383,.179,91.5,14.8,30.6,27,8.3,45.7,102.85874764,7.78624941,2195,324,
Jones, Adam,430945,2016,30,672,17.1,5.8,.260,.460,.319,.328,.308,.200,88.7,14.7,31.8,41,8,34.7,99.066221633,5.612539581,2336,513,
Aybar, Erick,430947,2016,32,459,15.3,6.8,.225,.281,.271,.253,.290,.056,85,6.2,26.7,2,0.6,15.1,93.160192,2.680500606,1641,352,
Hill, Aaron,431094,2016,34,429,13.8,9.6,.262,.365,.313,.311,.338,.102,86.7,15.9,35.3,4,1.2,26.6,95.793055031,3.925488679,1667,323,
Martin, Russell,431145,2016,33,535,27.7,12.0,.224,.411,.322,.326,.332,.187,89.2,10,29.4,29,9.3,40.3,99.735703529,6.022415882,2284,313,
Wright, David,431151,2016,33,164,33.5,15.9,.239,.521,.344,.377,.363,.282,92,20.9,48.8,16,19.5,46.3,102.29032425,7.601863797,717,82,
Blanco, Andres,433217,2016,32,209,19.6,5.3,.244,.333,.313,.288,.310,.089,88.5,6.5,30.7,3,2,35.3,97.837663108,5.170133878,786,150,
Granderson, Curtis,434158,2016,35,633,20.5,11.7,.245,.426,.339,.333,.343,.182,87.8,18.7,33.8,29,6.9,33.1,97.844558841,5.013354879,2692,420,
Ruiz, Carlos,434563,2016,37,233,14.2,11.6,.269,.390,.321,.339,.371,.121,88.1,12.7,31,6,3.6,36.9,98.204953976,5.231901152,994,168,
Pagan, Angel,434636,2016,34,543,12.2,7.7,.285,.390,.324,.320,.341,.105,85.7,12.4,36.1,13,3,21.8,94.517204211,3.274645933,2117,432,
Davis, Rajai,434658,2016,35,495,21.4,6.7,.235,.346,.302,.283,.294,.111,86.5,14.5,29.9,12,3.4,29.9,96.624117251,4.325843684,1837,351,
Ramirez, Hanley,434670,2016,32,620,19.4,9.7,.262,.472,.367,.348,.342,.211,90.6,9.3,29.6,45,10.4,42,102.60270654,7.461057488,2416,433,
Morales, Kendrys,434778,2016,33,618,19.4,7.8,.291,.555,.339,.389,.356,.265,92.8,11.3,34.5,48,10.8,49.9,102.729617945,7.980574224,2468,443,
Kendrick III, Howie,435062,2016,32,543,17.7,9.2,.268,.417,.303,.332,.342,.149,90.5,1.7,26.9,23,5.8,42.1,100.905633472,6.674374404,2069,394,
Napoli, Mike,435063,2016,34,645,30.1,12.1,.220,.471,.343,.340,.321,.251,89.6,18.5,33.2,49,13.3,39.4,100.694645355,6.626004575,2950,368,
Wilson, Bobby,435064,2016,33,251,25.5,4.4,.217,.319,.270,.255,.255,.102,85.3,14.6,35.4,6,3.4,26.3,95.770032289,3.941271928,937,175,
Kinsler, Ian,435079,2016,34,679,16.9,6.6,.267,.417,.356,.326,.329,.151,87.1,18.3,37.4,19,3.8,30.8,96.809080402,4.439064779,2550,506,
McCann, Brian,435263,2016,32,492,20.1,11.0,.246,.422,.326,.332,.339,.176,88.9,18.9,31.9,19,5.7,35.8,98.173086829,5.218895076,2013,332,
Walker, Neil,435522,2016,30,458,18.3,9.2,.270,.487,.351,.353,.339,.217,89.1,18,36.6,24,7.3,37.5,98.645218598,5.511959969,1838,331,
Suzuki, Kurt,435559,2016,32,373,12.9,4.8,.242,.361,.303,.284,.289,.118,87.3,14.6,31.5,8,2.6,30.5,96.686014726,4.38313945,1332,302,
Desmond, Ian,435622,2016,30,677,23.6,6.5,.258,.424,.336,.319,.313,.166,90.7,4.8,28.4,35,7.5,43.6,101.481379741,6.914392441,2572,468,
Cruz Jr., Nelson,443558,2016,35,667,23.8,9.3,.279,.595,.383,.397,.356,.317,94.6,11.2,34.8,72,16.5,52.4,105.455090607,9.540246628,2732,437,
Jaso, John,444379,2016,32,432,17.1,10.4,.261,.395,.335,.332,.350,.134,86.3,7.9,32.5,15,4.9,31.5,97.179897862,4.610054983,1696,308,
Trumbo, Mark,444432,2016,30,667,25.5,7.6,.267,.549,.358,.370,.327,.283,92.8,15.1,31.8,69,15.6,44.7,104.542707696,8.586320716,2623,443,
Peralta, David,444482,2016,28,183,23.0,4.4,.235,.353,.308,.275,.281,.119,89,8.3,28.5,6,4.6,37.7,100.261556719,6.181407323,664,130,
Escobar, Alcides,444876,2016,29,682,14.1,4.0,.244,.322,.278,.262,.277,.078,84,9.4,31.7,8,1.4,17.6,93.292750522,2.768535541,2464,556,
Jay, Jon,445055,2016,31,373,20.9,5.1,.256,.343,.318,.288,.307,.087,86,7,33.9,3,1.1,22.9,95.271694697,3.650660684,1422,271,
Prado, Martin,445988,2016,32,658,10.5,7.4,.284,.370,.335,.312,.341,.086,87.9,8.6,31.2,7,1.3,30.8,96.716693916,4.438265029,2566,536,
Duda, Lucas,446263,2016,30,172,20.9,8.7,.264,.481,.304,.351,.338,.218,89.8,15,38.7,12,10.1,45.4,102.014902542,7.235384786,688,119,
Wieters, Matt,446308,2016,30,464,18.3,6.9,.255,.438,.307,.324,.314,.183,87.9,16.4,34.5,25,7.3,33,97.647514132,4.901723363,1684,342,
Longoria, Evan,446334,2016,30,685,21.0,6.1,.269,.541,.350,.361,.319,.272,90.8,18.1,38.1,60,12.1,41.5,100.450586423,6.476940468,2523,496,
Cozart, Zack,446359,2016,30,508,16.5,7.3,.240,.362,.312,.289,.298,.122,86.3,15.2,31.4,9,2.3,27.5,96.082829628,4.042175027,1898,385,
Barney, Darwin,446381,2016,30,306,15.7,7.2,.247,.334,.303,.285,.306,.086,86,10.6,35.3,4,1.7,23.8,94.737540526,3.384332203,1145,235,
Guyer, Brandon,446386,2016,30,345,15.9,5.5,.249,.369,.351,.328,.359,.120,87.3,13.9,32.9,10,4.2,27.9,96.629714701,4.33970859,1210,240,
Rodriguez, Sean,446481,2016,31,342,29.8,9.6,.239,.478,.363,.342,.326,.239,90.4,12.8,35.1,23,11.4,36.6,101.337946064,6.857851968,1335,202,
Lobaton, Jose,446653,2016,31,114,15.8,10.5,.256,.433,.301,.337,.346,.177,89.6,8.1,33.7,4,4.8,31.3,98.69548,5.497031299,426,83,
Reynolds, Mark,448602,2016,32,441,25.4,9.5,.227,.386,.349,.304,.307,.159,87.9,12.2,33.2,17,6,37.1,99.559790638,5.811470783,1829,283,
Davis, Chris,448801,2016,30,665,32.9,13.2,.220,.493,.340,.353,.334,.273,91.1,17.2,35.7,53,15.1,44,101.565109535,7.133377791,2755,350,
Aviles, Mike,449107,2016,35,181,14.9,5.0,.247,.304,.236,.267,.293,.057,85.9,7.1,25.9,0,0,26.6,95.730410429,3.868834857,673,143,
Orlando, Paulo,449181,2016,30,484,21.7,2.7,.281,.411,.317,.313,.311,.130,89.6,8.3,28.5,19,5.3,37.4,100.40921936,6.349794593,1668,358,
Zobrist, Ben,450314,2016,35,631,13.0,15.2,.276,.418,.360,.357,.393,.141,89.2,9.5,32.5,20,4.5,35.6,98.19911162,5.170031019,2655,449,
Fowler, Dexter,451594,2016,30,551,22.5,14.3,.255,.407,.367,.350,.378,.152,88.1,12.4,37.1,19,5.6,33.8,98.048856319,5.030671963,2429,337,
Flowers, Tyler,452095,2016,30,325,28.0,8.9,.243,.442,.338,.342,.339,.199,93.3,12.8,35.1,23,11.9,48.5,104.089011368,8.706802579,1316,194,
Headley, Chase,452104,2016,32,529,22.3,9.6,.241,.377,.312,.308,.323,.137,87.2,11.9,33.6,21,5.9,33.1,97.969209257,5.020418343,2093,354,
Drew, Stephen,452220,2016,33,165,18.8,9.7,.266,.480,.362,.352,.346,.214,89.8,17.7,37.1,6,5.2,31,98.79894,5.708029048,728,116,
Smith, Seth,452234,2016,33,438,20.3,11.0,.267,.477,.331,.360,.360,.210,89.5,8.3,32.1,26,8.9,40.6,100.019093472,6.134392813,1857,293,
Lind, Adam,452252,2016,32,430,20.7,6.0,.257,.466,.304,.326,.304,.209,91.2,10.8,33.8,27,8.6,42.7,101.049678141,6.699159647,1612,314,
Pence, Hunter,452254,2016,33,442,21.5,9.7,.264,.431,.349,.341,.342,.167,91,5.5,26.1,21,6.9,41.3,101.853185205,7.292388522,1805,303,
Span, Denard,452655,2016,32,637,12.4,8.3,.280,.389,.312,.324,.347,.109,86,6.6,29.5,14,2.8,29.7,97.007839412,4.543263074,2449,501,
Hanigan, Ryan,452672,2016,35,113,23.9,6.2,.173,.228,.212,.212,.234,.055,82.3,7.8,32.1,0,0,17.9,91.93748973,2.578893836,468,78,
Cabrera, Asdrubal,452678,2016,30,568,18.1,6.7,.254,.423,.345,.317,.314,.170,88.9,15.5,36.4,24,5.7,33.3,97.172298873,4.748565343,2082,420,
Ellsbury, Jacoby,453056,2016,32,626,13.4,8.6,.267,.360,.308,.307,.334,.094,86.9,10.7,30.8,8,1.7,31.4,96.949773991,4.49193176,2334,474,
Tulowitzki, Troy,453064,2016,31,544,18.6,7.9,.266,.490,.327,.351,.331,.224,90,14.2,33.7,38,9.6,40.8,99.968194416,6.172079084,2100,395,
Robinson, Shane,453203,2016,31,111,15.3,9.0,.192,.243,.227,.239,.273,.052,83.8,10.4,32.5,0,0,13.3,92.453743,2.30138325,406,83,
Johnson, Chris,453400,2016,31,264,29.5,7.2,.258,.393,.267,.307,.316,.135,90.6,11.5,37.3,8,4.8,42.8,101.22259425,7.047431625,1080,166,
Blackmon, Charlie,453568,2016,29,641,15.9,6.7,.296,.484,.394,.361,.358,.188,87.7,15.2,39.1,33,6.8,33.5,98.398370641,5.276940427,2614,483,
Blanco, Gregor,453923,2016,32,274,18.6,10.6,.223,.302,.272,.273,.311,.079,85.2,12.8,28.6,5,2.6,20.3,94.864227582,3.55402337,1077,192,
Frazier, Todd,453943,2016,30,666,24.5,9.6,.220,.427,.326,.314,.299,.207,89.1,20.5,31.7,44,10.1,35.6,99.373683535,5.75314655,2766,435,
Ellis, A.J.,454560,2016,35,196,15.8,9.7,.242,.365,.266,.302,.325,.123,86.9,14.6,31.9,4,2.8,33.3,97.030820725,4.536212971,778,144,
Iannetta, Chris,455104,2016,33,338,24.6,11.2,.233,.376,.282,.313,.327,.143,89.3,15.1,28.8,12,5.6,39.1,100.312814615,6.261259087,1403,215,
Maldonado, Martin,455117,2016,29,253,22.1,13.8,.206,.368,.294,.303,.337,.162,87.6,11.3,32.1,12,7.7,29.5,98.100662105,5.114408874,999,156,
Chirinos, Robinson,455139,2016,32,170,25.9,8.8,.205,.407,.338,.309,.299,.202,86.1,16.3,38.7,11,10.4,34.9,98.389150769,5.247187282,693,106,
Stewart, Chris,455755,2016,34,113,13.3,10.6,.218,.284,.271,.274,.323,.066,86,8.8,30.1,0,0,27.7,94.978641707,3.600405926,460,83,
Young, Chris,455759,2016,32,227,22.0,9.3,.231,.385,.364,.306,.312,.154,88.2,21.8,39.2,7,4.6,36.6,99.198353117,5.645602745,857,153,
Markakis, Nick,455976,2016,32,684,14.8,10.4,.276,.415,.321,.337,.358,.139,90.7,10.7,37.7,25,4.9,42.6,99.656467012,6.166160539,2626,507,
Pedroia, Dustin,456030,2016,32,698,10.5,8.7,.285,.403,.358,.331,.348,.118,88.6,8.6,35.3,14,2.5,28.9,96.143655071,4.220249481,2728,564,
Castillo, Welington,456078,2016,29,457,26.5,7.2,.234,.387,.319,.298,.298,.153,88.8,12.9,34.1,18,6,37.5,99.332206027,5.755623127,1862,299,
Bourn, Michael,456422,2016,33,413,22.3,6.8,.233,.318,.298,.268,.286,.085,85.1,8.3,32.4,9,3.1,17.4,93.904864519,2.977928104,1638,293,
Nunez, Eduardo,456488,2016,29,595,14.8,4.9,.255,.390,.324,.299,.299,.135,89.6,8.4,28.8,21,4.4,37,99.593665721,5.89352893,2124,473,
Pearce, Steve,456665,2016,33,302,17.9,11.3,.275,.500,.371,.369,.363,.225,89.8,15.4,29.9,19,9,40.3,99.67756019,6.18867181,1178,211,
Butler, Billy,456714,2016,30,274,15.3,7.7,.312,.525,.324,.377,.364,.213,90.3,8.7,40.3,17,8.1,41.7,101.351440485,7.000476068,1057,211,
Cain, Lorenzo,456715,2016,30,434,19.4,7.1,.276,.407,.322,.319,.329,.131,88.6,9.2,35.6,14,4.4,33.4,99.101392215,5.598154557,1763,317,
Saltalamacchia, Jarrod,457454,2016,31,292,35.6,14.0,.170,.355,.277,.294,.291,.185,89.3,21.4,34,17,11.6,34.7,98.62278411,5.444996096,1175,147,
De Aza, Alejandro,457477,2016,32,267,25.1,9.7,.245,.380,.276,.315,.333,.135,88,16.1,43.2,8,4.7,27.2,96.286007805,4.288871951,1087,169,
McCutchen, Andrew,457705,2016,29,675,21.2,10.2,.256,.455,.329,.342,.341,.199,89.5,16.6,31.7,39,8.5,40.8,99.968073562,6.225827254,2740,458,
Jackson, Austin,457706,2016,29,203,19.2,8.4,.274,.399,.292,.325,.340,.125,88.3,12.9,40.4,3,2.1,32.2,97.349266479,4.775147305,862,146,
Upton, Justin,457708,2016,28,626,28.6,8.0,.253,.488,.329,.342,.317,.236,91.3,15.5,33.3,49,12.5,45.5,103.617772296,8.069918389,2606,393,
Maybin, Cameron,457727,2016,29,391,17.6,9.2,.264,.358,.352,.311,.338,.094,87.9,4.6,27.2,8,2.8,32.2,98.017508623,5.008927065,1510,283,
Turner, Justin,457759,2016,31,622,17.2,7.7,.277,.487,.353,.356,.344,.210,90.7,16.7,37.4,40,8.8,41.4,99.495481681,6.146860266,2466,457,
Posey III, Buster,457763,2016,29,614,11.1,10.4,.288,.480,.341,.361,.366,.192,90.5,9.9,32.6,33,6.9,43.2,99.980849274,6.339517495,2297,479,
Jennings, Desmond,457775,2016,29,225,25.8,9.3,.207,.336,.278,.281,.290,.129,87,11.1,27.8,7,4.9,33.3,97.731984857,4.891593214,893,144,
Espinosa, Danny,457787,2016,29,601,29.0,9.0,.197,.361,.294,.286,.300,.164,90.1,14.8,26.6,29,8.2,33.4,100.021848141,6.167752026,2314,353,
Bruce, Jay,457803,2016,29,589,21.4,7.5,.249,.466,.340,.329,.309,.218,88.9,14.8,35.8,35,8.4,38.2,99.066186699,5.59365767,2302,416,
Votto, Joey,458015,2016,32,677,17.7,16.0,.301,.532,.413,.399,.416,.231,89.6,11.6,40.5,43,9.7,39.9,98.837699864,5.672828526,2896,444,
Coghlan, Chris,458085,2016,31,300,24.3,11.7,.207,.323,.269,.283,.312,.116,87.2,7.3,29.6,8,4.2,30.2,97.574693864,4.833128125,1191,189,
Rasmus, Colby,458675,2016,29,417,29.0,10.3,.223,.406,.282,.313,.306,.183,88.5,18.2,30.8,21,8.3,36.8,99.474992295,5.815628066,1680,253,
Gardner, Brett,458731,2016,32,634,16.7,11.0,.252,.345,.317,.311,.344,.093,86.5,7.4,27.8,11,2.4,24,95.537567202,3.768783601,2591,450,
Saunders, Michael,459431,2016,29,558,28.1,10.6,.234,.404,.348,.318,.323,.170,90,11.1,33.2,26,7.7,44.5,100.77075,6.693404424,2383,337,
Joyce, Matt,459964,2016,31,293,22.9,20.1,.229,.427,.375,.363,.398,.197,89,13.3,28.7,15,9.1,39,99.154621039,5.716792662,1301,164,
Hundley, Nick,460026,2016,32,317,20.5,7.9,.248,.382,.323,.300,.310,.134,90,10.7,28.8,12,5.3,37.2,99.740636306,5.975801765,1193,226,
Pennington, Cliff,460060,2016,32,188,29.3,6.9,.199,.295,.253,.245,.255,.096,85,14.7,36.7,3,2.5,23.3,94.228794912,3.152504737,760,120,
Braun, Ryan,460075,2016,32,564,17.4,8.2,.282,.470,.378,.349,.348,.188,90,4.6,27.2,35,8.4,38.9,100.969640293,6.600225854,2105,416,
Butera, Drew,460077,2016,32,133,27.1,6.0,.218,.317,.345,.256,.266,.099,85,12.9,36,4,4.5,22.5,94.236203023,3.118101512,545,89,
Gordon, Alex,460086,2016,32,506,29.2,10.3,.230,.423,.303,.323,.322,.193,87.8,15.2,35.2,26,8.7,36.6,98.612210203,5.42446878,2126,298,
Reimold, Nolan,460099,2016,32,227,27.3,9.7,.211,.333,.292,.278,.291,.122,86.7,13.4,30.3,7,4.9,32.4,97.905977429,5.013942446,964,142,
Gimenez, Chris,460269,2016,33,155,26.5,6.5,.228,.378,.265,.288,.283,.151,87.4,8.7,35.9,6,5.8,32,97.065311837,4.57938433,592,103,
Gomez, Carlos,460576,2016,30,453,30.0,7.5,.209,.345,.296,.274,.279,.136,87.8,11.1,29.9,18,6.5,32,98.989293664,5.524663716,1740,278,
Moss, Brandon,461235,2016,32,464,30.4,8.4,.230,.478,.329,.335,.307,.248,88.5,22.7,36.5,36,13,38.6,100.238630074,6.155444613,1826,277,
Kemp, Matt,461314,2016,31,672,23.2,5.4,.267,.522,.333,.347,.307,.255,88.2,14.5,37.2,53,11.1,38,99.092328235,5.605489937,2434,479,
Plouffe, Trevor,461858,2016,30,344,17.4,5.5,.259,.435,.311,.328,.308,.176,90.2,12.3,29.3,17,6.5,40.3,100.1892725,6.348746016,1300,263,
Romine, Andrew,461865,2016,30,194,19.6,6.7,.253,.342,.279,.297,.320,.089,84.1,7.1,32.4,3,2.2,21.6,94.504383582,3.319030597,730,139,
Andrus, Elvis,462101,2016,27,568,12.3,8.3,.278,.383,.344,.320,.343,.105,87.4,9,32.4,8,1.8,31.8,97.358116652,4.748998186,2083,447,
Petit, Gregorio,463610,2016,31,223,22.9,6.7,.230,.328,.282,.270,.286,.098,87.2,8.6,33.3,5,3.2,32.1,96.987466316,4.522147829,802,156,
Cervelli, Francisco,465041,2016,30,393,18.3,14.2,.246,.341,.318,.326,.370,.095,86.5,6.6,27,4,1.5,30.9,97.398738512,4.737705702,1597,259,
Cabrera, Melky,466320,2016,31,646,10.7,7.3,.276,.384,.342,.312,.329,.107,89.5,11.2,33.6,11,2.1,34.2,98.407373462,5.273342212,2374,530,
Ramos, Wilson,467092,2016,28,523,15.1,6.7,.280,.483,.361,.349,.332,.203,90.8,4.8,32.7,30,7.4,43.2,101.888754495,7.277828636,1868,407,
Santana, Carlos,467793,2016,30,688,14.4,14.4,.275,.515,.370,.385,.382,.239,90.8,14.4,29.3,48,9.8,43.2,101.171694421,6.818326219,2781,488,
Parra, Gerardo,467827,2016,29,381,19.2,2.4,.247,.388,.284,.279,.266,.141,87.4,4.9,32.9,15,5,32.2,97.439725034,4.763425517,1309,298,
Montero, Miguel,471083,2016,32,284,20.4,13.4,.196,.315,.299,.280,.314,.119,86.4,9.2,28.1,9,4.9,25.4,95.127921798,3.563960899,1134,185,
Gonzalez, Carlos,471865,2016,30,632,20.4,7.3,.275,.465,.361,.339,.330,.190,90.2,9,32.2,39,8.6,41.2,102.688740536,7.434184743,2327,456,
Valbuena, Luis,472528,2016,30,342,23.7,12.9,.228,.405,.351,.323,.333,.176,87.4,16.1,32.4,16,7.4,31,97.395983922,4.788651232,1488,216,
Conger, Hank,474233,2016,28,137,29.2,8.8,.171,.278,.254,.235,.244,.107,88,15,23.5,3,3.5,34.1,97.641557619,5.018839643,573,85,
De Jesus Jr., Ivan,474443,2016,29,243,21.0,7.0,.258,.340,.277,.290,.316,.083,84.5,6.4,37,2,1.2,20.2,94.189492118,3.16817503,992,173,
Mercer, Jordy,474568,2016,29,584,14.2,8.7,.245,.349,.304,.294,.322,.105,87,11.2,27.6,10,2.2,26.3,96.401610096,4.229991607,2292,445,
Belt, Brandon,474832,2016,28,655,22.6,15.9,.266,.493,.374,.383,.391,.228,87.2,21.2,42.2,45,11.3,32.4,98.247399791,5.202240472,2721,398,
Carter, Chris,474892,2016,29,644,32.0,11.8,.237,.536,.346,.368,.336,.299,91.7,18.6,36.3,62,17.6,46.2,103.546610229,8.086521862,2744,353,
Van Slyke, Scott,475100,2016,29,113,21.2,4.4,.277,.457,.267,.348,.343,.180,86,15.6,36.7,6,7.6,35.4,98.136042564,5.218961169,401,79,
Alonso, Yonder,475174,2016,29,532,13.9,8.5,.259,.399,.299,.316,.324,.140,88.6,11.2,33.3,17,4.1,37.4,99.474821244,5.843411119,1883,412,
Flaherty, Ryan,475247,2016,29,176,27.3,9.7,.203,.316,.269,.263,.281,.112,88.6,8,26.1,6,5.4,35.1,99.75195,5.983624444,700,111,
Smoak, Justin,475253,2016,29,341,32.8,11.7,.226,.435,.309,.328,.322,.209,91.6,18.7,40.6,22,11.8,42.2,100.716488172,6.768571892,1374,187,
