last_name, first_name,player_id,year,player_age,b_total_pa,b_k_percent,b_bb_percent,xba,xslg,woba,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel,barrel_batted_rate,hard_hit_percent,avg_best_speed,avg_hyper_speed,pitch_count,batted_ball,
Belt, Brandon,474832,2021,33,381,27.0,12.6,.243,.525,.406,.374,.354,.282,89.2,23,35.9,38,17,44.8,101.188143333,6.847397963,1578,223,
Zimmerman, Ryan,475582,2021,36,273,28.2,5.9,.232,.418,.319,.300,.277,.186,91.3,7.4,32.2,19,10.6,47.8,102.490607667,7.871579889,1117,180,
Lowrie, Jed,476704,2021,37,512,21.1,9.6,.259,.464,.311,.343,.332,.206,90.7,16.4,36.5,33,9.3,45.9,100.200115198,6.60925779,2033,353,
Avila, Alex,488671,2021,34,111,33.3,17.1,.176,.316,.311,.297,.333,.140,88.6,10.8,39.6,6,11.3,43.4,99.356835,5.863630577,470,53,
Brantley Jr., Michael,488726,2021,34,508,10.4,6.5,.312,.466,.347,.361,.365,.154,89.5,9.9,38.8,24,5.8,42.9,99.686219375,6.187918365,1868,417,
Castro, Jason,488771,2021,34,179,30.2,14.0,.257,.503,.347,.376,.375,.247,90.5,14.5,43.3,14,14.4,42.3,100.658358936,6.773261702,772,97,
Gurriel, Yuli,493329,2021,37,605,11.2,9.8,.271,.386,.363,.326,.347,.115,89.8,13.4,31,16,3.4,42,99.889790127,6.187271203,2292,474,
Rojas, Miguel,500743,2021,32,539,13.7,6.9,.249,.345,.311,.292,.308,.096,86.2,11.5,32.4,12,2.8,32.9,96.919576095,4.460967976,2001,423,
Escobar, Eduardo,500871,2021,32,599,20.7,8.0,.249,.453,.334,.328,.310,.205,87,20.8,38,38,8.9,34.5,98.233403679,5.168115165,2404,426,
Adrianza, Ehire,501303,2021,31,209,20.1,10.0,.249,.370,.316,.314,.332,.121,85.4,13.4,36.1,4,2.8,32.6,97.240242676,4.662424752,835,144,
Lagares, Juan,501571,2021,32,327,23.2,3.7,.244,.373,.274,.282,.274,.129,90.6,8.8,34.9,16,6.7,42.9,101.584322018,7.299308502,1237,238,
Almonte, Abraham,501659,2021,32,175,21.7,14.9,.228,.358,.321,.317,.344,.129,89.3,10.5,32.4,8,7.2,41.4,100.118694909,6.254921455,763,111,
Davis, Khris,501981,2021,33,114,27.2,8.8,.217,.412,.274,.311,.291,.194,89.9,13.6,30.1,8,11,45.2,100.433666486,6.548659452,451,73,
Pham, Tommy,502054,2021,33,561,22.8,13.9,.253,.438,.318,.350,.362,.185,90.8,7.6,35.6,35,10,47.6,101.782107886,7.261546371,2374,351,
Martinez, J.D.,502110,2021,33,634,23.7,8.7,.288,.533,.364,.374,.352,.245,92.1,16.9,41.2,53,12.5,49.4,102.421753991,7.887919576,2410,425,
Reddick, Josh,502210,2021,34,158,19.6,3.8,.262,.367,.283,.285,.289,.104,85.1,16.8,40.5,3,2.5,32.2,96.785347705,4.428976942,589,121,
Dyson, Jarrod,502481,2021,36,149,22.1,6.7,.220,.285,.243,.251,.271,.066,83.5,4.1,30.2,1,0.9,27.4,95.383289792,3.758848438,560,106,
Goldschmidt, Paul,502671,2021,33,679,20.0,9.9,.293,.575,.373,.397,.366,.282,92.6,17.1,36.9,64,13.6,50.6,102.744108602,8.119572675,2751,472,
Gonzalez, Marwin,503556,2021,32,307,25.4,6.5,.218,.334,.259,.281,.292,.116,87.9,8.9,31.5,9,4.5,34.5,98.802506327,5.488964462,1203,200,
Leon, Sandy,506702,2021,32,220,29.5,5.5,.170,.258,.225,.216,.225,.088,87.3,20,31.4,3,2.1,26.4,95.771584638,3.925814599,920,140,
Altuve, Jose,514888,2021,31,678,13.4,9.7,.262,.421,.357,.332,.339,.159,87.7,15.6,32.1,33,6.4,35,98.384760909,5.261160455,2489,517,
Hernandez, Cesar,514917,2021,31,637,21.2,9.3,.243,.386,.302,.311,.319,.144,87.4,10.7,32.6,30,6.8,33.2,98.368510187,5.237272693,2457,438,
Segura, Jean,516416,2021,31,567,13.8,6.9,.266,.396,.338,.319,.328,.130,87.2,5.8,31.1,26,5.9,37.4,99.697739358,5.921203784,2182,441,
Castro, Starlin,516770,2021,31,346,17.9,7.5,.272,.412,.309,.324,.328,.139,88.4,9.2,33.9,14,5.4,40.1,99.936740625,6.12089707,1292,257,
Marte, Starling,516782,2021,32,526,18.8,8.2,.277,.438,.364,.347,.354,.161,87.6,4.6,32.6,31,8.4,39.6,100.239516776,6.207705479,1970,371,
Culberson, Charlie,518586,2021,32,271,23.6,6.3,.229,.321,.292,.269,.284,.092,85.4,10.6,35.6,6,3.2,29.8,96.995265435,4.523502896,996,188,
d'Arnaud, Travis,518595,2021,32,229,23.1,7.4,.248,.406,.291,.312,.309,.158,89.9,5.9,33.8,12,7.6,43.9,100.720567595,6.649667962,872,157,
Donaldson, Josh,518626,2021,35,543,21.0,13.6,.269,.542,.353,.388,.372,.273,94.1,14.6,30.2,61,17.4,52.7,104.204804343,9.023133829,2125,351,
Freeman, Freddie,518692,2021,31,695,15.4,12.2,.320,.583,.379,.416,.410,.263,91.4,12,37.2,57,11.5,46.1,101.764448826,7.351215951,2688,495,
Grandal, Yasmani,518735,2021,32,375,21.9,23.2,.257,.502,.402,.411,.438,.245,93,14.1,32,26,12.8,53.2,103.6848299,8.692983367,1669,203,
Heyward, Jason,518792,2021,31,353,19.3,7.6,.234,.367,.275,.294,.299,.134,88.2,7.5,27.5,12,4.7,42.4,100.619993968,6.455367341,1314,255,
LeMahieu, DJ,518934,2021,32,679,13.8,10.8,.283,.397,.315,.340,.366,.114,90.6,5,33.3,19,3.7,43.5,100.113305573,6.512956356,2660,508,
Moreland, Mitch,519048,2021,35,252,23.0,7.1,.226,.395,.300,.297,.286,.170,91,12.9,31.6,16,9.2,47.7,101.311393218,7.136,986,174,
Moustakas, Mike,519058,2021,32,206,22.3,8.7,.202,.329,.284,.276,.282,.126,87,18.6,29.3,8,5.7,31.4,99.054763571,5.531275714,792,140,
Rizzo, Anthony,519203,2021,31,576,15.1,9.0,.261,.434,.339,.347,.356,.173,90.1,14.8,31.4,32,7.7,41.1,100.696655631,6.60294966,2230,414,
Sogard, Eric,519299,2021,35,180,16.7,5.0,.201,.271,.259,.228,.241,.070,84,12.1,27.7,1,0.7,14.9,93.350558088,2.692226471,679,141,
Stanton, Giancarlo,519317,2021,31,579,27.1,10.9,.262,.498,.370,.363,.346,.237,95.1,10.3,32.6,56,15.7,56.3,108.657830625,11.263673807,2426,356,
Vogt, Stephen,519390,2021,36,238,23.5,10.9,.213,.353,.270,.288,.300,.140,88.5,19.2,32.1,8,5.1,35.9,98.115523247,5.238209481,1015,156,
Galvis, Freddy,520471,2021,31,394,19.5,6.9,.222,.350,.305,.280,.286,.128,86.8,14.1,34.9,14,4.9,31.7,97.368068071,4.754358208,1545,284,
Perez, Salvador,521692,2021,31,665,25.6,4.2,.276,.565,.359,.374,.321,.289,93,15.9,34.1,74,16.3,56.2,104.087645903,9.05981185,2392,454,
Flores, Wilmer,527038,2021,29,436,12.8,9.4,.238,.400,.337,.312,.314,.161,88.6,18,32.7,20,6,35.4,97.933465595,5.130124,1727,336,
Garcia, Avisail,541645,2021,30,515,23.5,7.4,.278,.514,.346,.366,.346,.236,90.4,9.3,35.9,42,12.2,46.4,102.661785607,7.672483217,1756,345,
Ozuna, Marcell,542303,2021,30,208,22.1,9.1,.268,.460,.284,.347,.338,.192,89.7,14.5,35.2,14,9.9,40.8,101.379969296,6.940367589,758,142,
Villar, Jonathan,542340,2021,30,505,26.1,9.1,.235,.388,.320,.307,.310,.153,88,7,29.9,24,7.4,34.9,99.828691447,5.930594182,1967,324,
Ortega, Rafael,542364,2021,30,330,21.2,9.1,.252,.381,.355,.311,.325,.129,88.3,18.3,36.8,13,5.7,34.6,98.23177,5.187027477,1337,228,
Santana, Danny,542454,2021,30,127,23.6,7.9,.191,.365,.261,.275,.261,.174,87.6,16.6,26.7,6,7,33.7,98.670896279,5.36783407,516,86,
Aguilar, Jesus,542583,2021,31,510,18.2,9.0,.260,.453,.334,.334,.329,.193,89.6,19,34.7,31,8.5,41,100.000025495,6.305900248,2066,363,
Berti, Jon,542932,2021,31,271,22.5,11.8,.233,.325,.282,.302,.334,.092,87.1,1.9,29.1,4,2.3,38.3,98.661285862,5.387591264,1138,175,
Crawford, Brandon,543063,2021,34,549,19.1,10.2,.259,.492,.377,.356,.341,.233,88.8,14.7,35.8,44,11.5,43.3,99.818696492,6.078049948,2136,383,
Cron, C.J.,543068,2021,31,547,21.4,11.0,.261,.481,.383,.364,.360,.220,88.8,15.8,31.9,41,11.5,42,101.733108492,6.934202465,2191,357,
Dickerson, Alex,543105,2021,31,312,24.4,7.4,.261,.446,.313,.337,.330,.185,87.4,17,35.7,21,10.1,38.6,100.298478058,6.200962621,1229,207,
Gomes, Yan,543228,2021,33,375,20.8,5.1,.280,.469,.308,.341,.328,.188,89.6,14.1,39.3,24,8.8,38.2,98.939020735,5.768441544,1348,272,
Grossman, Robbie,543257,2021,31,671,23.1,14.6,.234,.399,.337,.334,.355,.165,87.8,21.1,39.5,31,7.6,34.1,97.650887745,4.935303661,2817,410,
Harrison, Josh,543281,2021,33,558,13.4,5.6,.278,.420,.325,.333,.340,.142,87.2,14.5,39.5,19,4.4,32.6,97.20370125,4.65377125,1877,433,
Hicks, Aaron,543305,2021,31,126,23.8,11.1,.240,.421,.279,.333,.338,.180,89.3,19.1,36.3,8,10,38.8,99.389002,5.814209,511,80,
Higashioka, Kyle,543309,2021,31,211,28.0,8.1,.233,.504,.272,.343,.297,.271,90.5,21.7,37.8,21,15.6,48.1,101.231464179,7.165749323,816,135,
Hosmer, Eric,543333,2021,31,565,17.5,8.5,.268,.406,.319,.326,.337,.137,90.5,3.3,26.6,24,5.8,47,102.446751471,7.653349314,2200,413,
McCann, James,543510,2021,31,412,27.9,7.8,.224,.344,.281,.284,.291,.120,87.3,9.3,32.3,16,6.1,40.7,99.60505,5.951917356,1623,263,
Miller, Brad,543543,2021,31,377,29.7,11.9,.247,.460,.331,.345,.339,.213,92.4,12.9,31.1,27,12.3,47.9,103.105330826,8.244066376,1525,219,
Nola, Austin,543592,2021,31,194,9.8,7.2,.255,.348,.316,.301,.326,.093,89.7,14.7,30.1,1,0.6,41,99.429194103,6.078545419,694,156,
Rendon, Anthony,543685,2021,31,249,16.5,11.6,.233,.369,.310,.303,.324,.136,89.1,22.3,31.5,10,5.6,38.8,98.233539888,5.358192584,948,178,
Semien, Marcus,543760,2021,30,724,20.2,9.1,.249,.459,.368,.336,.320,.211,89.7,20.3,35.2,50,9.8,41.3,99.347364664,5.999108178,2923,509,
Shaw, Travis,543768,2021,31,250,27.2,9.6,.215,.387,.289,.301,.300,.173,87.7,19.9,31.6,14,9,38.7,100.355750132,6.354729342,1048,155,
Springer III, George,543807,2021,31,342,23.1,10.8,.247,.507,.381,.361,.339,.259,89.4,19,37.1,34,15.4,41.6,101.560583153,7.049735204,1328,221,
Vazquez, Christian,543877,2021,30,498,16.9,6.6,.235,.337,.289,.276,.287,.102,86.3,13.6,33,10,2.6,31.1,97.030512447,4.53569576,1947,379,
Wong, Kolten,543939,2021,30,492,16.9,6.3,.251,.382,.337,.308,.317,.131,88.3,12.8,35.3,20,5.5,34.8,98.306274469,5.257560531,1815,365,
Gregorius, Didi,544369,2021,31,408,16.4,6.1,.225,.329,.275,.275,.287,.105,86.1,18.3,32.1,7,2.3,26.6,96.254415526,4.127214605,1580,308,
Garcia, Leury,544725,2021,30,474,20.5,8.6,.239,.335,.312,.291,.312,.096,86.2,4.1,29.5,11,3.3,32.6,97.401827643,4.721269904,1672,332,
Grichuk, Randal,545341,2021,29,545,20.9,5.0,.234,.402,.300,.297,.278,.167,89.8,16.1,30.4,34,8.5,41.1,101.265902714,6.873053501,2004,401,
Marisnick, Jake,545350,2021,30,198,32.8,5.6,.196,.294,.287,.259,.272,.098,88.2,15.2,34.8,7,6.1,36.5,99.732177544,6.049096991,727,115,
Stassi, Max,545358,2021,30,319,31.7,8.8,.232,.419,.327,.323,.318,.187,89.9,11,35.2,20,11,42.5,100.699396889,6.626615333,1270,182,
Trout, Mike,545361,2021,29,146,28.1,18.5,.302,.575,.451,.425,.442,.273,91.9,12.9,38.2,14,18.4,52.6,105.086255789,9.269810267,610,76,
Herrera, Odubel,546318,2021,29,492,15.7,5.9,.252,.378,.312,.302,.306,.125,88.9,7.3,32.5,18,4.7,40.1,100.897753189,6.616140163,1939,379,
Alford, Anthony,546990,2021,26,148,39.2,8.1,.199,.383,.310,.289,.280,.184,89,11.8,36,8,10.7,42.7,100.685203421,6.624286267,568,75,
Ruiz, Rio,547004,2021,27,141,27.0,8.5,.184,.288,.231,.249,.262,.103,86.8,9.9,25.6,4,4.4,26.7,96.102412889,4.110976966,540,90,
Harper, Bryce,547180,2021,28,599,22.4,16.7,.301,.609,.431,.430,.423,.308,92.5,13.3,38.9,65,18.1,49.7,104.095508409,8.641756068,2401,360,
Perez, Roberto,547379,2021,32,161,34.8,10.6,.202,.390,.251,.299,.293,.188,91,6.9,26.4,11,12.6,41.4,102.202746667,7.530603253,695,87,
Abreu, Jose,547989,2021,34,659,21.7,9.3,.251,.454,.354,.348,.347,.202,91.9,10.5,30.9,43,9.9,49,102.889504065,7.934006449,2606,433,
Diaz, Elias,553869,2021,30,371,16.2,8.1,.247,.419,.330,.318,.312,.172,87.1,14.7,30.1,22,7.9,37.6,99.755097071,5.915122401,1307,279,
Narvaez, Omar,553882,2021,29,445,18.9,9.2,.235,.369,.322,.304,.318,.134,84.6,17.9,40.3,16,5.1,25.6,95.24547414,3.64567869,1625,313,
Astudillo, Willians,553902,2021,29,216,5.6,1.4,.251,.374,.272,.280,.274,.124,85.9,16.8,33.5,8,4.1,33,97.826550204,4.937382959,614,197,
Suarez, Eugenio,553993,2021,29,574,29.8,9.8,.215,.455,.306,.326,.302,.240,89.1,18.3,33,51,15,39.8,100.26923,6.340085339,2391,339,
Polanco, Gregory,570256,2021,29,382,27.2,9.4,.232,.411,.275,.316,.310,.179,89.9,15.9,32.5,23,9.6,48.3,102.625763051,7.732966229,1551,240,
Gonzalez, Erik,570481,2021,29,229,17.5,3.5,.255,.351,.244,.277,.280,.096,87,0.1,27.1,6,3.3,31.5,98.552873,5.308669274,807,181,
Urshela, Gio,570482,2021,29,442,24.7,4.5,.252,.415,.309,.304,.288,.163,88.9,7.5,36.2,25,8,42,99.811173013,6.060609231,1697,312,
Schoop, Jonathan,570731,2021,29,674,19.7,5.5,.258,.404,.324,.311,.305,.147,88.1,10.8,30.1,34,6.8,40.2,101.189261968,6.661372435,2588,498,
Arenado, Nolan,571448,2021,30,653,14.7,7.7,.248,.420,.336,.311,.308,.172,89,20,34.1,34,6.7,37.5,98.719642976,5.570965437,2443,504,
Barnhart, Tucker,571466,2021,30,388,25.8,7.5,.204,.313,.300,.265,.279,.110,87.1,15.5,37.1,10,4,31.1,96.446621452,4.288152621,1524,251,
Farmer, Kyle,571657,2021,30,529,18.3,4.2,.252,.383,.316,.302,.306,.132,87.2,15.8,36,17,4.3,31.9,97.545416308,4.888295077,1955,392,
Goodwin, Brian,571718,2021,30,271,21.4,12.2,.248,.398,.306,.327,.343,.150,88.8,17,35.8,11,6.1,32.6,97.747015795,4.993219143,1179,179,
Hamilton, Billy,571740,2021,30,135,34.8,3.0,.200,.265,.262,.216,.224,.065,83.9,18.6,38.1,1,1.2,20.2,95.20348575,3.653651013,530,84,
Haniger, Mitch,571745,2021,30,691,24.5,7.8,.262,.497,.340,.353,.329,.235,89.3,14.8,33.6,58,12.6,45.1,100.90811287,6.762439739,2775,459,
Hernandez, Enrique,571771,2021,29,585,18.8,10.4,.253,.454,.338,.346,.342,.201,90.8,17.9,36.5,34,8.4,43.2,99.999080443,6.357513827,2265,405,
Holt, Brock,571788,2021,33,260,18.8,8.8,.229,.315,.259,.277,.300,.086,86.1,9.8,31,3,1.6,24.6,94.971155106,3.513393743,1024,187,
Lamb, Jake,571875,2021,30,170,30.0,12.9,.216,.396,.298,.318,.327,.180,90.9,18.1,33.7,11,11.6,45.7,100.481452609,6.686257473,683,95,
Muncy, Max,571970,2021,30,592,20.3,14.0,.271,.580,.379,.407,.387,.309,91.2,15.2,34.9,61,16.1,46.6,102.0590325,7.545324574,2434,378,
Myers, Wil,571976,2021,30,500,28.2,10.8,.218,.370,.330,.295,.301,.152,88,10.6,31.5,23,7.5,38,99.248078867,5.720577324,2010,305,
Naquin, Tyler,571980,2021,30,454,23.3,7.7,.264,.459,.345,.340,.328,.196,89.8,9.6,31.5,32,10.4,41.6,101.606264067,7.061087033,1797,308,
Piscotty, Stephen,572039,2021,30,188,25.5,6.9,.221,.375,.279,.289,.284,.153,86.1,17.5,32.8,11,8.8,36.8,98.354235873,5.27082928,676,125,
Pollock, AJ,572041,2021,33,422,19.0,7.1,.282,.499,.375,.359,.343,.217,90.3,12,35,34,11.1,47.4,101.215235526,7.03458727,1465,306,
Seager, Kyle,572122,2021,33,670,24.0,8.8,.221,.452,.308,.319,.294,.231,89,19.5,35.7,55,12.3,40.1,99.68216,6.062280564,2554,446,
Taylor, Michael A.,572191,2021,30,528,27.3,6.3,.246,.390,.286,.300,.299,.144,89.4,12.1,30.6,23,6.6,40.2,100.404271228,6.393365396,2113,346,
Voit III, Luke,572228,2021,30,241,30.7,8.7,.251,.497,.332,.359,.338,.246,90.7,15.9,35.3,22,15.8,52.2,102.007686522,7.69180529,966,139,
Walker, Christian,572233,2021,30,445,23.8,8.5,.249,.386,.304,.311,.320,.136,88.8,15.6,34,19,6.4,41.1,100.28235,6.26129266,1774,297,
Zunino, Mike,572287,2021,30,375,35.2,9.1,.218,.528,.358,.353,.305,.309,90.6,23.2,31.7,48,23.8,47.2,103.9267078,8.435870955,1502,202,
Carpenter, Matt,572761,2021,35,249,30.9,14.1,.225,.427,.269,.341,.352,.202,90,21.1,45,15,11.5,42,99.459285625,6.093493906,1123,131,
Dickerson, Corey,572816,2021,32,365,18.6,6.8,.244,.370,.317,.295,.302,.125,87.8,10.1,29,8,3,35.7,99.285067037,5.722231375,1483,269,
Ruf, Darin,573131,2021,34,312,27.9,14.7,.262,.515,.384,.381,.378,.253,93,9.8,41.5,25,14.2,54.5,103.131388409,8.537492571,1377,176,
Yastrzemski, Mike,573262,2021,30,532,24.6,9.6,.221,.431,.326,.318,.309,.210,89.5,19.4,33.1,35,10.3,39.3,99.157264671,5.794353174,2103,341,
Contreras, Willson,575929,2021,29,483,28.6,10.8,.240,.448,.337,.346,.344,.209,91.8,9.6,30.1,31,11.1,48.4,103.658236475,8.307224532,1969,279,
Iglesias, Jose,578428,2021,31,511,14.7,4.1,.270,.366,.304,.297,.308,.096,85.4,11.5,35.5,14,3.4,28.6,96.57281701,4.297143784,1858,409,
Torreyes, Ronald,591720,2021,28,344,11.9,5.5,.233,.299,.274,.256,.278,.067,82.2,12.2,30.4,1,0.4,14.1,92.098592826,2.2509952,1170,283,
Bryant, Kris,592178,2021,29,586,23.0,10.6,.260,.449,.356,.346,.349,.189,88.2,15.1,37.1,39,10.3,40,99.222537,5.821051447,2232,380,
Canha, Mark,592192,2021,32,625,20.5,12.3,.231,.378,.333,.332,.358,.147,87.3,13.5,36.1,28,7.1,35.4,97.938321269,5.004303181,2642,393,
Casali, Curt,592200,2021,32,231,28.6,11.3,.199,.330,.289,.280,.304,.131,86.4,23.3,35.6,8,5.9,31.1,96.608726119,4.448608571,905,135,
Castellanos, Nick,592206,2021,29,585,20.7,7.0,.293,.535,.391,.374,.350,.241,89.8,14,44,44,10.6,46.9,101.478243413,7.160421779,2143,416,
Gamel, Ben,592325,2021,29,400,26.3,12.8,.230,.373,.322,.315,.335,.143,89,16.7,41.5,19,7.9,36.5,98.769805556,5.550768069,1600,241,
Goodrum, Niko,592348,2021,29,325,32.9,8.9,.215,.381,.286,.304,.297,.166,88,13.4,37.8,19,10.3,40,98.972163118,5.633622486,1341,185,
Jones, JaCoby,592444,2021,29,105,40.0,4.8,.197,.333,.204,.247,.235,.136,89.4,10.3,41.4,5,8.6,36.2,99.07956931,5.672481379,396,58,
Judge, Aaron,592450,2021,29,633,25.0,11.8,.308,.594,.387,.418,.394,.286,95.8,11.6,38.5,70,17.6,58.4,107.090197563,10.864780584,2654,397,
Machado, Manny,592518,2021,28,640,15.9,9.8,.291,.526,.350,.376,.363,.235,93.1,14,33.8,63,13.3,52.2,104.861270593,9.161278811,2238,473,
Marmolejos, Jose,592530,2021,28,122,32.0,12.3,.184,.348,.256,.279,.283,.164,89.4,22.7,30.9,7,10.3,35.3,98.829665294,5.448838971,532,68,
Moran, Colin,592567,2021,28,359,24.2,10.0,.245,.391,.318,.315,.323,.146,89.1,7.2,34.2,19,8.1,37.2,99.644896783,5.994792609,1386,234,
Pederson, Joc,592626,2021,29,481,24.3,8.1,.244,.441,.315,.333,.319,.197,91,14.1,31.2,32,10.1,47.6,102.043830449,7.564759776,1918,317,
Realmuto, J.T.,592663,2021,30,537,24.0,8.9,.253,.416,.336,.329,.335,.164,89.6,11.5,31.2,30,8.6,44.7,101.300227486,6.997809341,2096,349,
Renfroe, Hunter,592669,2021,29,572,22.7,7.7,.260,.506,.344,.354,.320,.245,90.1,15.6,32.7,57,14.4,44.3,102.674148889,7.514085899,2191,397,
Rosario, Eddie,592696,2021,29,412,14.8,6.3,.255,.427,.316,.319,.305,.172,88.5,15.5,34.3,19,5.9,35.8,98.13205425,5.256977774,1508,324,
Simmons, Andrelton,592743,2021,31,451,13.7,7.1,.230,.281,.252,.261,.290,.050,84.1,3.9,29.1,2,0.6,21.8,94.564850578,3.340361942,1645,354,
Yelich, Christian,592885,2021,29,475,23.8,14.7,.254,.392,.325,.337,.368,.138,91,2.8,29.4,22,7.6,48.8,102.904104931,7.927427979,2012,289,
Merrifield, Whit,593160,2021,32,720,14.3,5.6,.263,.383,.306,.301,.306,.120,86.9,14.1,40,20,3.5,28.8,96.198273099,4.10313669,2608,573,
Bogaerts, Xander,593428,2021,28,603,18.7,10.3,.280,.468,.368,.359,.359,.189,89.6,12.5,36.4,41,9.7,43,100.949849336,6.630657583,2505,423,
Alberto, Hanser,593643,2021,28,255,10.2,1.6,.265,.384,.296,.294,.290,.120,87.1,16.1,32.6,10,4.5,30.3,97.114657308,4.602038798,834,221,
Polanco, Jorge,593871,2021,27,644,18.3,7.0,.267,.488,.349,.348,.323,.220,89.4,19.3,36.1,48,10.1,37.4,99.644968803,6.059153897,2489,476,
Sano, Miguel,593934,2021,28,532,34.4,11.1,.216,.439,.332,.322,.306,.223,93.4,17.6,32.3,51,17.7,55.9,105.463960417,9.768462404,2195,288,
Difo, Wilmer,594694,2021,29,240,22.5,8.3,.229,.321,.312,.276,.292,.093,83.7,12.2,31.9,7,4.2,23.5,94.870747654,3.61334087,922,166,
Calhoun, Kole,594777,2021,33,182,22.5,8.2,.221,.384,.292,.291,.285,.164,88.5,17.3,38.1,8,6.3,38.9,98.302995873,5.33714373,734,126,
Duvall, Adam,594807,2021,32,555,31.4,6.3,.227,.499,.324,.330,.281,.271,89.8,23.6,33.3,55,16.1,43.9,101.576989532,7.059923684,2158,342,
Eaton, Adam,594809,2021,32,288,24.7,7.6,.216,.309,.271,.275,.296,.093,86.6,8.3,29.3,8,4.3,34,98.315962778,5.173465556,1156,188,
Gosselin, Phil,594838,2021,32,373,21.7,6.4,.240,.354,.297,.288,.295,.114,87.6,11.5,30.2,9,3.4,35.1,98.441666718,5.387116513,1436,265,
Kiermaier, Kevin,595281,2021,31,390,25.4,8.5,.233,.320,.310,.284,.309,.088,86.6,1,29.2,10,4,36.5,97.954046452,5.034674899,1494,253,
Knapp, Andrew,595284,2021,29,159,38.4,6.3,.173,.274,.196,.230,.235,.101,86.2,13.1,27.9,3,3.5,31.4,98.4036645,5.352518354,619,86,
Alfaro, Jorge,595751,2021,28,311,31.8,3.5,.247,.381,.274,.292,.285,.134,90.9,1.8,27.6,16,8.2,49,104.04963551,8.498388051,1105,196,
Profar, Jurickson,595777,2021,28,412,15.8,11.9,.238,.323,.293,.302,.339,.085,85.3,14,30.6,8,2.7,30.2,96.637331931,4.333732595,1734,291,
Baez, Javier,595879,2021,28,547,33.6,5.1,.241,.455,.344,.325,.299,.214,90.1,10.6,32.7,43,13.4,45.2,102.100878994,7.40051456,2065,321,
Cave, Jake,595909,2021,28,178,34.8,5.6,.220,.337,.241,.273,.278,.116,87,8.4,38.8,6,5.8,33,97.212427059,4.655349703,719,103,
Evans, Phillip,595943,2021,28,247,21.5,11.3,.244,.344,.278,.312,.345,.101,88.4,5.3,25.5,7,4.3,42.9,100.887540864,6.73554913,928,161,
Gallagher, Cam,595956,2021,28,124,16.1,6.5,.250,.314,.276,.275,.299,.064,85.9,14.5,35.8,0,0,27.4,96.258460652,4.129230326,433,95,
Hedges, Austin,595978,2021,28,312,27.9,4.8,.191,.287,.227,.228,.232,.096,85.8,19,28.2,8,3.8,30.1,97.324943131,4.66313798,1185,209,
Lindor, Francisco,596019,2021,27,524,18.3,11.1,.254,.453,.317,.345,.345,.199,90.7,14.4,35.6,30,8.2,44.1,100.654597006,6.782827712,2096,365,
Nogowski Jr., John,596056,2021,28,143,15.4,8.4,.241,.312,.273,.279,.308,.071,88.1,15.6,38,0,0,28.7,96.330647222,4.367491204,569,108,
Odor, Rougned,596059,2021,27,361,27.7,7.5,.202,.374,.289,.290,.287,.172,89.1,19.6,29.6,20,9,38,100.043154906,6.176931232,1343,223,
Slater, Austin,596103,2021,28,306,27.5,9.2,.256,.439,.321,.335,.334,.183,87.1,7.8,37.4,18,9.5,41.6,99.902361489,5.967423936,1188,190,
Story, Trevor,596115,2021,28,595,23.4,8.9,.245,.450,.341,.335,.326,.205,90.6,17.5,34.2,39,9.9,42.6,100.826442959,6.729589592,2402,392,
Vogelbach, Daniel,596129,2021,28,258,22.1,16.7,.238,.390,.325,.337,.365,.152,91.4,11.7,33.5,13,8.2,48.7,101.598522405,7.31562943,1177,158,
Sanchez, Gary,596142,2021,28,440,27.5,11.8,.228,.452,.314,.336,.328,.224,89.5,20.5,34.4,36,13.7,42,101.387474046,6.874494389,1845,262,
Kepler, Max,596146,2021,28,490,19.6,11.0,.255,.452,.309,.347,.347,.197,89.8,16.3,35.3,36,10.8,42.5,100.947813174,6.654756198,1876,334,
Franco, Maikel,596748,2021,28,403,16.6,5.0,.224,.344,.263,.270,.269,.119,88.2,9.1,28.1,16,5.1,33.9,99.462911847,5.782594824,1466,313,
Garcia, Robel,596825,2021,28,117,35.9,6.8,.185,.238,.194,.224,.247,.053,86.5,14.3,19.7,1,1.5,33.3,97.977249697,5.070330462,453,66,
Choi, Ji Man,596847,2021,30,305,28.5,14.8,.235,.423,.334,.342,.354,.188,91.3,14.5,38.6,16,9.4,47.3,101.501885833,7.276257143,1279,171,
Bradley Jr., Jackie,598265,2021,31,428,30.8,6.5,.194,.290,.224,.253,.266,.096,89.7,9.6,27.9,13,5,40.3,98.888279922,5.730124086,1682,258,
La Stella, Tommy,600303,2021,32,242,10.7,7.4,.280,.460,.307,.342,.336,.180,88.9,13.5,36.9,12,6.2,33.3,97.900392784,5.14712,1034,195,
Severino, Pedro,600474,2021,27,419,26.0,8.1,.249,.401,.299,.311,.312,.151,88.2,15.2,33.5,21,7.6,38.5,100.998962681,6.5406432,1693,275,
Candelario, Jeimer,600869,2021,27,626,21.6,10.4,.278,.462,.344,.356,.358,.184,88.7,12.6,38.6,38,9,39.1,99.820428626,6.030826508,2547,422,
Daza, Yonathan,602074,2021,27,331,18.1,6.3,.253,.328,.304,.286,.309,.074,85.2,6.6,32.3,5,2,27,95.398912083,3.715523292,1216,248,
