Age,Pitches,Batted Balls,Barrels,Barrel%,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,재계약
0.4393732759296992,-1.8939573626113413,-1.828063406611579,-1.1168792858214083,-1.402639930944328,-1.5314499130223846,-0.8468767355034308,2.3413578405375257,-0.6035630714430602,-1.477508015901082,-1.9955849865987927,-2.006152758358578,-2.7361067793827885,-2.162600264119696,-1.2863254243776998,0.1897780598282981,1.776085709464826,-0.46215973917990033,1.0
-0.3293859945370753,-1.384850050556921,-1.3344462572970017,-0.8926636697956066,-0.5185765210219083,-0.6094247192424751,-0.8468767355034308,4.912482211127999,0.6918285175984563,0.9270407366209604,-0.7246697213311827,-0.9977644254630293,-1.842336274457262,-1.3449646502426655,-0.2577127066039808,-0.48667156372761494,1.5438421117407497,-1.8206428133441148,0.0
-0.5856390846926668,-0.8645227426445522,-0.7049055451276858,-0.5189709764192708,-0.23255600604700788,-0.14841212235252046,0.06603860574464152,5.636742597209824,-1.2512588659638184,-1.2589126747627146,-0.423663474294117,-0.4346384733265542,-0.1922984192101371,-0.9011053169951343,-0.2903670785967973,0.06148588984355582,0.4158017799380965,-1.456171744665911,1.0
0.6956263660852907,-0.6246953311808997,-0.7192132885860792,-0.44423243774400367,-0.07654481606069863,-0.14841212235252046,0.06603860574464152,4.5141389987829985,-0.21031919619831385,-0.1877955031847141,-1.0256759683682484,-0.3822546638254867,-0.9256485770977477,-0.5740510714443231,0.0198494553349586,-0.16010967649372584,1.1788878867457737,-0.13082240401789674,0.0
0.6956263660852907,-0.6246953311808997,-0.7192132885860792,-0.44423243774400367,-0.07654481606069863,-0.14841212235252046,0.06603860574464152,4.5141389987829985,-0.21031919619831385,-0.1877955031847141,-1.0256759683682484,-0.3822546638254867,-0.9256485770977477,-0.5740510714443231,0.0198494553349586,-0.16010967649372584,1.1788878867457737,-0.13082240401789674,1.0
0.18312018577410769,-1.9738998330992255,-1.9067559956327436,-1.1168792858214083,-1.402639930944328,-1.5314499130223846,-0.32521082621881536,5.057334288344366,2.9124998130981994,-2.089574971088511,-0.2564377814957481,-1.0632441873393637,1.2285675116971098,-0.9945493871525093,0.6076281512056557,-0.008491657420849135,2.8045930708143043,-0.46215973917990033,1.0
-0.0915985396741773,-1.767709450586468,-1.7627278262262631,-1.088633272838011,-0.7380521050041365,-0.9874915979114459,-0.9714614095198877,3.907632949383955,-2.093950617018023,-2.1447968690148906,-1.5305194842887015,-2.039257734069251,-1.6011287091609265,-2.276998512217534,-0.14517200816683629,-1.0295795491093491,3.29788425927874,-1.0049570576469082,1.0
0.1607295130131788,-1.600134681860352,-1.5538740521604455,-0.8239898020440336,0.5804546065747506,0.6483130237992447,0.3593353920951422,4.203565710856158,0.7916824304509671,0.2056778197084071,-0.3847144906026407,0.7424815784955753,-1.7780126720581775,-0.18032684025740026,0.7839768745419974,0.7079249858629756,1.1392893195031926,-1.2361914545508799,1.0
-0.3439265923615334,-1.2173012671283308,-1.1793776296975997,-0.42702459585306746,0.9682506982155996,1.0677501062891654,0.6698546458053172,4.388523686776283,-1.2465821824437957,-1.8152910715303159,-0.9576169874456706,-0.21627323311657365,-1.2473607833664246,-0.8451251752691492,0.2229813227177963,0.4020263001284114,1.2366695423502094,-1.3352919103668677,0.0
0.9177136710752472,-0.37806502700404226,0.23218580881620302,-0.8239898020440336,-1.1517012694210425,-1.1133227226584224,-0.39478279548670936,3.833649759015909,0.28784173962304826,0.38141424503351445,0.8685097212414894,-0.22977682201251942,-0.337671831323421,-0.25703434045106377,-0.8288853369525815,-0.33213054563454275,-1.7821173659073237,-1.2692249398228757,0.0
