iter	Logloss
245	0.4259952284
246	0.4250994763
247	0.4245626606
248	0.4235011935
249	0.4228828576
250	0.4221094368
251	0.4212122605
252	0.4203790896
253	0.4196359727
254	0.4188481619
255	0.4182863461
256	0.417201081
257	0.4170245122
258	0.4165696985
259	0.4155967186
260	0.4148749524
261	0.4140287615
262	0.4132798147
263	0.4127927824
264	0.4122206772
265	0.4113922318
266	0.4105047064
267	0.4097022924
268	0.4092953797
269	0.408305542
270	0.4078089983
271	0.4071861226
272	0.4068684953
273	0.4060299464
274	0.4053848661
275	0.4045305952
276	0.4037254268
277	0.4031219663
278	0.4023863298
279	0.4016622635
280	0.4011683604
281	0.4007780195
282	0.4001387909
283	0.3993646268
284	0.3988032653
285	0.398458107
286	0.3975003348
287	0.39663555
288	0.3959664869
289	0.3953812885
290	0.3950026482
291	0.3942450895
292	0.393683765
293	0.3928533007
294	0.3921447816
295	0.391582298
296	0.3909612117
297	0.3900881414
298	0.3894039004
299	0.3889068537
300	0.3880267924
301	0.3874787467
302	0.3867781275
303	0.3860490349
304	0.3856014799
305	0.3849126408
306	0.3843730955
307	0.3835664184
308	0.3829719885
309	0.382243077
310	0.3813429339
311	0.3807536038
312	0.3800690463
313	0.3797391983
314	0.3792877274
315	0.3786378422
316	0.3779387131
317	0.3773948406
318	0.3768966564
319	0.3764422265
320	0.3758429271
321	0.3755308164
322	0.3751140512
323	0.3747768678
324	0.3744380614
325	0.373984009
326	0.3736960748
327	0.3729092416
328	0.372417408
329	0.3717535992
330	0.37098876
331	0.3704060131
332	0.3699318107
333	0.369537778
334	0.3688465479
335	0.3683026325
336	0.3675131396
337	0.3668067257
338	0.3659944489
339	0.3652276997
340	0.3643768434
341	0.363719886
342	0.3630937162
343	0.3625005249
344	0.3622592439
345	0.3615798422
346	0.3610184482
347	0.3606428125
348	0.3601091752
349	0.3594638087
350	0.3589357856
351	0.3582079045
352	0.3575216473
353	0.3566597659
354	0.3561654127
355	0.355860259
356	0.3553449453
357	0.3549187518
358	0.3544850137
359	0.353797513
360	0.3532470921
361	0.3527711305
362	0.3521838504
363	0.3514357047
364	0.3507359141
365	0.3501940835
366	0.3495797804
367	0.3487098849
368	0.3480851312
369	0.3475664479
370	0.3470141432
371	0.3467538321
372	0.3460560586
373	0.3456761413
374	0.3451429475
375	0.3446708358
376	0.3440528616
377	0.3435001287
378	0.3430537554
379	0.3424393828
380	0.3419268903
381	0.3415691676
382	0.3408093245
383	0.3401899442
384	0.3394449723
385	0.3389378204
386	0.338334443
387	0.3378629034
388	0.33746342
389	0.3367660922
390	0.3363183479
391	0.3357748037
392	0.3351716648
393	0.3347023008
394	0.3342594753
395	0.3337233911
396	0.3330780439
397	0.3325531589
398	0.3321361684
399	0.3315982141
400	0.3309481959
401	0.330463679
402	0.3298986398
403	0.3293102573
404	0.3289095935
405	0.3283915326
406	0.3278205776
407	0.3274824974
408	0.326878628
409	0.3263970656
410	0.3258140622
411	0.3252654019
412	0.324733227
413	0.3242398458
414	0.3239381977
415	0.3232623174
416	0.3228594789
417	0.3223750487
418	0.321856216
419	0.3213565293
420	0.320811455
421	0.3203230225
422	0.3197826847
423	0.3192301864
424	0.3187104075
425	0.318122438
426	0.317756724
427	0.3175044678
428	0.3172071088
429	0.3166069122
430	0.3160696215
431	0.3157724359
432	0.3154602376
433	0.3146250898
434	0.3142790022
435	0.3135307612
436	0.3131338069
437	0.3126057152
438	0.3120833936
439	0.3114818294
440	0.3111563097
441	0.3107038702
442	0.3101608412
443	0.3097144383
444	0.3094115772
445	0.3087697275
446	0.3083296125
447	0.307859983
448	0.307307776
449	0.3069273522
450	0.3064512531
451	0.3058196807
452	0.3053319427
453	0.3047845294
454	0.3043836994
455	0.3037630277
456	0.3034366132
457	0.3029972753
458	0.3024490433
459	0.3019569977
460	0.3016840718
461	0.3012312924
462	0.30087037
463	0.3004188339
464	0.2997460706
465	0.2992759038
466	0.2989134671
467	0.2983897283
468	0.2979622793
469	0.2976315498
470	0.2973584126
471	0.2968973355
472	0.2966538991
473	0.2963066142
474	0.2958868094
475	0.2956299118
476	0.2951842822
477	0.2946247617
478	0.294159234
479	0.2936958429
480	0.2934245585
481	0.2928909081
482	0.2925771023
483	0.2920688377
484	0.2914519633
485	0.290965954
486	0.290486161
487	0.2900555743
488	0.2896239125
489	0.2891891012
490	0.2888433689
491	0.288262505
492	0.2879444478
493	0.2878410148
494	0.2875188788
495	0.2868508358
496	0.2864315316
497	0.2860065818
498	0.285432089
499	0.2848790013
500	0.284559121
501	0.2839859857
502	0.283509958
503	0.283253884
504	0.2828630216
505	0.2823771848
506	0.2818397877
507	0.2814635343
508	0.2809637952
509	0.2806230815
510	0.2802757013
511	0.2798621968
512	0.279438767
513	0.2792168354
514	0.2789037083
515	0.2786020876
516	0.2781010889
517	0.2777756543
518	0.2774114153
519	0.2768245186
520	0.2765884765
521	0.2761275486
522	0.2758530493
523	0.2753820963
524	0.2749586336
525	0.2746129869
526	0.2742185453
527	0.273919236
528	0.2733382192
529	0.2728064451
530	0.272415642
531	0.2720113189
532	0.2715921122
533	0.2712048796
534	0.270564096
535	0.2701269081
536	0.2698181353
537	0.2692588999
538	0.2689548302
539	0.2684480826
540	0.2679985432
541	0.2675285538
542	0.2672889336
543	0.2668010701
544	0.2664809891
545	0.2659240214
546	0.2657377413
547	0.2655180553
548	0.2651071196
549	0.2646262693
550	0.2641669241
551	0.2639244206
552	0.2634270101
553	0.2629677008
554	0.2625879444
555	0.2622891685
556	0.2619210459
557	0.2616598428
558	0.2611690963
559	0.2608810198
560	0.2605446573
561	0.2601196125
562	0.259913331
563	0.2595429646
564	0.2592851944
565	0.2588750925
566	0.2585484036
567	0.2581421839
568	0.2575321125
569	0.2570758342
570	0.2567290614
571	0.2565017196
572	0.2562724496
573	0.2558514706
574	0.255514093
575	0.2549954908
576	0.2546327155
577	0.2541973214
578	0.2537870391
579	0.2534776969
580	0.2531328032
581	0.2528357899
582	0.2525804576
583	0.252226769
584	0.2518239206
585	0.2514315686
586	0.2511423535
587	0.2507592318
588	0.2502720162
589	0.2501297584
590	0.2496021835
591	0.2493147001
592	0.2490689867
593	0.2485715747
594	0.248181642
595	0.2478917914
596	0.2476839252
597	0.2471241032
598	0.2467912235
599	0.2464549794
600	0.2459936553
601	0.245782164
602	0.2454703802
603	0.2452696223
604	0.2448117521
605	0.2445731251
606	0.2443487775
607	0.2440545261
608	0.2437814858
609	0.2435188309
610	0.2431819306
611	0.2428073375
612	0.2425083884
613	0.242083463
614	0.2419800776
615	0.2415377823
616	0.2412807153
617	0.2410394669
618	0.2407005118
619	0.2401872377
620	0.2398289467
621	0.2393327324
622	0.2389903922
623	0.2386737455
624	0.23834725
625	0.2381177845
626	0.2377835092
627	0.2374234694
628	0.2371050341
629	0.236863652
630	0.2364970197
631	0.2362990528
632	0.2361781218
633	0.235833271
634	0.2354284238
635	0.2352241937
636	0.2349456077
637	0.234661315
638	0.2344624935
639	0.2340029916
640	0.233672704
641	0.2332899297
642	0.2329333978
643	0.2327164574
644	0.2321929498
645	0.2318020811
646	0.2315232383
647	0.2313148479
648	0.2310993376
649	0.2308503331
650	0.2303461683
651	0.2299993842
652	0.2298512524
653	0.2296396916
654	0.2292483085
655	0.2289867137
656	0.2286139794
657	0.2284357805
658	0.22821297
659	0.227794151
660	0.2274666864
661	0.2270939522
662	0.2268436657
663	0.226679839
664	0.2264510641
665	0.226224021
666	0.2259702874
667	0.225718624
668	0.2254545932
669	0.225146589
670	0.2248628695
671	0.2244947365
672	0.224279107
673	0.2240146322
674	0.2236472544
675	0.2234267274
676	0.2230586744
677	0.2226939274
678	0.2222873246
679	0.221981264
680	0.2217738768
681	0.2215674443
682	0.2211168113
683	0.2209339474
684	0.2206169638
685	0.2203324051
686	0.220056842
687	0.2197616337
688	0.2194187713
689	0.2191254768
690	0.2187934906
691	0.2186182909
692	0.2184045881
693	0.2182242791
694	0.2179184822
695	0.2176772449
696	0.217437671
697	0.2170686898
698	0.2167045921
699	0.2165427422
700	0.2162279543
701	0.2160340879
702	0.215741405
703	0.215367191
704	0.2150934226
705	0.2147146877
706	0.214387947
707	0.2140368602
708	0.2138697361
709	0.2136204161
710	0.2133149809
711	0.2129634657
712	0.2127966181
713	0.2125148708
714	0.2122153448
715	0.2120049248
716	0.2116863579
717	0.2114579836
718	0.2111437495
719	0.2108847578
720	0.2105535215
721	0.2103201196
722	0.2100424193
723	0.2098083602
724	0.2094647936
725	0.2091996218
726	0.2089277664
727	0.2086454612
728	0.2082268052
729	0.2078117511
730	0.2074865721
731	0.2071908918
732	0.2068724382
733	0.2065518882
734	0.2063032111
735	0.2059142084
736	0.2056706381
737	0.2053775038
738	0.2051180798
739	0.2047420415
740	0.204454543
741	0.2042065412
742	0.2039250876
743	0.203675015
744	0.2033938921
745	0.203161134
746	0.2028606435
747	0.2024927282
748	0.2022326916
749	0.2021243071
750	0.2018169887
751	0.2015376127
752	0.201419605
753	0.2011609633
754	0.2009690729
755	0.2007383564
756	0.2005019606
757	0.2002292077
758	0.1999731418
759	0.1998057253
760	0.1995559707
761	0.1991466559
762	0.1989445795
763	0.1986352578
764	0.1984789545
765	0.1982561736
766	0.197962294
767	0.1977034403
768	0.1974943341
769	0.1971459547
770	0.19694419
771	0.1967586613
772	0.1964919865
773	0.1962733025
774	0.1959627587
775	0.1957070699
776	0.1956240569
777	0.1953513649
778	0.1950616972
779	0.1948555575
780	0.1947196824
781	0.1945727987
782	0.1942815153
783	0.1940896823
784	0.1938821597
785	0.1936187855
786	0.1932841659
787	0.1929731976
788	0.1928280705
789	0.192622565
790	0.1923539347
791	0.1921677375
792	0.1918289255
793	0.1915722724
794	0.1914486215
795	0.1911382036
796	0.190752164
797	0.1906068526
798	0.1903158027
799	0.1901063978
800	0.189917643
801	0.189731849
802	0.1894817312
803	0.18924579
804	0.1890508352
805	0.1888547025
806	0.1886485969
807	0.1883964997
808	0.1880814178
809	0.1878162485
810	0.1875058607
811	0.187221281
812	0.1869792852
813	0.1867387758
814	0.1865546238
815	0.186294147
816	0.1861519825
817	0.1859409276
818	0.1858224991
819	0.1856104461
820	0.1854240255
821	0.185154887
822	0.1848359401
823	0.1845813964
824	0.184357399
825	0.1841314046
826	0.1838791703
827	0.1837965361
828	0.1835229754
829	0.1833298592
830	0.1830468738
831	0.182812798
832	0.1826632359
833	0.1824485739
834	0.1823053827
835	0.1821308294
836	0.1818899717
837	0.1815109666
838	0.1812426503
839	0.1809365888
840	0.1807454244
841	0.1804292386
842	0.1801526087
843	0.1800205772
844	0.1797534858
845	0.1795068796
846	0.1792341675
847	0.1790540808
848	0.178905707
849	0.1786829301
850	0.1784286609
851	0.1781406282
852	0.1779018435
853	0.1776437082
854	0.1774314608
855	0.1772110157
856	0.1769587586
857	0.1766997761
858	0.176440877
859	0.1761569401
860	0.1759688323
861	0.1756959405
862	0.1754813416
863	0.1753377058
864	0.1751077403
865	0.1749419718
866	0.1746981402
867	0.174515001
868	0.1743837808
869	0.174219309
870	0.1739241884
871	0.1738469771
872	0.1736544719
873	0.1734557358
874	0.1731679421
875	0.1729688265
876	0.1727625181
877	0.1726341289
878	0.1722876643
879	0.1720020067
880	0.1718067491
881	0.1716883527
882	0.17146531
883	0.1712884813
884	0.1711241699
885	0.1709329641
886	0.1707333765
887	0.1705579627
888	0.1703444319
889	0.1701872415
890	0.170065357
891	0.169761034
892	0.1695796308
893	0.1694870373
894	0.1693362299
895	0.1691453038
896	0.168938803
897	0.1687429674
898	0.1684560282
899	0.1681961268
900	0.1679467549
901	0.1677377412
902	0.1675602479
903	0.1673304708
904	0.1671134816
905	0.1669374475
906	0.166773008
907	0.1666213407
908	0.1663303848
909	0.1660949031
910	0.1658984478
911	0.1658040053
912	0.1656145012
913	0.1653745702
914	0.1651747709
915	0.1650174731
916	0.1648753607
917	0.1646454098
918	0.1644690596
919	0.1642991633
920	0.1640870987
921	0.163842447
922	0.1636633675
923	0.1634781877
924	0.16327696
925	0.163097804
926	0.1629356236
927	0.16267937
928	0.1624625898
929	0.1623665959
930	0.1621753037
931	0.162007953
932	0.1617929706
933	0.161580357
934	0.1613904361
935	0.1612595357
936	0.1610985902
937	0.1608296896
938	0.1606520377
939	0.1605103908
940	0.1603590312
941	0.1602157981
942	0.1599917157
943	0.1598603468
944	0.1596440864
945	0.1594202236
946	0.1593413063
947	0.1592721507
948	0.159120806
949	0.1588802682
950	0.158686362
951	0.1585517395
952	0.1583749857
953	0.158284526
954	0.1580413924
955	0.1578510108
956	0.1576675502
957	0.1574732641
958	0.1572535274
959	0.1571387553
960	0.1569977218
961	0.1567973183
962	0.1566819984
963	0.1564940391
964	0.156321232
965	0.1561860231
966	0.1560039971
967	0.155758383
968	0.1554946325
969	0.1551839847
970	0.1550113085
971	0.1548097323
972	0.1546513902
973	0.1544375794
974	0.1542421319
975	0.1540479611
976	0.1539035722
977	0.1536393109
978	0.153470318
979	0.1532907308
980	0.1532034167
981	0.1530514008
982	0.1528354885
983	0.1525715227
984	0.1523401936
985	0.1520980832
986	0.1519778961
987	0.1518949101
988	0.1517200617
989	0.1515524953
990	0.1513882099
991	0.1512482757
992	0.151102207
993	0.1508907493
994	0.1507217518
995	0.1505735798
996	0.150377342
997	0.1502246568
998	0.1500472469
999	0.1498547094
