iter	Logloss
619	0.2843275537
620	0.2840416143
621	0.2837232865
622	0.2832750705
623	0.282924319
624	0.2826251653
625	0.2823278275
626	0.2820833607
627	0.2817701492
628	0.2815571239
629	0.281328792
630	0.2810948749
631	0.2808657686
632	0.2805246135
633	0.2801949627
634	0.2798968964
635	0.2795219402
636	0.2792370472
637	0.2788721068
638	0.2785828802
639	0.2781817234
640	0.2778372844
641	0.277589995
642	0.2773408913
643	0.2770077126
644	0.2767846482
645	0.2764371528
646	0.2760309988
647	0.27564219
648	0.275267658
649	0.2750039922
650	0.2746092631
651	0.2741274814
652	0.2738920997
653	0.2736393935
654	0.273291306
655	0.2729532434
656	0.2727497253
657	0.2723884583
658	0.2721152266
659	0.2718617986
660	0.2715796815
661	0.2711991621
662	0.2708619008
663	0.2707091411
664	0.2704073346
665	0.2700374262
666	0.2696810504
667	0.269282636
668	0.2691353785
669	0.2689831184
670	0.2686488936
671	0.2683165103
672	0.2680769553
673	0.2678321974
674	0.2676340232
675	0.2672824075
676	0.2669372078
677	0.2667102022
678	0.2663833532
679	0.2662976732
680	0.2660743217
681	0.2657833407
682	0.2653929409
683	0.2652270168
684	0.26472153
685	0.2645109561
686	0.2641901728
687	0.2640121341
688	0.2636553072
689	0.2633027027
690	0.2630714294
691	0.262730874
692	0.2624513441
693	0.2621590641
694	0.2617817293
695	0.2613996062
696	0.2610785484
697	0.2607801951
698	0.260486517
699	0.2602192723
700	0.2598680692
701	0.2596435269
702	0.2594122966
703	0.259083581
704	0.2587657187
705	0.2584721393
706	0.2583206028
707	0.2579233385
708	0.2576819874
709	0.2574425754
710	0.2571649204
711	0.2569568909
712	0.2567800221
713	0.2564824525
714	0.2562595175
715	0.2560653531
716	0.255725653
717	0.2556075156
718	0.2553207606
719	0.2551205138
720	0.2549421817
721	0.25467217
722	0.2545058813
723	0.2541739467
724	0.2538685173
725	0.2537072096
726	0.2534551816
727	0.2532385323
728	0.2529002882
729	0.2526061184
730	0.2522993892
731	0.2520579666
732	0.2518907064
733	0.2516709006
734	0.2513991528
735	0.251132124
736	0.2509066062
737	0.2506575204
738	0.2504486554
739	0.2502403256
740	0.2499758859
741	0.2497209291
742	0.2494367911
743	0.2492089258
744	0.248978334
745	0.2487333308
746	0.2485355208
747	0.2483713306
748	0.2481356091
749	0.2480158925
750	0.2477314293
751	0.2474204289
752	0.2470733689
753	0.2469365646
754	0.2466819412
755	0.2463761098
756	0.2461385621
757	0.2458872447
758	0.2456155111
759	0.2453883529
760	0.2452027106
761	0.2449743738
762	0.2446581473
763	0.2444704705
764	0.2442622662
765	0.2440567096
766	0.2438170099
767	0.2436094122
768	0.2434285594
769	0.243153133
770	0.2429544631
771	0.2426182561
772	0.2423734691
773	0.2419819997
774	0.2417148381
775	0.2415586018
776	0.241293025
777	0.2410978996
778	0.240734597
779	0.2404892474
780	0.2402421981
781	0.2399830639
782	0.2397377963
783	0.2395115796
784	0.2391478759
785	0.2389254815
786	0.2386955707
787	0.2384210222
788	0.2382256481
789	0.2381030887
790	0.2377947312
791	0.2375782683
792	0.237349161
793	0.2370635639
794	0.2368208791
795	0.2365500897
796	0.2363838068
797	0.2361808186
798	0.235999485
799	0.2357732536
800	0.2355942176
801	0.2354515882
802	0.2351949154
803	0.2350093237
804	0.2347721645
805	0.2346103132
806	0.2343290461
807	0.2340982046
808	0.2339604363
809	0.2337385674
810	0.2335686073
811	0.2333148433
812	0.233078701
813	0.2328500042
814	0.2326364933
815	0.2324471547
816	0.2322529293
817	0.2319857503
818	0.2318060845
819	0.231611984
820	0.2314695271
821	0.2312222958
822	0.2309622349
823	0.2306446696
824	0.2304878839
825	0.2303181749
826	0.2300324086
827	0.2297259059
828	0.229559295
829	0.2293558462
830	0.2291379285
831	0.2289458081
832	0.2287131685
833	0.2285067616
834	0.228296494
835	0.2280560704
836	0.2277552711
837	0.2275723519
838	0.2274240502
839	0.2272231302
840	0.227072658
841	0.2268886682
842	0.2266790044
843	0.2264656577
844	0.2261669194
845	0.2259340674
846	0.2258971367
847	0.2256416586
848	0.2254239865
849	0.2252310852
850	0.2249981956
851	0.2247253201
852	0.2244533734
853	0.2242882146
854	0.2240893503
855	0.223861261
856	0.2236240627
857	0.2234910213
858	0.2231455737
859	0.2229522634
860	0.2228182718
861	0.2226526019
862	0.2224231323
863	0.2222433903
864	0.2219869327
865	0.22183719
866	0.2216428098
867	0.2215136003
868	0.2213571583
869	0.2211925889
870	0.2209853184
871	0.2205872511
872	0.2203550653
873	0.2200424165
874	0.2198365331
875	0.2195670428
876	0.2194151993
877	0.2192202586
878	0.2190691062
879	0.2188453118
880	0.2186395847
881	0.2185456721
882	0.2183291849
883	0.2181960791
884	0.2179862658
885	0.2178299381
886	0.2175289417
887	0.2173769895
888	0.2171734215
889	0.2170934712
890	0.2169126266
891	0.2166971044
892	0.2165650065
893	0.2164191046
894	0.2162815501
895	0.2161554193
896	0.2159527004
897	0.2158006617
898	0.2156777125
899	0.2154986497
900	0.2153360473
901	0.2150976019
902	0.2149262172
903	0.2147476438
904	0.2145729808
905	0.2144604098
906	0.2142973766
907	0.214117252
908	0.2139941634
909	0.2138307182
910	0.2136701816
911	0.21342812
912	0.213244087
913	0.2130580897
914	0.2128696816
915	0.2127033914
916	0.2124712798
917	0.2122290752
918	0.2120887109
919	0.2119752944
920	0.2118176535
921	0.2116354722
922	0.2114631262
923	0.2112585907
924	0.211096352
925	0.2108676223
926	0.2105754193
927	0.2103360006
928	0.2101422416
929	0.2099717812
930	0.2098083186
931	0.2097052981
932	0.2095273187
933	0.2092190004
934	0.2090486515
935	0.2088862146
936	0.2087105607
937	0.208510055
938	0.2082539818
939	0.2079908884
940	0.2078052559
941	0.2076485861
942	0.2074849197
943	0.2073082954
944	0.207171127
945	0.2070601659
946	0.2068288147
947	0.2066165818
948	0.2064601098
949	0.2063149343
950	0.2061889771
951	0.2060261241
952	0.2058835768
953	0.2057273946
954	0.205558654
955	0.2054025329
956	0.2052081514
957	0.2051053411
958	0.204920255
959	0.2047920913
960	0.2045952805
961	0.2043259437
962	0.2042072371
963	0.2040662029
964	0.203853433
965	0.203673918
966	0.20353465
967	0.2033702523
968	0.2032641754
969	0.2030339508
970	0.2028160153
971	0.2026847081
972	0.2025703162
973	0.2023593052
974	0.2021418002
975	0.2019091479
976	0.2016815788
977	0.201510893
978	0.2013058366
979	0.2011264859
980	0.2009766835
981	0.2007866417
982	0.2005825869
983	0.2004752018
984	0.2003154698
985	0.2001957782
986	0.2000002114
987	0.1997762331
988	0.1995321772
989	0.1993610384
990	0.1991816827
991	0.1990064268
992	0.1988094644
993	0.1985566222
994	0.1983715678
995	0.1982499672
996	0.1981326309
997	0.1979703556
998	0.1978529717
999	0.1977360916
